Ref;Number
Exodus_35:15;2
Exodus_35:16;1
Exodus_35:17;2
Exodus_35:18;1
Exodus_35:19;4
Exodus_35:20;3
Exodus_35:21;5
Exodus_35:22;11
Exodus_35:23;5
Exodus_35:24;2
Exodus_35:25;3
Exodus_35:26;4
Exodus_35:27;8
Exodus_35:28;2
Exodus_35:29;2
Exodus_35:30;5
Exodus_35:31;3
Exodus_35:32;1
Exodus_35:33;1
Exodus_35:34;6
Exodus_35:35;1
Exodus_36:1;4
Exodus_36:2;2
Exodus_36:3;4
Exodus_36:4;3
Exodus_36:5;5
Exodus_36:6;7
Exodus_36:7;8
Exodus_36:8;7
Exodus_36:9;1
Exodus_36:10;0
Exodus_36:11;2
Exodus_36:12;1
Exodus_36:13;1
Exodus_36:14;1
Exodus_36:15;0
Exodus_36:16;1
Exodus_36:17;0
Exodus_36:18;0
Exodus_36:19;1
Exodus_36:20;0
Exodus_36:21;0
Exodus_36:22;0
Exodus_36:23;0
Exodus_36:24;0
Exodus_36:25;0
Exodus_36:26;0
Exodus_36:27;0
Exodus_36:28;0
Exodus_36:29;1
Exodus_36:30;0
Exodus_36:31;0
Exodus_36:32;0
Exodus_36:33;2
Exodus_36:34;0
Exodus_36:35;0
Exodus_36:36;0
Exodus_36:37;0
Exodus_36:38;1
Exodus_37:1;7
Exodus_37:2;0
Exodus_37:3;0
Exodus_37:4;0
Exodus_37:5;2
Exodus_37:6;0
Exodus_37:7;0
Exodus_37:8;3
Exodus_37:9;0
Exodus_37:10;0
Exodus_37:11;0
Exodus_37:12;0
Exodus_37:13;0
Exodus_37:14;1
Exodus_37:15;0
Exodus_37:16;1
Exodus_37:17;1
Exodus_37:18;0
Exodus_37:19;1
Exodus_37:20;0
Exodus_37:21;0
Exodus_37:22;0
Exodus_37:23;0
Exodus_37:24;0
Exodus_37:25;1
Exodus_37:26;0
Exodus_37:27;0
Exodus_37:28;0
Exodus_37:29;3
Exodus_38:1;0
Exodus_38:2;0
Exodus_38:3;0
Exodus_38:4;1
Exodus_38:5;0
Exodus_38:6;0
Exodus_38:7;2
Exodus_38:8;9
Exodus_38:9;0
Exodus_38:10;0
Exodus_38:11;0
Exodus_38:12;0
Exodus_38:13;0
Exodus_38:14;0
Exodus_38:15;1
Exodus_38:16;0
Exodus_38:17;1
Exodus_38:18;3
Exodus_38:19;0
Exodus_38:20;0
Exodus_38:21;13
Exodus_38:22;6
Exodus_38:23;2
Exodus_38:24;8
Exodus_38:25;3
Exodus_38:26;4
Exodus_38:27;4
Exodus_38:28;4
Exodus_38:29;2
Exodus_38:30;0
Exodus_38:31;0
Exodus_39:1;6
Exodus_39:2;2
Exodus_39:3;5
Exodus_39:4;1
Exodus_39:5;2
Exodus_39:6;2
Exodus_39:7;1
Exodus_39:8;0
Exodus_39:9;1
Exodus_39:10;1
Exodus_39:11;0
Exodus_39:12;0
Exodus_39:13;1
Exodus_39:14;0
Exodus_39:15;1
Exodus_39:16;0
Exodus_39:17;0
Exodus_39:18;0
Exodus_39:19;0
Exodus_39:20;0
Exodus_39:21;2
Exodus_39:22;2
Exodus_39:23;1
Exodus_39:24;3
Exodus_39:25;2
Exodus_39:26;2
Exodus_39:27;3
Exodus_39:28;4
Exodus_39:29;3
Exodus_39:30;1
Exodus_39:31;1
Exodus_39:32;8
Exodus_39:33;7
Exodus_39:34;1
Exodus_39:35;1
Exodus_39:36;1
Exodus_39:37;3
Exodus_39:38;0
Exodus_39:39;1
Exodus_39:40;2
Exodus_39:41;1
Exodus_39:42;4
Exodus_39:43;6
Exodus_40:1;1
Exodus_40:2;5
Exodus_40:3;4
Exodus_40:4;2
Exodus_40:5;1
Exodus_40:6;1
Exodus_40:7;1
Exodus_40:8;1
Exodus_40:9;1
Exodus_40:10;1
Exodus_40:11;1
Exodus_40:12;0
Exodus_40:13;0
Exodus_40:14;0
Exodus_40:15;2
Exodus_40:16;1
Exodus_40:17;3
Exodus_40:18;3
Exodus_40:19;3
Exodus_40:20;3
Exodus_40:21;2
Exodus_40:22;1
Exodus_40:23;1
Exodus_40:24;1
Exodus_40:25;1
Exodus_40:26;1
Exodus_40:27;4
Exodus_40:28;1
Exodus_40:29;4
Exodus_40:30;1
Exodus_40:31;2
Exodus_40:32;3
Exodus_40:33;3
Exodus_40:34;4
Exodus_40:35;6
Exodus_40:36;3
Exodus_40:37;1
Exodus_40:38;4
Leviticus_1:1;14
Leviticus_1:2;11
Leviticus_1:3;9
Leviticus_1:4;9
Leviticus_1:5;9
Leviticus_1:6;6
Leviticus_1:7;5
Leviticus_1:8;7
Leviticus_1:9;9
Leviticus_1:10;6
Leviticus_1:11;6
Leviticus_1:12;2
Leviticus_1:13;2
Leviticus_1:14;7
Leviticus_1:15;9
Leviticus_1:16;7
Leviticus_1:17;4
Leviticus_2:1;11
Leviticus_2:2;7
Leviticus_2:3;4
Leviticus_2:4;5
Leviticus_2:5;3
Leviticus_2:6;3
Leviticus_2:7;3
Leviticus_2:8;4
Leviticus_2:9;2
Leviticus_2:10;2
Leviticus_2:11;9
Leviticus_2:12;3
Leviticus_2:13;9
Leviticus_2:14;8
Leviticus_2:15;0
Leviticus_2:16;0
Leviticus_3:1;8
Leviticus_3:2;2
Leviticus_3:3;4
Leviticus_3:4;4
Leviticus_3:5;3
Leviticus_3:6;1
Leviticus_3:7;4
Leviticus_3:8;2
Leviticus_3:9;6
Leviticus_3:10;0
Leviticus_3:11;4
Leviticus_3:12;3
Leviticus_3:13;0
Leviticus_3:14;1
Leviticus_3:15;0
Leviticus_3:16;1
Leviticus_3:17;4
Leviticus_4:1;1
Leviticus_4:2;10
Leviticus_4:3;8
Leviticus_4:4;1
Leviticus_4:5;3
Leviticus_4:6;5
Leviticus_4:7;4
Leviticus_4:8;3
Leviticus_4:9;0
Leviticus_4:10;3
Leviticus_4:11;2
Leviticus_4:12;6
Leviticus_4:13;7
Leviticus_4:14;3
Leviticus_4:15;1
Leviticus_4:16;1
Leviticus_4:17;4
Leviticus_4:18;3
Leviticus_4:19;2
Leviticus_4:20;4
Leviticus_4:21;3
Leviticus_4:22;8
Leviticus_4:23;8
Leviticus_4:24;2
Leviticus_4:25;4
Leviticus_4:26;3
Leviticus_4:27;5
Leviticus_4:28;2
Leviticus_4:29;0
Leviticus_4:30;0
Leviticus_4:31;5
Leviticus_4:32;3
Leviticus_4:33;1
Leviticus_4:34;0
Leviticus_4:35;5
Leviticus_5:1;9
Leviticus_5:2;7
Leviticus_5:3;4
Leviticus_5:4;5
Leviticus_5:5;3
Leviticus_5:6;2
Leviticus_5:7;5
Leviticus_5:8;4
Leviticus_5:9;3
Leviticus_5:10;3
Leviticus_5:11;3
Leviticus_5:12;3
Leviticus_5:13;4
Leviticus_5:14;0
Leviticus_5:15;8
Leviticus_5:16;5
Leviticus_5:17;7
Leviticus_5:18;5
Leviticus_5:19;6
Leviticus_5:20;1
Leviticus_5:21;9
Leviticus_5:22;4
Leviticus_5:23;4
Leviticus_5:24;6
Leviticus_5:25;2
Leviticus_5:26;1
Leviticus_6:1;0
Leviticus_6:2;12
Leviticus_6:3;9
Leviticus_6:4;6
Leviticus_6:5;5
Leviticus_6:6;4
Leviticus_6:7;7
Leviticus_6:8;4
Leviticus_6:9;7
Leviticus_6:10;6
Leviticus_6:11;7
Leviticus_6:12;0
Leviticus_6:13;8
Leviticus_6:14;6
Leviticus_6:15;4
Leviticus_6:16;4
Leviticus_6:17;1
Leviticus_6:18;5
Leviticus_6:19;5
Leviticus_6:20;7
Leviticus_6:21;7
Leviticus_6:22;4
Leviticus_6:23;4
Leviticus_7:1;6
Leviticus_7:2;2
Leviticus_7:3;2
Leviticus_7:4;0
Leviticus_7:5;3
Leviticus_7:6;1
Leviticus_7:7;4
Leviticus_7:8;4
Leviticus_7:9;6
Leviticus_7:10;6
Leviticus_7:11;5
Leviticus_7:12;6
Leviticus_7:13;5
Leviticus_7:14;5
Leviticus_7:15;6
Leviticus_7:16;7
Leviticus_7:17;2
Leviticus_7:18;6
Leviticus_7:19;6
Leviticus_7:20;5
Leviticus_7:21;3
Leviticus_7:22;1
Leviticus_7:23;0
Leviticus_7:24;4
Leviticus_7:25;5
Leviticus_7:26;5
Leviticus_7:27;0
Leviticus_7:28;0
Leviticus_7:29;1
Leviticus_7:30;6
Leviticus_7:31;2
Leviticus_7:32;4
Leviticus_7:33;3
Leviticus_7:34;3
Leviticus_7:35;3
Leviticus_7:36;3
Leviticus_7:37;5
Leviticus_7:38;3
Leviticus_8:1;1
Leviticus_8:2;7
Leviticus_8:3;4
Leviticus_8:4;2
Leviticus_8:5;4
Leviticus_8:6;2
Leviticus_8:7;2
Leviticus_8:8;4
Leviticus_8:9;3
Leviticus_8:10;4
Leviticus_8:11;2
Leviticus_8:12;3
Leviticus_8:13;3
Leviticus_8:14;0
Leviticus_8:15;5
Leviticus_8:16;2
Leviticus_8:17;3
Leviticus_8:18;1
Leviticus_8:19;0
Leviticus_8:20;2
Leviticus_8:21;3
Leviticus_8:22;6
Leviticus_8:23;2
Leviticus_8:24;0
Leviticus_8:25;1
Leviticus_8:26;4
Leviticus_8:27;1
Leviticus_8:28;4
Leviticus_8:29;0
Leviticus_8:30;2
Leviticus_8:31;3
Leviticus_8:32;3
Leviticus_8:33;2
Leviticus_8:34;5
Leviticus_8:35;6
Leviticus_8:36;4
Leviticus_9:1;11
Leviticus_9:2;8
Leviticus_9:3;7
Leviticus_9:4;7
Leviticus_9:5;2
Leviticus_9:6;4
Leviticus_9:7;9
Leviticus_9:8;4
Leviticus_9:9;1
Leviticus_9:10;3
Leviticus_9:11;2
Leviticus_9:12;4
Leviticus_9:13;2
Leviticus_9:14;1
Leviticus_9:15;6
Leviticus_9:16;5
Leviticus_9:17;6
Leviticus_9:18;1
Leviticus_9:19;4
Leviticus_9:20;4
Leviticus_9:21;3
Leviticus_9:22;7
Leviticus_9:23;6
Leviticus_9:24;4
Leviticus_10:1;10
Leviticus_10:2;10
Leviticus_10:3;12
Leviticus_10:4;7
Leviticus_10:5;5
Leviticus_10:6;10
Leviticus_10:7;2
Leviticus_10:8;1
Leviticus_10:9;8
Leviticus_10:10;8
Leviticus_10:11;6
Leviticus_10:12;4
Leviticus_10:13;2
Leviticus_10:14;3
Leviticus_10:15;4
Leviticus_10:16;10
Leviticus_10:17;7
Leviticus_10:18;5
Leviticus_10:19;10
Leviticus_10:20;5
Leviticus_11:1;10
Leviticus_11:2;8
Leviticus_11:3;9
Leviticus_11:4;4
Leviticus_11:5;1
Leviticus_11:6;4
Leviticus_11:7;2
Leviticus_11:8;7
Leviticus_11:9;4
Leviticus_11:10;6
Leviticus_11:11;5
Leviticus_11:12;2
Leviticus_11:13;8
Leviticus_11:14;4
Leviticus_11:15;0
Leviticus_11:16;4
Leviticus_11:17;4
Leviticus_11:18;4
Leviticus_11:19;3
Leviticus_11:20;4
Leviticus_11:21;4
Leviticus_11:22;1
Leviticus_11:23;5
Leviticus_11:24;6
Leviticus_11:25;3
Leviticus_11:26;6
Leviticus_11:27;7
Leviticus_11:28;1
Leviticus_11:29;5
Leviticus_11:30;2
Leviticus_11:31;3
Leviticus_11:32;6
Leviticus_11:33;4
Leviticus_11:34;6
Leviticus_11:35;5
Leviticus_11:36;7
Leviticus_11:37;8
Leviticus_11:38;4
Leviticus_11:39;5
Leviticus_11:40;5
Leviticus_11:41;4
Leviticus_11:42;3
Leviticus_11:43;5
Leviticus_11:44;6
Leviticus_11:45;7
Leviticus_11:46;2
Leviticus_11:47;6
Leviticus_12:1;1
Leviticus_12:2;12
Leviticus_12:3;5
Leviticus_12:4;7
Leviticus_12:5;4
Leviticus_12:6;3
Leviticus_12:7;10
Leviticus_12:8;7
Leviticus_13:1;3
Leviticus_13:2;10
Leviticus_13:3;10
Leviticus_13:4;7
Leviticus_13:5;9
Leviticus_13:6;8
Leviticus_13:7;3
Leviticus_13:8;5
Leviticus_13:9;4
Leviticus_13:10;9
Leviticus_13:11;5
Leviticus_13:12;6
Leviticus_13:13;3
Leviticus_13:14;3
Leviticus_13:15;1
Leviticus_13:16;2
Leviticus_13:17;0
Leviticus_13:18;5
Leviticus_13:19;7
Leviticus_13:20;3
Leviticus_13:21;1
Leviticus_13:22;1
Leviticus_13:23;3
Leviticus_13:24;3
Leviticus_13:25;1
Leviticus_13:26;1
Leviticus_13:27;1
Leviticus_13:28;3
Leviticus_13:29;5
Leviticus_13:30;8
Leviticus_13:31;4
Leviticus_13:32;3
Leviticus_13:33;5
Leviticus_13:34;1
Leviticus_13:35;1
Leviticus_13:36;3
Leviticus_13:37;6
Leviticus_13:38;3
Leviticus_13:39;3
Leviticus_13:40;4
Leviticus_13:41;3
Leviticus_13:42;4
Leviticus_13:43;3
Leviticus_13:44;5
Leviticus_13:45;7
Leviticus_13:46;7
Leviticus_13:47;6
Leviticus_13:48;5
Leviticus_13:49;2
Leviticus_13:50;1
Leviticus_13:51;4
Leviticus_13:52;7
Leviticus_13:53;1
Leviticus_13:54;3
Leviticus_13:55;8
Leviticus_13:56;3
Leviticus_13:57;2
Leviticus_13:58;4
Leviticus_13:59;2
Leviticus_14:1;2
Leviticus_14:2;11
Leviticus_14:3;4
Leviticus_14:4;8
Leviticus_14:5;7
Leviticus_14:6;3
Leviticus_14:7;7
Leviticus_14:8;6
Leviticus_14:9;7
Leviticus_14:10;6
Leviticus_14:11;4
Leviticus_14:12;5
Leviticus_14:13;3
Leviticus_14:14;2
Leviticus_14:15;1
Leviticus_14:16;4
Leviticus_14:17;1
Leviticus_14:18;2
Leviticus_14:19;2
Leviticus_14:20;5
Leviticus_14:21;5
Leviticus_14:22;1
Leviticus_14:23;3
Leviticus_14:24;1
Leviticus_14:25;0
Leviticus_14:26;0
Leviticus_14:27;0
Leviticus_14:28;2
Leviticus_14:29;1
Leviticus_14:30;1
Leviticus_14:31;1
Leviticus_14:32;1
Leviticus_14:33;2
Leviticus_14:34;8
Leviticus_14:35;4
Leviticus_14:36;6
Leviticus_14:37;7
Leviticus_14:38;0
Leviticus_14:39;1
Leviticus_14:40;3
Leviticus_14:41;5
Leviticus_14:42;1
Leviticus_14:43;5
Leviticus_14:44;4
Leviticus_14:45;2
Leviticus_14:46;3
Leviticus_14:47;1
Leviticus_14:48;1
Leviticus_14:49;1
Leviticus_14:50;0
Leviticus_14:51;0
Leviticus_14:52;0
Leviticus_14:53;1
Leviticus_14:54;3
Leviticus_14:55;2
Leviticus_14:56;2
Leviticus_14:57;4
Leviticus_15:1;1
Leviticus_15:2;7
Leviticus_15:3;7
Leviticus_15:4;4
Leviticus_15:5;3
Leviticus_15:6;3
Leviticus_15:7;2
Leviticus_15:8;4
Leviticus_15:9;3
Leviticus_15:10;3
Leviticus_15:11;7
Leviticus_15:12;3
Leviticus_15:13;4
Leviticus_15:14;1
Leviticus_15:15;1
Leviticus_15:16;5
Leviticus_15:17;0
Leviticus_15:18;5
Leviticus_15:19;7
Leviticus_15:20;0
Leviticus_15:21;0
Leviticus_15:22;1
Leviticus_15:23;5
Leviticus_15:24;4
Leviticus_15:25;6
Leviticus_15:26;1
Leviticus_15:27;0
Leviticus_15:28;2
Leviticus_15:29;2
Leviticus_15:30;1
Leviticus_15:31;4
Leviticus_15:32;3
Leviticus_15:33;5
Leviticus_16:1;13
Leviticus_16:2;11
Leviticus_16:3;10
Leviticus_16:4;9
Leviticus_16:5;3
Leviticus_16:6;5
Leviticus_16:7;1
Leviticus_16:8;10
Leviticus_16:9;5
Leviticus_16:10;6
Leviticus_16:11;5
Leviticus_16:12;5
Leviticus_16:13;3
Leviticus_16:14;4
Leviticus_16:15;4
Leviticus_16:16;6
Leviticus_16:17;2
Leviticus_16:18;6
Leviticus_16:19;2
Leviticus_16:20;1
Leviticus_16:21;7
Leviticus_16:22;2
Leviticus_16:23;6
Leviticus_16:24;5
Leviticus_16:25;5
Leviticus_16:26;1
Leviticus_16:27;5
Leviticus_16:28;0
Leviticus_16:29;6
Leviticus_16:30;5
Leviticus_16:31;4
Leviticus_16:32;7
Leviticus_16:33;1
Leviticus_16:34;9
Leviticus_17:1;2
Leviticus_17:2;5
Leviticus_17:3;6
Leviticus_17:4;5
Leviticus_17:5;7
Leviticus_17:6;0
Leviticus_17:7;7
Leviticus_17:8;4
Leviticus_17:9;3
Leviticus_17:10;3
Leviticus_17:11;7
Leviticus_17:12;2
Leviticus_17:13;10
Leviticus_17:14;8
Leviticus_17:15;6
Leviticus_17:16;7
Leviticus_18:1;1
Leviticus_18:2;5
Leviticus_18:3;8
Leviticus_18:4;7
Leviticus_18:5;7
Leviticus_18:6;8
Leviticus_18:7;6
Leviticus_18:8;2
Leviticus_18:9;7
Leviticus_18:10;3
Leviticus_18:11;2
Leviticus_18:12;0
Leviticus_18:13;0
Leviticus_18:14;4
Leviticus_18:15;2
Leviticus_18:16;1
Leviticus_18:17;6
Leviticus_18:18;8
Leviticus_18:19;4
Leviticus_18:20;3
Leviticus_18:21;4
Leviticus_18:22;3
Leviticus_18:23;5
Leviticus_18:24;5
Leviticus_18:25;6
Leviticus_18:26;4
Leviticus_18:27;3
Leviticus_18:28;6
Leviticus_18:29;6
Leviticus_18:30;6
Leviticus_19:1;0
Leviticus_19:2;11
Leviticus_19:3;10
Leviticus_19:4;10
Leviticus_19:5;8
Leviticus_19:6;2
Leviticus_19:7;4
Leviticus_19:8;5
Leviticus_19:9;8
Leviticus_19:10;5
Leviticus_19:11;9
Leviticus_19:12;6
Leviticus_19:13;9
Leviticus_19:14;10
Leviticus_19:15;8
Leviticus_19:16;8
Leviticus_19:17;9
Leviticus_19:18;11
Leviticus_19:19;10
Leviticus_19:20;9
Leviticus_19:21;1
Leviticus_19:22;5
Leviticus_19:23;11
Leviticus_19:24;5
Leviticus_19:25;5
Leviticus_19:26;10
Leviticus_19:27;8
Leviticus_19:28;7
Leviticus_19:29;8
Leviticus_19:30;7
Leviticus_19:31;6
Leviticus_19:32;9
Leviticus_19:33;6
Leviticus_19:34;5
Leviticus_19:35;8
Leviticus_19:36;6
Leviticus_19:37;2
Leviticus_20:1;2
Leviticus_20:2;6
Leviticus_20:3;9
Leviticus_20:4;4
Leviticus_20:5;7
Leviticus_20:6;2
Leviticus_20:7;5
Leviticus_20:8;3
Leviticus_20:9;9
Leviticus_20:10;7
Leviticus_20:11;2
Leviticus_20:12;3
Leviticus_20:13;3
Leviticus_20:14;3
Leviticus_20:15;3
Leviticus_20:16;2
Leviticus_20:17;7
Leviticus_20:18;3
Leviticus_20:19;4
Leviticus_20:20;5
Leviticus_20:21;3
Leviticus_20:22;3
Leviticus_20:23;3
Leviticus_20:24;4
Leviticus_20:25;5
Leviticus_20:26;4
Leviticus_20:27;4
Leviticus_21:1;13
Leviticus_21:2;6
Leviticus_21:3;6
Leviticus_21:4;7
Leviticus_21:5;8
Leviticus_21:6;6
Leviticus_21:7;7
Leviticus_21:8;7
Leviticus_21:9;7
Leviticus_21:10;7
Leviticus_21:11;6
Leviticus_21:12;6
Leviticus_21:13;4
Leviticus_21:14;4
Leviticus_21:15;5
Leviticus_21:16;2
Leviticus_21:17;7
Leviticus_21:18;7
Leviticus_21:19;2
Leviticus_21:20;7
Leviticus_21:21;4
Leviticus_21:22;4
Leviticus_21:23;6
Leviticus_21:24;4
Leviticus_22:1;0
Leviticus_22:2;7
Leviticus_22:3;5
Leviticus_22:4;4
Leviticus_22:5;4
Leviticus_22:6;3
Leviticus_22:7;5
Leviticus_22:8;5
Leviticus_22:9;6
Leviticus_22:10;6
Leviticus_22:11;6
Leviticus_22:12;4
Leviticus_22:13;6
Leviticus_22:14;6
Leviticus_22:15;5
Leviticus_22:16;10
Leviticus_22:17;0
Leviticus_22:18;6
Leviticus_22:19;4
Leviticus_22:20;2
Leviticus_22:21;5
Leviticus_22:22;5
Leviticus_22:23;7
Leviticus_22:24;6
Leviticus_22:25;6
Leviticus_22:26;0
Leviticus_22:27;6
Leviticus_22:28;6
Leviticus_22:29;7
Leviticus_22:30;4
Leviticus_22:31;5
Leviticus_22:32;7
Leviticus_22:33;4
Leviticus_23:1;2
Leviticus_23:2;10
Leviticus_23:3;5
Leviticus_23:4;4
Leviticus_23:5;6
Leviticus_23:6;1
Leviticus_23:7;2
Leviticus_23:8;6
Leviticus_23:9;1
Leviticus_23:10;7
Leviticus_23:11;7
Leviticus_23:12;3
Leviticus_23:13;3
Leviticus_23:14;4
Leviticus_23:15;4
Leviticus_23:16;7
Leviticus_23:17;7
Leviticus_23:18;4
Leviticus_23:19;2
Leviticus_23:20;3
Leviticus_23:21;2
Leviticus_23:22;7
Leviticus_23:23;1
Leviticus_23:24;10
Leviticus_23:25;1
Leviticus_23:26;1
Leviticus_23:27;11
Leviticus_23:28;5
Leviticus_23:29;2
Leviticus_23:30;3
Leviticus_23:31;5
Leviticus_23:32;3
Leviticus_23:33;1
Leviticus_23:34;2
Leviticus_23:35;2
Leviticus_23:36;6
Leviticus_23:37;4
Leviticus_23:38;2
Leviticus_23:39;9
Leviticus_23:40;9
Leviticus_23:41;1
Leviticus_23:42;7
Leviticus_23:43;7
Leviticus_23:44;3
Leviticus_24:1;1
Leviticus_24:2;7
Leviticus_24:3;5
Leviticus_24:4;2
Leviticus_24:5;4
Leviticus_24:6;5
Leviticus_24:7;2
Leviticus_24:8;1
Leviticus_24:9;4
Leviticus_24:10;12
Leviticus_24:11;7
Leviticus_24:12;6
Leviticus_24:13;0
Leviticus_24:14;6
Leviticus_24:15;6
Leviticus_24:16;8
Leviticus_24:17;4
Leviticus_24:18;4
Leviticus_24:19;2
Leviticus_24:20;4
Leviticus_24:21;5
Leviticus_24:22;4
Leviticus_24:23;7
Leviticus_25:1;12
Leviticus_25:2;10
Leviticus_25:3;7
Leviticus_25:4;6
Leviticus_25:5;7
Leviticus_25:6;6
Leviticus_25:7;6
Leviticus_25:8;6
Leviticus_25:9;7
Leviticus_25:10;8
Leviticus_25:11;8
Leviticus_25:12;7
Leviticus_25:13;6
Leviticus_25:14;9
Leviticus_25:15;5
Leviticus_25:16;7
Leviticus_25:17;7
Leviticus_25:18;6
Leviticus_25:19;5
Leviticus_25:20;8
Leviticus_25:21;5
Leviticus_25:22;6
Leviticus_25:23;8
Leviticus_25:24;8
Leviticus_25:25;8
Leviticus_25:26;4
Leviticus_25:27;7
Leviticus_25:28;6
Leviticus_25:29;8
Leviticus_25:30;4
Leviticus_25:31;3
Leviticus_25:32;3
Leviticus_25:33;7
Leviticus_25:34;5
Leviticus_25:35;9
Leviticus_25:36;7
Leviticus_25:37;2
Leviticus_25:38;5
Leviticus_25:39;5
Leviticus_25:40;6
Leviticus_25:41;4
Leviticus_25:42;4
Leviticus_25:43;3
Leviticus_25:44;3
Leviticus_25:45;5
Leviticus_25:46;4
Leviticus_25:47;7
Leviticus_25:48;7
Leviticus_25:49;4
Leviticus_25:50;6
Leviticus_25:51;5
Leviticus_25:52;2
Leviticus_25:53;6
Leviticus_25:54;4
Leviticus_25:55;6
Leviticus_26:1;10
Leviticus_26:2;7
Leviticus_26:3;10
Leviticus_26:4;6
Leviticus_26:5;6
Leviticus_26:6;7
Leviticus_26:7;5
Leviticus_26:8;7
Leviticus_26:9;9
Leviticus_26:10;7
Leviticus_26:11;8
Leviticus_26:12;7
Leviticus_26:13;7
Leviticus_26:14;7
Leviticus_26:15;7
Leviticus_26:16;9
Leviticus_26:17;6
Leviticus_26:18;8
Leviticus_26:19;10
Leviticus_26:20;6
Leviticus_26:21;8
Leviticus_26:22;5
Leviticus_26:23;3
Leviticus_26:24;3
Leviticus_26:25;7
Leviticus_26:26;6
Leviticus_26:27;2
Leviticus_26:28;3
Leviticus_26:29;3
Leviticus_26:30;8
Leviticus_26:31;5
Leviticus_26:32;6
Leviticus_26:33;7
Leviticus_26:34;6
Leviticus_26:35;5
Leviticus_26:36;8
Leviticus_26:37;5
Leviticus_26:38;4
Leviticus_26:39;6
Leviticus_26:40;6
Leviticus_26:41;9
Leviticus_26:42;10
Leviticus_26:43;11
Leviticus_26:44;4
Leviticus_26:45;7
Leviticus_26:46;5
Leviticus_27:1;2
Leviticus_27:2;8
Leviticus_27:3;5
Leviticus_27:4;1
Leviticus_27:5;1
Leviticus_27:6;0
Leviticus_27:7;3
Leviticus_27:8;3
Leviticus_27:9;4
Leviticus_27:10;4
Leviticus_27:11;4
Leviticus_27:12;4
Leviticus_27:13;2
Leviticus_27:14;2
Leviticus_27:15;2
Leviticus_27:16;3
Leviticus_27:17;4
Leviticus_27:18;4
Leviticus_27:19;3
Leviticus_27:20;5
Leviticus_27:21;6
Leviticus_27:22;2
Leviticus_27:23;2
Leviticus_27:24;2
Leviticus_27:25;3
Leviticus_27:26;6
Leviticus_27:27;7
Leviticus_27:28;4
Leviticus_27:29;8
Leviticus_27:30;5
Leviticus_27:31;2
Leviticus_27:32;4
Leviticus_27:33;3
Leviticus_27:34;5
Numbers_1:1;10
Numbers_1:2;11
Numbers_1:3;9
Numbers_1:4;7
Numbers_1:5;1
Numbers_1:6;0
Numbers_1:7;0
Numbers_1:8;0
Numbers_1:9;0
Numbers_1:10;1
Numbers_1:11;0
Numbers_1:12;0
Numbers_1:13;0
Numbers_1:14;1
Numbers_1:15;0
Numbers_1:16;5
Numbers_1:17;4
Numbers_1:18;7
Numbers_1:19;4
Numbers_1:20;4
Numbers_1:21;0
Numbers_1:22;3
Numbers_1:23;0
Numbers_1:24;0
Numbers_1:25;0
Numbers_1:26;0
Numbers_1:27;0
Numbers_1:28;0
Numbers_1:29;0
Numbers_1:30;0
Numbers_1:31;0
Numbers_1:32;2
Numbers_1:33;0
Numbers_1:34;0
Numbers_1:35;0
Numbers_1:36;0
Numbers_1:37;0
Numbers_1:38;0
Numbers_1:39;0
Numbers_1:40;0
Numbers_1:41;0
Numbers_1:42;3
Numbers_1:43;0
Numbers_1:44;1
Numbers_1:45;4
Numbers_1:46;2
Numbers_1:47;8
Numbers_1:48;0
Numbers_1:49;8
Numbers_1:50;6
Numbers_1:51;4
Numbers_1:52;4
Numbers_1:53;6
Numbers_1:54;1
Numbers_2:1;2
Numbers_2:2;8
Numbers_2:3;5
Numbers_2:4;3
Numbers_2:5;1
Numbers_2:6;1
Numbers_2:7;1
Numbers_2:8;0
Numbers_2:9;3
Numbers_2:10;1
Numbers_2:11;0
Numbers_2:12;1
Numbers_2:13;0
Numbers_2:14;1
Numbers_2:15;0
Numbers_2:16;1
Numbers_2:17;7
Numbers_2:18;1
Numbers_2:19;0
Numbers_2:20;3
Numbers_2:21;0
Numbers_2:22;0
Numbers_2:23;0
Numbers_2:24;0
Numbers_2:25;0
Numbers_2:26;0
Numbers_2:27;0
Numbers_2:28;0
Numbers_2:29;0
Numbers_2:30;0
Numbers_2:31;2
Numbers_2:32;1
Numbers_2:33;4
Numbers_2:34;1
Numbers_3:1;12
Numbers_3:2;2
Numbers_3:3;4
Numbers_3:4;8
Numbers_3:5;1
Numbers_3:6;5
Numbers_3:7;4
Numbers_3:8;4
Numbers_3:9;7
Numbers_3:10;6
Numbers_3:11;0
Numbers_3:12;4
Numbers_3:13;5
Numbers_3:14;2
Numbers_3:15;6
Numbers_3:16;2
Numbers_3:17;2
Numbers_3:18;0
Numbers_3:19;0
Numbers_3:20;0
Numbers_3:21;3
Numbers_3:22;1
Numbers_3:23;2
Numbers_3:24;1
Numbers_3:25;3
Numbers_3:26;4
Numbers_3:27;1
Numbers_3:28;2
Numbers_3:29;3
Numbers_3:30;0
Numbers_3:31;3
Numbers_3:32;5
Numbers_3:33;0
Numbers_3:34;0
Numbers_3:35;2
Numbers_3:36;0
Numbers_3:37;1
Numbers_3:38;6
Numbers_3:39;7
Numbers_3:40;4
Numbers_3:41;3
Numbers_3:42;1
Numbers_3:43;0
Numbers_3:44;0
Numbers_3:45;6
Numbers_3:46;3
Numbers_3:47;3
