Talmud		Rambam		SMG		ShuA		Tur		Talmud	Rambam	SMG	ShuA	Tur	Comments					
12b.64		שבת	21.14	לאוין	65	א"ח	319.7	א"ח	319	http://www.sefaria.org/Beitzah.12b.64	sefaria.org/Mishneh_Torah,_Sabbath.21.14	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.65	sefaria.org/Shulchan_Arukh,_Orach_Chayim.319.7	sefaria.org/Tur,_Orach_Chaim.319		Beitzah.12b.64	Mishneh_Torah,_Sabbath.21.14	Sefer_Mitzvot_Gadol,_Volume_One.65	Shulchan_Arukh,_Orach_Chayim.319.7	Tur,_Orach_Chaim.319
12b.64		שבת	21.17	לאוין	75				0	http://www.sefaria.org/Beitzah.12b.64	sefaria.org/Mishneh_Torah,_Sabbath.21.17	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.75				Beitzah.12b.64	Mishneh_Torah,_Sabbath.21.17	Sefer_Mitzvot_Gadol,_Volume_One.75		
12b.64		שביתת יום טוב	3.15	לאוין	75	א"ח	510.1	א"ח	510	http://www.sefaria.org/Beitzah.12b.64	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.3.15	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.75	sefaria.org/Shulchan_Arukh,_Orach_Chayim.510.1	sefaria.org/Tur,_Orach_Chaim.510		Beitzah.12b.64	Mishneh_Torah,_Rest_on_a_Holiday.3.15	Sefer_Mitzvot_Gadol,_Volume_One.75	Shulchan_Arukh,_Orach_Chayim.510.1	Tur,_Orach_Chaim.510
12b.66		שביתת יום טוב	3.15			א"ח	510.1	א"ח	510	http://www.sefaria.org/Beitzah.12b.66	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.3.15		sefaria.org/Shulchan_Arukh,_Orach_Chayim.510.1	sefaria.org/Tur,_Orach_Chaim.510		Beitzah.12b.66	Mishneh_Torah,_Rest_on_a_Holiday.3.15		Shulchan_Arukh,_Orach_Chayim.510.1	Tur,_Orach_Chaim.510
13a.3		מעשר שני ונטע רבעי	3.5						0	http://www.sefaria.org/Beitzah.13a.3	sefaria.org/Mishneh_Torah,_Second_Tithes_and_Fourth_Year's_Fruit.3.5					Beitzah.13a.3	Mishneh_Torah,_Second_Tithes_and_Fourth_Year's_Fruit.3.5			
13a.3		תרומות	5.5						0	http://www.sefaria.org/Beitzah.13a.3	sefaria.org/Mishneh_Torah,_Heave_Offerings.5.5					Beitzah.13a.3	Mishneh_Torah,_Heave_Offerings.5.5			
13a.9		תרומות	3.14	עשין	134			י"ד	331	http://www.sefaria.org/Beitzah.13a.9	sefaria.org/Mishneh_Torah,_Heave_Offerings.3.14	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.134		sefaria.org/Tur,_Yoreh_Deah.331		Beitzah.13a.9	Mishneh_Torah,_Heave_Offerings.3.14	Sefer_Mitzvot_Gadol,_Volume_Two.134		Tur,_Yoreh_Deah.331
13a.17		מעשר שני ונטע רבעי	3.5						0	http://www.sefaria.org/Beitzah.13a.17	sefaria.org/Mishneh_Torah,_Second_Tithes_and_Fourth_Year's_Fruit.3.5					Beitzah.13a.17	Mishneh_Torah,_Second_Tithes_and_Fourth_Year's_Fruit.3.5			
13a.21		תרומות	3.14	עשין	134			י"ד	331	http://www.sefaria.org/Beitzah.13a.21	sefaria.org/Mishneh_Torah,_Heave_Offerings.3.14	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.134		sefaria.org/Tur,_Yoreh_Deah.331		Beitzah.13a.21	Mishneh_Torah,_Heave_Offerings.3.14	Sefer_Mitzvot_Gadol,_Volume_Two.134		Tur,_Yoreh_Deah.331
13a.23		מעשרות	3.19			י"ד	331.110	י"ד	331	http://www.sefaria.org/Beitzah.13a.23	sefaria.org/Mishneh_Torah,_Tithes.3.19		sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.331.110	sefaria.org/Tur,_Yoreh_Deah.331		Beitzah.13a.23	Mishneh_Torah,_Tithes.3.19		Shulchan_Arukh,_Yoreh_De'ah.331.110	Tur,_Yoreh_Deah.331
13a.23						י"ד	331.130	י"ד	331	http://www.sefaria.org/Beitzah.13a.23			sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.331.130	sefaria.org/Tur,_Yoreh_Deah.331		Beitzah.13a.23			Shulchan_Arukh,_Yoreh_De'ah.331.130	Tur,_Yoreh_Deah.331
13a.28		תרומות	3.14	עשין	134			י"ד	331	http://www.sefaria.org/Beitzah.13a.28	sefaria.org/Mishneh_Torah,_Heave_Offerings.3.14	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.134		sefaria.org/Tur,_Yoreh_Deah.331		Beitzah.13a.28	Mishneh_Torah,_Heave_Offerings.3.14	Sefer_Mitzvot_Gadol,_Volume_Two.134		Tur,_Yoreh_Deah.331
13b.7		תרומות	3.4						0	http://www.sefaria.org/Beitzah.13b.7	sefaria.org/Mishneh_Torah,_Heave_Offerings.3.4					Beitzah.13b.7	Mishneh_Torah,_Heave_Offerings.3.4			
13b.14		תרומות	3.13						0	http://www.sefaria.org/Beitzah.13b.14	sefaria.org/Mishneh_Torah,_Heave_Offerings.3.13					Beitzah.13b.14	Mishneh_Torah,_Heave_Offerings.3.13			
13b.22		מעשרות	3.19			י"ד	331.87	י"ד	331	http://www.sefaria.org/Beitzah.13b.22	sefaria.org/Mishneh_Torah,_Tithes.3.19		sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.331.87	sefaria.org/Tur,_Yoreh_Deah.331		Beitzah.13b.22	Mishneh_Torah,_Tithes.3.19		Shulchan_Arukh,_Yoreh_De'ah.331.87	Tur,_Yoreh_Deah.331
13b.28		מעשרות	3.19			י"ד	331.87	י"ד	331	http://www.sefaria.org/Beitzah.13b.28	sefaria.org/Mishneh_Torah,_Tithes.3.19		sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.331.87	sefaria.org/Tur,_Yoreh_Deah.331		Beitzah.13b.28	Mishneh_Torah,_Tithes.3.19		Shulchan_Arukh,_Yoreh_De'ah.331.87	Tur,_Yoreh_Deah.331
13b.30		שבת	21.17			א"ח	319.6	א"ח	319	http://www.sefaria.org/Beitzah.13b.30	sefaria.org/Mishneh_Torah,_Sabbath.21.17		sefaria.org/Shulchan_Arukh,_Orach_Chayim.319.6	sefaria.org/Tur,_Orach_Chaim.319		Beitzah.13b.30	Mishneh_Torah,_Sabbath.21.17		Shulchan_Arukh,_Orach_Chayim.319.6	Tur,_Orach_Chaim.319
13b.36		מעשרות	3.8						0	http://www.sefaria.org/Beitzah.13b.36	sefaria.org/Mishneh_Torah,_Tithes.3.8					Beitzah.13b.36	Mishneh_Torah,_Tithes.3.8			
13b.39		מעשרות	3.12						0	http://www.sefaria.org/Beitzah.13b.39	sefaria.org/Mishneh_Torah,_Tithes.3.12					Beitzah.13b.39	Mishneh_Torah,_Tithes.3.12			
13b.40		שבת	8.6						0	http://www.sefaria.org/Beitzah.13b.40	sefaria.org/Mishneh_Torah,_Sabbath.8.6					Beitzah.13b.40	Mishneh_Torah,_Sabbath.8.6			
13b.41		שבת	1.8						0	http://www.sefaria.org/Beitzah.13b.41	sefaria.org/Mishneh_Torah,_Sabbath.1.8					Beitzah.13b.41	Mishneh_Torah,_Sabbath.1.8			
13b.48		שבת	21.17			א"ח	319.6	א"ח	319	http://www.sefaria.org/Beitzah.13b.48	sefaria.org/Mishneh_Torah,_Sabbath.21.17		sefaria.org/Shulchan_Arukh,_Orach_Chayim.319.6	sefaria.org/Tur,_Orach_Chaim.319		Beitzah.13b.48	Mishneh_Torah,_Sabbath.21.17		Shulchan_Arukh,_Orach_Chayim.319.6	Tur,_Orach_Chaim.319
14a.5		שביתת יום טוב	3.15	לאוין	75	א"ח	510.1	א"ח	510	http://www.sefaria.org/Beitzah.14a.5	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.3.15	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.75	sefaria.org/Shulchan_Arukh,_Orach_Chayim.510.1	sefaria.org/Tur,_Orach_Chaim.510		Beitzah.14a.5	Mishneh_Torah,_Rest_on_a_Holiday.3.15	Sefer_Mitzvot_Gadol,_Volume_One.75	Shulchan_Arukh,_Orach_Chayim.510.1	Tur,_Orach_Chaim.510
14a.9		שביתת יום טוב	3.12	לאוין	75	א"ח	504.1	א"ח	504	http://www.sefaria.org/Beitzah.14a.9	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.3.12	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.75	sefaria.org/Shulchan_Arukh,_Orach_Chayim.504.1	sefaria.org/Tur,_Orach_Chaim.504		Beitzah.14a.9	Mishneh_Torah,_Rest_on_a_Holiday.3.12	Sefer_Mitzvot_Gadol,_Volume_One.75	Shulchan_Arukh,_Orach_Chayim.504.1	Tur,_Orach_Chaim.504
14a.15		שביתת יום טוב	3.12	לאוין	75	א"ח	504.1	א"ח	504	http://www.sefaria.org/Beitzah.14a.15	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.3.12	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.75	sefaria.org/Shulchan_Arukh,_Orach_Chayim.504.1	sefaria.org/Tur,_Orach_Chaim.504		Beitzah.14a.15	Mishneh_Torah,_Rest_on_a_Holiday.3.12	Sefer_Mitzvot_Gadol,_Volume_One.75	Shulchan_Arukh,_Orach_Chayim.504.1	Tur,_Orach_Chaim.504
14a.32		שביתת יום טוב	3.12	לאוין	75	א"ח	504.1	א"ח	504	http://www.sefaria.org/Beitzah.14a.32	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.3.12	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.75	sefaria.org/Shulchan_Arukh,_Orach_Chayim.504.1	sefaria.org/Tur,_Orach_Chaim.504		Beitzah.14a.32	Mishneh_Torah,_Rest_on_a_Holiday.3.12	Sefer_Mitzvot_Gadol,_Volume_One.75	Shulchan_Arukh,_Orach_Chayim.504.1	Tur,_Orach_Chaim.504
14b.2		שביתת יום טוב	3.13	לאוין	75	א"ח	504.3	א"ח	504	http://www.sefaria.org/Beitzah.14b.2	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.3.13	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.75	sefaria.org/Shulchan_Arukh,_Orach_Chayim.504.3	sefaria.org/Tur,_Orach_Chaim.504		Beitzah.14b.2	Mishneh_Torah,_Rest_on_a_Holiday.3.13	Sefer_Mitzvot_Gadol,_Volume_One.75	Shulchan_Arukh,_Orach_Chayim.504.3	Tur,_Orach_Chaim.504
14b.13		שביתת יום טוב	3.15			א"ח	510.2	א"ח	510	http://www.sefaria.org/Beitzah.14b.13	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.3.15		sefaria.org/Shulchan_Arukh,_Orach_Chayim.510.2	sefaria.org/Tur,_Orach_Chaim.510		Beitzah.14b.13	Mishneh_Torah,_Rest_on_a_Holiday.3.15		Shulchan_Arukh,_Orach_Chayim.510.2	Tur,_Orach_Chaim.510
14b.13		שביתת יום טוב	3.16						0	http://www.sefaria.org/Beitzah.14b.13	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.3.16					Beitzah.14b.13	Mishneh_Torah,_Rest_on_a_Holiday.3.16			
14b.17		שביתת יום טוב	3.15			א"ח	510.2	א"ח	510	http://www.sefaria.org/Beitzah.14b.17	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.3.15		sefaria.org/Shulchan_Arukh,_Orach_Chayim.510.2	sefaria.org/Tur,_Orach_Chaim.510		Beitzah.14b.17	Mishneh_Torah,_Rest_on_a_Holiday.3.15		Shulchan_Arukh,_Orach_Chayim.510.2	Tur,_Orach_Chaim.510
14b.17		שביתת יום טוב	3.16						0	http://www.sefaria.org/Beitzah.14b.17	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.3.16					Beitzah.14b.17	Mishneh_Torah,_Rest_on_a_Holiday.3.16			
14b.28		שביתת יום טוב	5.7	לאוין	75	א"ח	516.1	א"ח	516	http://www.sefaria.org/Beitzah.14b.28	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.5.7	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.75	sefaria.org/Shulchan_Arukh,_Orach_Chayim.516.1	sefaria.org/Tur,_Orach_Chaim.516		Beitzah.14b.28	Mishneh_Torah,_Rest_on_a_Holiday.5.7	Sefer_Mitzvot_Gadol,_Volume_One.75	Shulchan_Arukh,_Orach_Chayim.516.1	Tur,_Orach_Chaim.516
14b.32		שביתת יום טוב	5.8			א"ח	516.2	א"ח	516	http://www.sefaria.org/Beitzah.14b.32	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.5.8		sefaria.org/Shulchan_Arukh,_Orach_Chayim.516.2	sefaria.org/Tur,_Orach_Chaim.516		Beitzah.14b.32	Mishneh_Torah,_Rest_on_a_Holiday.5.8		Shulchan_Arukh,_Orach_Chayim.516.2	Tur,_Orach_Chaim.516
14b.34		שביתת יום טוב	5.8			א"ח	516.2	א"ח	516	http://www.sefaria.org/Beitzah.14b.34	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.5.8		sefaria.org/Shulchan_Arukh,_Orach_Chayim.516.2	sefaria.org/Tur,_Orach_Chaim.516		Beitzah.14b.34	Mishneh_Torah,_Rest_on_a_Holiday.5.8		Shulchan_Arukh,_Orach_Chayim.516.2	Tur,_Orach_Chaim.516
14b.36		שביתת יום טוב	5.8			א"ח	516.2	א"ח	516	http://www.sefaria.org/Beitzah.14b.34	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.5.8		sefaria.org/Shulchan_Arukh,_Orach_Chayim.516.2	sefaria.org/Tur,_Orach_Chaim.516		Beitzah.14b.34	Mishneh_Torah,_Rest_on_a_Holiday.5.8		Shulchan_Arukh,_Orach_Chayim.516.2	Tur,_Orach_Chaim.516
14b.41						א"ח	516.3	א"ח	516	http://www.sefaria.org/Beitzah.14b.41			sefaria.org/Shulchan_Arukh,_Orach_Chayim.516.3	sefaria.org/Tur,_Orach_Chaim.516		Beitzah.14b.41			Shulchan_Arukh,_Orach_Chayim.516.3	Tur,_Orach_Chaim.516
14b.44		שביתת יום טוב	5.6						0	http://www.sefaria.org/Beitzah.14b.44	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.5.6					Beitzah.14b.44	Mishneh_Torah,_Rest_on_a_Holiday.5.6			
14b.49		כלאים	10.12	לאוין	283	י"ד	301.1	י"ד	301	http://www.sefaria.org/Beitzah.14b.49	sefaria.org/Mishneh_Torah,_Diverse_Species.10.12	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.283	sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.301.1	sefaria.org/Tur,_Yoreh_Deah.301		Beitzah.14b.49	Mishneh_Torah,_Diverse_Species.10.12	Sefer_Mitzvot_Gadol,_Volume_One.283	Shulchan_Arukh,_Yoreh_De'ah.301.1	Tur,_Yoreh_Deah.301
14b.54		כלאים	10.12	לאוין	283	י"ד	301.1	י"ד	301	http://www.sefaria.org/Beitzah.14b.54	sefaria.org/Mishneh_Torah,_Diverse_Species.10.12	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.283	sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.301.1	sefaria.org/Tur,_Yoreh_Deah.301		Beitzah.14b.54	Mishneh_Torah,_Diverse_Species.10.12	Sefer_Mitzvot_Gadol,_Volume_One.283	Shulchan_Arukh,_Yoreh_De'ah.301.1	Tur,_Yoreh_Deah.301
14b.55		כלאים	10.14						0	http://www.sefaria.org/Beitzah.14b.55	sefaria.org/Mishneh_Torah,_Diverse_Species.10.14					Beitzah.14b.55	Mishneh_Torah,_Diverse_Species.10.14			
15a.1		כלאים	10.13	לאוין	283				0	http://www.sefaria.org/Beitzah.15a.1	sefaria.org/Mishneh_Torah,_Diverse_Species.10.13	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.283				Beitzah.15a.1	Mishneh_Torah,_Diverse_Species.10.13	Sefer_Mitzvot_Gadol,_Volume_One.283		
15a.4		כלאים	10.15						0	http://www.sefaria.org/Beitzah.15a.4	sefaria.org/Mishneh_Torah,_Diverse_Species.10.15					Beitzah.15a.4	Mishneh_Torah,_Diverse_Species.10.15			
15a.7		כלאים	10.19	לאוין	283				0	http://www.sefaria.org/Beitzah.15a.7	sefaria.org/Mishneh_Torah,_Diverse_Species.10.19	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.283				Beitzah.15a.7	Mishneh_Torah,_Diverse_Species.10.19	Sefer_Mitzvot_Gadol,_Volume_One.283		
15a.12		שבת	19.2						0	http://www.sefaria.org/Beitzah.15a.12	sefaria.org/Mishneh_Torah,_Sabbath.19.2					Beitzah.15a.12	Mishneh_Torah,_Sabbath.19.2			
15a.24		שביתת יום טוב	5.6	לאוין	75				0	http://www.sefaria.org/Beitzah.15a.24	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.5.6	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.75				Beitzah.15a.24	Mishneh_Torah,_Rest_on_a_Holiday.5.6	Sefer_Mitzvot_Gadol,_Volume_One.75		
15a.29		שביתת יום טוב	5.6	לאוין	75				0	http://www.sefaria.org/Beitzah.15a.29	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.5.6	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.75				Beitzah.15a.29	Mishneh_Torah,_Rest_on_a_Holiday.5.6	Sefer_Mitzvot_Gadol,_Volume_One.75		
15a.32		שבת	19.26	לאוין	65				0	http://www.sefaria.org/Beitzah.15a.32	sefaria.org/Mishneh_Torah,_Sabbath.19.26	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.65				Beitzah.15a.32	Mishneh_Torah,_Sabbath.19.26	Sefer_Mitzvot_Gadol,_Volume_One.65		
15a.32		תפילין ומזוזה וספר תורה	4.12						0	http://www.sefaria.org/Beitzah.15a.32	sefaria.org/Mishneh_Torah,_Tefillin,_Mezuzah_and_the_Torah_Scroll.4.12					Beitzah.15a.32	Mishneh_Torah,_Tefillin,_Mezuzah_and_the_Torah_Scroll.4.12			
15a.37		שבת	19.26	לאוין	65				0	http://www.sefaria.org/Beitzah.15a.37	sefaria.org/Mishneh_Torah,_Sabbath.19.26	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.65				Beitzah.15a.37	Mishneh_Torah,_Sabbath.19.26	Sefer_Mitzvot_Gadol,_Volume_One.65		
15a.37		תפילין ומזוזה וספר תורה	4.12						0	http://www.sefaria.org/Beitzah.15a.37	sefaria.org/Mishneh_Torah,_Tefillin,_Mezuzah_and_the_Torah_Scroll.4.12					Beitzah.15a.37	Mishneh_Torah,_Tefillin,_Mezuzah_and_the_Torah_Scroll.4.12			
15a.41		שבת	19.23	לאוין	65				0	http://www.sefaria.org/Beitzah.15a.41	sefaria.org/Mishneh_Torah,_Sabbath.19.23	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.65				Beitzah.15a.41	Mishneh_Torah,_Sabbath.19.23	Sefer_Mitzvot_Gadol,_Volume_One.65		
15b.1		שביתת יום טוב	6.1	לאוין	75	א"ח	527.1	א"ח	527	http://www.sefaria.org/Beitzah.15b.1	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.6.1	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.75	sefaria.org/Shulchan_Arukh,_Orach_Chayim.527.1	sefaria.org/Tur,_Orach_Chaim.527		Beitzah.15b.1	Mishneh_Torah,_Rest_on_a_Holiday.6.1	Sefer_Mitzvot_Gadol,_Volume_One.75	Shulchan_Arukh,_Orach_Chayim.527.1	Tur,_Orach_Chaim.527
15b.4		שביתת יום טוב	6.3			א"ח	527.2	א"ח	527	http://www.sefaria.org/Beitzah.15b.4	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.6.3		sefaria.org/Shulchan_Arukh,_Orach_Chayim.527.2	sefaria.org/Tur,_Orach_Chaim.527		Beitzah.15b.4	Mishneh_Torah,_Rest_on_a_Holiday.6.3		Shulchan_Arukh,_Orach_Chayim.527.2	Tur,_Orach_Chaim.527
15b.5		שביתת יום טוב	6.5			א"ח	527.15	א"ח	527	http://www.sefaria.org/Beitzah.15b.5	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.6.5		sefaria.org/Shulchan_Arukh,_Orach_Chayim.527.15	sefaria.org/Tur,_Orach_Chaim.527		Beitzah.15b.5	Mishneh_Torah,_Rest_on_a_Holiday.6.5		Shulchan_Arukh,_Orach_Chayim.527.15	Tur,_Orach_Chaim.527
15b.13		שביתת יום טוב	6.1						0	http://www.sefaria.org/Beitzah.15b.13	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.6.1					Beitzah.15b.13	Mishneh_Torah,_Rest_on_a_Holiday.6.1			
15b.14		שביתת יום טוב	1.9						0	http://www.sefaria.org/Beitzah.15b.14	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.1.9					Beitzah.15b.14	Mishneh_Torah,_Rest_on_a_Holiday.1.9			
15b.52		שביתת יום טוב	6.19	לאוין	75	א"ח	529.1	א"ח	529	http://www.sefaria.org/Beitzah.15b.52	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.6.19	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.75	sefaria.org/Shulchan_Arukh,_Orach_Chayim.529.1	sefaria.org/Tur,_Orach_Chaim.529		Beitzah.15b.52	Mishneh_Torah,_Rest_on_a_Holiday.6.19	Sefer_Mitzvot_Gadol,_Volume_One.75	Shulchan_Arukh,_Orach_Chayim.529.1	Tur,_Orach_Chaim.529
15b.63						א"ח	529.7	א"ח	529	http://www.sefaria.org/Beitzah.15b.63			sefaria.org/Shulchan_Arukh,_Orach_Chayim.529.7	sefaria.org/Tur,_Orach_Chaim.529		Beitzah.15b.63			Shulchan_Arukh,_Orach_Chayim.529.7	Tur,_Orach_Chaim.529
16a.1								א"ח	419	http://www.sefaria.org/Beitzah.16a.1				sefaria.org/Tur,_Orach_Chaim.419		Beitzah.16a.1				Tur,_Orach_Chaim.419
16a.57		שביתת יום טוב	6.3	לאוין	75	א"ח	527.4	א"ח	527	http://www.sefaria.org/Beitzah.16a.57	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.6.3	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.75	sefaria.org/Shulchan_Arukh,_Orach_Chayim.527.4	sefaria.org/Tur,_Orach_Chaim.527		Beitzah.16a.57	Mishneh_Torah,_Rest_on_a_Holiday.6.3	Sefer_Mitzvot_Gadol,_Volume_One.75	Shulchan_Arukh,_Orach_Chayim.527.4	Tur,_Orach_Chaim.527
16a.61		שביתת יום טוב	6.3	לאוין	75	א"ח	527.4	א"ח	527	http://www.sefaria.org/Beitzah.16a.61	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.6.3	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.75	sefaria.org/Shulchan_Arukh,_Orach_Chayim.527.4	sefaria.org/Tur,_Orach_Chaim.527		Beitzah.16a.61	Mishneh_Torah,_Rest_on_a_Holiday.6.3	Sefer_Mitzvot_Gadol,_Volume_One.75	Shulchan_Arukh,_Orach_Chayim.527.4	Tur,_Orach_Chaim.527
16a.65		שביתת יום טוב	6.3			א"ח	527.5	א"ח	527	http://www.sefaria.org/Beitzah.16a.65	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.6.3		sefaria.org/Shulchan_Arukh,_Orach_Chayim.527.5	sefaria.org/Tur,_Orach_Chaim.527		Beitzah.16a.65	Mishneh_Torah,_Rest_on_a_Holiday.6.3		Shulchan_Arukh,_Orach_Chayim.527.5	Tur,_Orach_Chaim.527
16a.65		שביתת יום טוב	6.3			א"ח	527.6	א"ח	527	http://www.sefaria.org/Beitzah.16a.65	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.6.3		sefaria.org/Shulchan_Arukh,_Orach_Chayim.527.6	sefaria.org/Tur,_Orach_Chaim.527		Beitzah.16a.65	Mishneh_Torah,_Rest_on_a_Holiday.6.3		Shulchan_Arukh,_Orach_Chayim.527.6	Tur,_Orach_Chaim.527
16a.68		שביתת יום טוב	6.3			א"ח	527.5	א"ח	527	http://www.sefaria.org/Beitzah.16a.68	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.6.3		sefaria.org/Shulchan_Arukh,_Orach_Chayim.527.5	sefaria.org/Tur,_Orach_Chaim.527		Beitzah.16a.68	Mishneh_Torah,_Rest_on_a_Holiday.6.3		Shulchan_Arukh,_Orach_Chayim.527.5	Tur,_Orach_Chaim.527
16a.68		שביתת יום טוב	6.3			א"ח	527.6	א"ח	527	http://www.sefaria.org/Beitzah.16a.68	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.6.3		sefaria.org/Shulchan_Arukh,_Orach_Chayim.527.6	sefaria.org/Tur,_Orach_Chaim.527		Beitzah.16a.68	Mishneh_Torah,_Rest_on_a_Holiday.6.3		Shulchan_Arukh,_Orach_Chayim.527.6	Tur,_Orach_Chaim.527
16a.71		מאכלות אסורות	17.16	לאוין	145	י"ד	113.12	י"ד	113	http://www.sefaria.org/Beitzah.16a.71	sefaria.org/Mishneh_Torah,_Forbidden_Foods.17.16	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.145	sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.113.12	sefaria.org/Tur,_Yoreh_Deah.113		Beitzah.16a.71	Mishneh_Torah,_Forbidden_Foods.17.16	Sefer_Mitzvot_Gadol,_Volume_One.145	Shulchan_Arukh,_Yoreh_De'ah.113.12	Tur,_Yoreh_Deah.113
16a.73		שביתת יום טוב	6.4	לאוין	75	א"ח	527.5	א"ח	527	http://www.sefaria.org/Beitzah.16a.73	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.6.4	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.75	sefaria.org/Shulchan_Arukh,_Orach_Chayim.527.5	sefaria.org/Tur,_Orach_Chaim.527		Beitzah.16a.73	Mishneh_Torah,_Rest_on_a_Holiday.6.4	Sefer_Mitzvot_Gadol,_Volume_One.75	Shulchan_Arukh,_Orach_Chayim.527.5	Tur,_Orach_Chaim.527
16b.4		שביתת יום טוב	6.3	לאוין	75	א"ח	527.3	א"ח	527	http://www.sefaria.org/Beitzah.16b.4	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.6.3	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.75	sefaria.org/Shulchan_Arukh,_Orach_Chayim.527.3	sefaria.org/Tur,_Orach_Chaim.527		Beitzah.16b.4	Mishneh_Torah,_Rest_on_a_Holiday.6.3	Sefer_Mitzvot_Gadol,_Volume_One.75	Shulchan_Arukh,_Orach_Chayim.527.3	Tur,_Orach_Chaim.527
16b.9		שביתת יום טוב	6.3	לאוין	75	א"ח	527.3	א"ח	527	http://www.sefaria.org/Beitzah.16b.9	sefaria.org/Mishneh_Torah,_Rest_on_a_Holiday.6.3	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.75	sefaria.org/Shulchan_Arukh,_Orach_Chayim.527.3	sefaria.org/Tur,_Orach_Chaim.527		Beitzah.16b.9	Mishneh_Torah,_Rest_on_a_Holiday.6.3	Sefer_Mitzvot_Gadol,_Volume_One.75	Shulchan_Arukh,_Orach_Chayim.527.3	Tur,_Orach_Chaim.527
