Megillah		Rambam		SMG		ShuA		Tur		Talmud	Rambam	SMG	ShuA	Tur	Comments					
daf.line	EM #	Book	chapter.halacha	Volume	mitzvah	Volume	siman.seif	Volume	siman.seif											
31a.18		תפילה וברכת כהנים	13.9			א"ח	494.1	א"ח	494	http://www.sefaria.org/Megillah.31a.18	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.9		sefaria.org/Shulchan_Arukh,_Orach_Chayim.494.1	sefaria.org/Tur,_Orach_Chaim.494		Megillah.31a.18	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.9		Shulchan_Arukh,_Orach_Chayim.494.1	Tur,_Orach_Chaim.494
31a.18						א"ח	494.2	א"ח	494	http://www.sefaria.org/Megillah.31a.18			sefaria.org/Shulchan_Arukh,_Orach_Chayim.494.2	sefaria.org/Tur,_Orach_Chaim.494		Megillah.31a.18			Shulchan_Arukh,_Orach_Chayim.494.2	Tur,_Orach_Chaim.494
31a.20		תפילה וברכת כהנים	13.10			א"ח	601.1	א"ח	601	http://www.sefaria.org/Megillah.31a.20	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.10		sefaria.org/Shulchan_Arukh,_Orach_Chayim.601.1	sefaria.org/Tur,_Orach_Chaim.601		Megillah.31a.20	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.10		Shulchan_Arukh,_Orach_Chayim.601.1	Tur,_Orach_Chaim.601
31a.20						א"ח	584.2	א"ח	584	http://www.sefaria.org/Megillah.31a.20			sefaria.org/Shulchan_Arukh,_Orach_Chayim.584.2	sefaria.org/Tur,_Orach_Chaim.584		Megillah.31a.20			Shulchan_Arukh,_Orach_Chayim.584.2	Tur,_Orach_Chaim.584
31a.21		תפילה וברכת כהנים	13.11			א"ח	621.1	א"ח	621	http://www.sefaria.org/Megillah.31a.21	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.11		sefaria.org/Shulchan_Arukh,_Orach_Chayim.621.1	sefaria.org/Tur,_Orach_Chaim.621		Megillah.31a.21	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.11		Shulchan_Arukh,_Orach_Chayim.621.1	Tur,_Orach_Chaim.621
31a.21		תפילה וברכת כהנים	13.11			א"ח	622.2	א"ח	622	http://www.sefaria.org/Megillah.31a.21	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.11		sefaria.org/Shulchan_Arukh,_Orach_Chayim.622.2	sefaria.org/Tur,_Orach_Chaim.622		Megillah.31a.21	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.11		Shulchan_Arukh,_Orach_Chayim.622.2	Tur,_Orach_Chaim.622
31a.28		תפילה וברכת כהנים	13.12			א"ח	659	א"ח	659	http://www.sefaria.org/Megillah.31a.28	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.12		sefaria.org/Shulchan_Arukh,_Orach_Chayim.659	sefaria.org/Tur,_Orach_Chaim.659		Megillah.31a.28	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.12		Shulchan_Arukh,_Orach_Chayim.659	Tur,_Orach_Chaim.659
31a.28		תפילה וברכת כהנים	13.12			א"ח	662.3	א"ח	662	http://www.sefaria.org/Megillah.31a.28	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.12		sefaria.org/Shulchan_Arukh,_Orach_Chayim.662.3	sefaria.org/Tur,_Orach_Chaim.662		Megillah.31a.28	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.12		Shulchan_Arukh,_Orach_Chayim.662.3	Tur,_Orach_Chaim.662
31a.29		תפילה וברכת כהנים	13.12			א"ח	662.3	א"ח	662	http://www.sefaria.org/Megillah.31a.29	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.12		sefaria.org/Shulchan_Arukh,_Orach_Chayim.662.3	sefaria.org/Tur,_Orach_Chaim.662		Megillah.31a.29	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.12		Shulchan_Arukh,_Orach_Chayim.662.3	Tur,_Orach_Chaim.662
31a.29		תפילה וברכת כהנים	13.12			א"ח	663.1	א"ח	663	http://www.sefaria.org/Megillah.31a.29	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.12		sefaria.org/Shulchan_Arukh,_Orach_Chayim.663.1	sefaria.org/Tur,_Orach_Chaim.663		Megillah.31a.29	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.12		Shulchan_Arukh,_Orach_Chayim.663.1	Tur,_Orach_Chaim.663
31a.30		תפילה וברכת כהנים	13.12			א"ח	668.2	א"ח	668	http://www.sefaria.org/Megillah.31a.30	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.12		sefaria.org/Shulchan_Arukh,_Orach_Chayim.668.2	sefaria.org/Tur,_Orach_Chaim.668		Megillah.31a.30	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.12		Shulchan_Arukh,_Orach_Chayim.668.2	Tur,_Orach_Chaim.668
31a.31		תפילה וברכת כהנים	13.12			א"ח	669.1	א"ח	669	http://www.sefaria.org/Megillah.31a.31	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.12		sefaria.org/Shulchan_Arukh,_Orach_Chayim.669.1	sefaria.org/Tur,_Orach_Chaim.669		Megillah.31a.31	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.12		Shulchan_Arukh,_Orach_Chayim.669.1	Tur,_Orach_Chaim.669
31a.33		תפילה וברכת כהנים	13.16			א"ח	490.5	א"ח	490	http://www.sefaria.org/Megillah.31a.33	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.16		sefaria.org/Shulchan_Arukh,_Orach_Chayim.490.5	sefaria.org/Tur,_Orach_Chaim.490		Megillah.31a.33	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.16		Shulchan_Arukh,_Orach_Chayim.490.5	Tur,_Orach_Chaim.490
31a.33						א"ח	663.3	א"ח	663	http://www.sefaria.org/Megillah.31a.33			sefaria.org/Shulchan_Arukh,_Orach_Chayim.663.3	sefaria.org/Tur,_Orach_Chaim.663		Megillah.31a.33			Shulchan_Arukh,_Orach_Chayim.663.3	Tur,_Orach_Chaim.663
31a.34		תפילה וברכת כהנים	13.17			א"ח	684.1	א"ח	684	http://www.sefaria.org/Megillah.31a.34	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.17		sefaria.org/Shulchan_Arukh,_Orach_Chayim.684.1	sefaria.org/Tur,_Orach_Chaim.684		Megillah.31a.34	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.17		Shulchan_Arukh,_Orach_Chayim.684.1	Tur,_Orach_Chaim.684
31a.34						א"ח	684.2	א"ח	684	http://www.sefaria.org/Megillah.31a.34			sefaria.org/Shulchan_Arukh,_Orach_Chayim.684.2	sefaria.org/Tur,_Orach_Chaim.684		Megillah.31a.34			Shulchan_Arukh,_Orach_Chayim.684.2	Tur,_Orach_Chaim.684
31a.35		תפילה וברכת כהנים	13.17			א"ח	684.1	א"ח	684	http://www.sefaria.org/Megillah.31a.35	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.17		sefaria.org/Shulchan_Arukh,_Orach_Chayim.684.1	sefaria.org/Tur,_Orach_Chaim.684		Megillah.31a.35	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.17		Shulchan_Arukh,_Orach_Chayim.684.1	Tur,_Orach_Chaim.684
31a.35						א"ח	684.2	א"ח	684	http://www.sefaria.org/Megillah.31a.35			sefaria.org/Shulchan_Arukh,_Orach_Chayim.684.2	sefaria.org/Tur,_Orach_Chaim.684		Megillah.31a.35			Shulchan_Arukh,_Orach_Chayim.684.2	Tur,_Orach_Chaim.684
31a.36		תפילה וברכת כהנים	13.17			א"ח	693.4	א"ח	693	http://www.sefaria.org/Megillah.31a.36	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.17		sefaria.org/Shulchan_Arukh,_Orach_Chayim.693.4	sefaria.org/Tur,_Orach_Chaim.693		Megillah.31a.36	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.17		Shulchan_Arukh,_Orach_Chayim.693.4	Tur,_Orach_Chaim.693
31a.37		תפילה וברכת כהנים	13.4			א"ח	423.2	א"ח	423	http://www.sefaria.org/Megillah.31a.37	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.4		sefaria.org/Shulchan_Arukh,_Orach_Chayim.423.2	sefaria.org/Tur,_Orach_Chaim.423		Megillah.31a.37	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.4		Shulchan_Arukh,_Orach_Chayim.423.2	Tur,_Orach_Chaim.423
31a.38		תפילה וברכת כהנים	13.4			א"ח	425.1	א"ח	425	http://www.sefaria.org/Megillah.31a.38	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.4		sefaria.org/Shulchan_Arukh,_Orach_Chayim.425.1	sefaria.org/Tur,_Orach_Chaim.425		Megillah.31a.38	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.4		Shulchan_Arukh,_Orach_Chayim.425.1	Tur,_Orach_Chaim.425
31a.39		תפילה וברכת כהנים	13.4			א"ח	425.2	א"ח	425	http://www.sefaria.org/Megillah.31a.39	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.4		sefaria.org/Shulchan_Arukh,_Orach_Chayim.425.2	sefaria.org/Tur,_Orach_Chaim.425		Megillah.31a.39	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.4		Shulchan_Arukh,_Orach_Chayim.425.2	Tur,_Orach_Chaim.425
31b.1		תפילה וברכת כהנים	13.4			א"ח	425.1	א"ח	425	http://www.sefaria.org/Megillah.31b.1	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.4		sefaria.org/Shulchan_Arukh,_Orach_Chayim.425.1	sefaria.org/Tur,_Orach_Chaim.425		Megillah.31b.1	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.4		Shulchan_Arukh,_Orach_Chayim.425.1	Tur,_Orach_Chaim.425
31b.13		תפילה וברכת כהנים	13.18			א"ח	559.4	א"ח	559	http://www.sefaria.org/Megillah.31b.13	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.18		sefaria.org/Shulchan_Arukh,_Orach_Chayim.559.4	sefaria.org/Tur,_Orach_Chaim.559		Megillah.31b.13	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.18		Shulchan_Arukh,_Orach_Chayim.559.4	Tur,_Orach_Chaim.559
31b.14		כלי המקדש והעובדין בו	6.6						0	http://www.sefaria.org/Megillah.31b.14	sefaria.org/Mishneh_Torah,_Vessels_of_the_Sanctuary_and_Those_who_Serve_Therein.6.6					Megillah.31b.14	Mishneh_Torah,_Vessels_of_the_Sanctuary_and_Those_who_Serve_Therein.6.6			
31b.30		תפילה וברכת כהנים	13.18			א"ח	579	א"ח	579	http://www.sefaria.org/Megillah.31b.30	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.18		sefaria.org/Shulchan_Arukh,_Orach_Chayim.579	sefaria.org/Tur,_Orach_Chaim.579		Megillah.31b.30	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.18		Shulchan_Arukh,_Orach_Chayim.579	Tur,_Orach_Chaim.579
31b.30		תפילה וברכת כהנים	13.7			א"ח	428.6	א"ח	428	http://www.sefaria.org/Megillah.31b.30	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.7		sefaria.org/Shulchan_Arukh,_Orach_Chayim.428.6	sefaria.org/Tur,_Orach_Chaim.428		Megillah.31b.30	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.7		Shulchan_Arukh,_Orach_Chayim.428.6	Tur,_Orach_Chaim.428
31b.40		תפילה וברכת כהנים	13.7			א"ח	428.6	א"ח	428	http://www.sefaria.org/Megillah.31b.40	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.7		sefaria.org/Shulchan_Arukh,_Orach_Chayim.428.6	sefaria.org/Tur,_Orach_Chaim.428		Megillah.31b.40	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.7		Shulchan_Arukh,_Orach_Chayim.428.6	Tur,_Orach_Chaim.428
31b.47		תפילה וברכת כהנים	13.2			א"ח	428.4	א"ח	428	http://www.sefaria.org/Megillah.31b.47	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.2		sefaria.org/Shulchan_Arukh,_Orach_Chayim.428.4	sefaria.org/Tur,_Orach_Chaim.428		Megillah.31b.47	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.2		Shulchan_Arukh,_Orach_Chayim.428.4	Tur,_Orach_Chaim.428
31b.66		תפילה וברכת כהנים	13.3	עשין	19	א"ח	292	א"ח	292	http://www.sefaria.org/Megillah.31b.66	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.3	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.19	sefaria.org/Shulchan_Arukh,_Orach_Chayim.292	sefaria.org/Tur,_Orach_Chaim.292		Megillah.31b.66	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.3	Sefer_Mitzvot_Gadol,_Volume_Two.19	Shulchan_Arukh,_Orach_Chayim.292	Tur,_Orach_Chaim.292
31b.66						א"ח	135.2	א"ח	135	http://www.sefaria.org/Megillah.31b.66			sefaria.org/Shulchan_Arukh,_Orach_Chayim.135.2	sefaria.org/Tur,_Orach_Chaim.135		Megillah.31b.66			Shulchan_Arukh,_Orach_Chayim.135.2	Tur,_Orach_Chaim.135
32a.5		תפילה וברכת כהנים	12.5	עשין	19	א"ח	139.4	א"ח	139	http://www.sefaria.org/Megillah.32a.5	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.5	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.19	sefaria.org/Shulchan_Arukh,_Orach_Chayim.139.4	sefaria.org/Tur,_Orach_Chaim.139		Megillah.32a.5	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.5	Sefer_Mitzvot_Gadol,_Volume_Two.19	Shulchan_Arukh,_Orach_Chayim.139.4	Tur,_Orach_Chaim.139
32a.7		תפילה וברכת כהנים	12.11			א"ח	145.1	א"ח	145	http://www.sefaria.org/Megillah.32a.7	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.11		sefaria.org/Shulchan_Arukh,_Orach_Chayim.145.1	sefaria.org/Tur,_Orach_Chaim.145		Megillah.32a.7	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.11		Shulchan_Arukh,_Orach_Chayim.145.1	Tur,_Orach_Chaim.145
32a.15		תפילין ומזוזה וספר תורה	10.4			א"ח	154.7	א"ח	154	http://www.sefaria.org/Megillah.32a.15	sefaria.org/Mishneh_Torah,_Tefillin,_Mezuzah_and_the_Torah_Scroll.10.4		sefaria.org/Shulchan_Arukh,_Orach_Chayim.154.7	sefaria.org/Tur,_Orach_Chaim.154		Megillah.32a.15	Mishneh_Torah,_Tefillin,_Mezuzah_and_the_Torah_Scroll.10.4		Shulchan_Arukh,_Orach_Chayim.154.7	Tur,_Orach_Chaim.154
32a.15						י"ד	282.14	י"ד	282	http://www.sefaria.org/Megillah.32a.15			sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.282.14	sefaria.org/Tur,_Yoreh_Deah.282		Megillah.32a.15			Shulchan_Arukh,_Yoreh_De'ah.282.14	Tur,_Yoreh_Deah.282
32a.17		תפילה וברכת כהנים	12.24	עשין	19	א"ח	147.3	א"ח	147	http://www.sefaria.org/Megillah.32a.17	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.24	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.19	sefaria.org/Shulchan_Arukh,_Orach_Chayim.147.3	sefaria.org/Tur,_Orach_Chaim.147		Megillah.32a.17	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.24	Sefer_Mitzvot_Gadol,_Volume_Two.19	Shulchan_Arukh,_Orach_Chayim.147.3	Tur,_Orach_Chaim.147
32a.19		תפילה וברכת כהנים	12.24			א"ח	147.4	א"ח	147	http://www.sefaria.org/Megillah.32a.19	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.24		sefaria.org/Shulchan_Arukh,_Orach_Chayim.147.4	sefaria.org/Tur,_Orach_Chaim.147		Megillah.32a.19	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.24		Shulchan_Arukh,_Orach_Chayim.147.4	Tur,_Orach_Chaim.147
32a.19		תפילה וברכת כהנים	12.24			א"ח	147.4	א"ח	147	http://www.sefaria.org/Megillah.32a.19	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.24		sefaria.org/Shulchan_Arukh,_Orach_Chayim.147.4	sefaria.org/Tur,_Orach_Chaim.147		Megillah.32a.19	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.24		Shulchan_Arukh,_Orach_Chayim.147.4	Tur,_Orach_Chaim.147
32a.21						א"ח	147.1	א"ח	147	http://www.sefaria.org/Megillah.32a.21			sefaria.org/Shulchan_Arukh,_Orach_Chayim.147.1	sefaria.org/Tur,_Orach_Chaim.147		Megillah.32a.21			Shulchan_Arukh,_Orach_Chayim.147.1	Tur,_Orach_Chaim.147
32a.22		תפילה וברכת כהנים	12.18						0	http://www.sefaria.org/Megillah.32a.22	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.18					Megillah.32a.22	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.18			
32a.38		תפילין ומזוזה וספר תורה	10.6			א"ח	147.1	א"ח	147	http://www.sefaria.org/Megillah.32a.38	sefaria.org/Mishneh_Torah,_Tefillin,_Mezuzah_and_the_Torah_Scroll.10.6		sefaria.org/Shulchan_Arukh,_Orach_Chayim.147.1	sefaria.org/Tur,_Orach_Chaim.147		Megillah.32a.38	Mishneh_Torah,_Tefillin,_Mezuzah_and_the_Torah_Scroll.10.6		Shulchan_Arukh,_Orach_Chayim.147.1	Tur,_Orach_Chaim.147
32a.38						י"ד	282.4	י"ד	282	http://www.sefaria.org/Megillah.32a.38			sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.282.4	sefaria.org/Tur,_Yoreh_Deah.282		Megillah.32a.38			Shulchan_Arukh,_Yoreh_De'ah.282.4	Tur,_Yoreh_Deah.282
32a.46						א"ח	147.5	א"ח	147	http://www.sefaria.org/Megillah.32a.46			sefaria.org/Shulchan_Arukh,_Orach_Chayim.147.5	sefaria.org/Tur,_Orach_Chaim.147		Megillah.32a.46			Shulchan_Arukh,_Orach_Chayim.147.5	Tur,_Orach_Chaim.147
32a.49		תפילה וברכת כהנים	13.8						0	http://www.sefaria.org/Megillah.32a.49	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.8					Megillah.32a.49	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.8			
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
									0	http://www.sefaria.org/Megillah.						Megillah.				
