Berakhot		Rambam		SMG		ShuA		Tur		Talmud	Rambam	SMG	ShuA	Tur	Comments					
8b.68						א"ח	235.4	א"ח	235	http://www.sefaria.org/Berakhot.8b.68			sefaria.org/Shulchan_Arukh,_Orach_Chayim.235.4	sefaria.org/Tur,_Orach_Chaim.235		Berakhot.8b.68			Shulchan_Arukh,_Orach_Chayim.235.4	Tur,_Orach_Chaim.235
9a.5		קריאת שמע	1.10	עשין	18	א"ח	235.4	א"ח	235	http://www.sefaria.org/Berakhot.9a.5	sefaria.org/Mishneh_Torah,_Reading_the_Shema.1.10	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.18	sefaria.org/Shulchan_Arukh,_Orach_Chayim.235.4	sefaria.org/Tur,_Orach_Chaim.235		Berakhot.9a.5	Mishneh_Torah,_Reading_the_Shema.1.10	Sefer_Mitzvot_Gadol,_Volume_Two.18	Shulchan_Arukh,_Orach_Chayim.235.4	Tur,_Orach_Chaim.235
9a.31		קרבן פסח	8.15						0	http://www.sefaria.org/Berakhot.9a.31	sefaria.org/Mishneh_Torah,_Paschal_Offering.8.15					Berakhot.9a.31	Mishneh_Torah,_Paschal_Offering.8.15			
9b.55	1	קריאת שמע	1.11	עשין	18	א"ח	58.1	א"ח	58	http://www.sefaria.org/Berakhot.9b.55	sefaria.org/Mishneh_Torah,_Reading_the_Shema.1.11	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.18	sefaria.org/Shulchan_Arukh,_Orach_Chayim.58.1	sefaria.org/Tur,_Orach_Chaim.58		Berakhot.9b.55	Mishneh_Torah,_Reading_the_Shema.1.11	Sefer_Mitzvot_Gadol,_Volume_Two.18	Shulchan_Arukh,_Orach_Chayim.58.1	Tur,_Orach_Chaim.58
9b.55	1	תפילין ומזוזה וספר תורה	4.10			א"ח	89.1	א"ח	89	http://www.sefaria.org/Berakhot.9b.55	sefaria.org/Mishneh_Torah,_Tefillin,_Mezuzah_and_the_Torah_Scroll.4.10		sefaria.org/Shulchan_Arukh,_Orach_Chayim.89.1	sefaria.org/Tur,_Orach_Chaim.89		Berakhot.9b.55	Mishneh_Torah,_Tefillin,_Mezuzah_and_the_Torah_Scroll.4.10		Shulchan_Arukh,_Orach_Chayim.89.1	Tur,_Orach_Chaim.89
9b.59	2	קריאת שמע	1.11	עשין	18	א"ח	58.1	א"ח	58	http://www.sefaria.org/Berakhot.9b.59	sefaria.org/Mishneh_Torah,_Reading_the_Shema.1.11	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.18	sefaria.org/Shulchan_Arukh,_Orach_Chayim.58.1	sefaria.org/Tur,_Orach_Chaim.58		Berakhot.9b.59	Mishneh_Torah,_Reading_the_Shema.1.11	Sefer_Mitzvot_Gadol,_Volume_Two.18	Shulchan_Arukh,_Orach_Chayim.58.1	Tur,_Orach_Chaim.58
9b.59	2	תפילין ומזוזה וספר תורה	4.10			א"ח	89.1	א"ח	89	http://www.sefaria.org/Berakhot.9b.59	sefaria.org/Mishneh_Torah,_Tefillin,_Mezuzah_and_the_Torah_Scroll.4.10		sefaria.org/Shulchan_Arukh,_Orach_Chayim.89.1	sefaria.org/Tur,_Orach_Chaim.89		Berakhot.9b.59	Mishneh_Torah,_Tefillin,_Mezuzah_and_the_Torah_Scroll.4.10		Shulchan_Arukh,_Orach_Chayim.89.1	Tur,_Orach_Chaim.89
9b.66	3	תפילה וברכת כהנים	7.17	עשין	18	א"ח	66.8	א"ח	66	http://www.sefaria.org/Berakhot.9b.66	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.7.17	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.18	sefaria.org/Shulchan_Arukh,_Orach_Chayim.66.8	sefaria.org/Tur,_Orach_Chaim.66		Berakhot.9b.66	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.7.17	Sefer_Mitzvot_Gadol,_Volume_Two.18	Shulchan_Arukh,_Orach_Chayim.66.8	Tur,_Orach_Chaim.66
9b.66	3					א"ח	111.1	א"ח	111	http://www.sefaria.org/Berakhot.9b.66			sefaria.org/Shulchan_Arukh,_Orach_Chayim.111.1	sefaria.org/Tur,_Orach_Chaim.111		Berakhot.9b.66			Shulchan_Arukh,_Orach_Chayim.111.1	Tur,_Orach_Chaim.111
9b.73	4	אבל	3.14			א"ח	224.9	א"ח	224	http://www.sefaria.org/Berakhot.9b.73	sefaria.org/Mishneh_Torah,_Mourning.3.14		sefaria.org/Shulchan_Arukh,_Orach_Chayim.224.9	sefaria.org/Tur,_Orach_Chaim.224		Berakhot.9b.73	Mishneh_Torah,_Mourning.3.14		Shulchan_Arukh,_Orach_Chayim.224.9	Tur,_Orach_Chaim.224
9b.84	5	תפילה וברכת כהנים	7.18	עשין	19	א"ח	236.2	א"ח	236	http://www.sefaria.org/Berakhot.9b.84	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.7.18	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.19	sefaria.org/Shulchan_Arukh,_Orach_Chayim.236.2	sefaria.org/Tur,_Orach_Chaim.236		Berakhot.9b.84	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.7.18	Sefer_Mitzvot_Gadol,_Volume_Two.19	Shulchan_Arukh,_Orach_Chayim.236.2	Tur,_Orach_Chaim.236
	5							א"ח	235	http://www.sefaria.org/Berakhot.				sefaria.org/Tur,_Orach_Chaim.235		Berakhot.				Tur,_Orach_Chaim.235
10b.29		קידוש החודש	4.14						0	http://www.sefaria.org/Berakhot.10b.29	sefaria.org/Mishneh_Torah,_Sanctification_of_the_New_Month.4.14					Berakhot.10b.29	Mishneh_Torah,_Sanctification_of_the_New_Month.4.14			
10b.29		ביאת מקדש	4.18						0	http://www.sefaria.org/Berakhot.10b.29	sefaria.org/Mishneh_Torah,_Admission_into_the_Sanctuary.4.18					Berakhot.10b.29	Mishneh_Torah,_Admission_into_the_Sanctuary.4.18			
10b.75		תפילה וברכת כהנים	5.7	עשין	19	א"ח	90.1	א"ח	90	http://www.sefaria.org/Berakhot.10b.75	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.5.7	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.19	sefaria.org/Shulchan_Arukh,_Orach_Chayim.90.1	sefaria.org/Tur,_Orach_Chaim.90		Berakhot.10b.75	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.5.7	Sefer_Mitzvot_Gadol,_Volume_Two.19	Shulchan_Arukh,_Orach_Chayim.90.1	Tur,_Orach_Chaim.90
10b.81		תפילה וברכת כהנים	5.4	עשין	19	א"ח	95.1	א"ח	95	http://www.sefaria.org/Berakhot.10b.81	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.5.4	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.19	sefaria.org/Shulchan_Arukh,_Orach_Chayim.95.1	sefaria.org/Tur,_Orach_Chaim.95		Berakhot.10b.81	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.5.4	Sefer_Mitzvot_Gadol,_Volume_Two.19	Shulchan_Arukh,_Orach_Chayim.95.1	Tur,_Orach_Chaim.95
10b.85		תפילה וברכת כהנים	6.4	עשין	19	א"ח	89.3	א"ח	89	http://www.sefaria.org/Berakhot.10b.85	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.6.4	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.19	sefaria.org/Shulchan_Arukh,_Orach_Chayim.89.3	sefaria.org/Tur,_Orach_Chaim.89		Berakhot.10b.85	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.6.4	Sefer_Mitzvot_Gadol,_Volume_Two.19	Shulchan_Arukh,_Orach_Chayim.89.3	Tur,_Orach_Chaim.89
10b.93		קריאת שמע	1.11	עשין	18	א"ח	58.1	א"ח	58	http://www.sefaria.org/Berakhot.10b.93	sefaria.org/Mishneh_Torah,_Reading_the_Shema.1.11	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.18	sefaria.org/Shulchan_Arukh,_Orach_Chayim.58.1	sefaria.org/Tur,_Orach_Chaim.58		Berakhot.10b.93	Mishneh_Torah,_Reading_the_Shema.1.11	Sefer_Mitzvot_Gadol,_Volume_Two.18	Shulchan_Arukh,_Orach_Chayim.58.1	Tur,_Orach_Chaim.58
10b.101		קריאת שמע	1.13			א"ח	58.6	א"ח	58	http://www.sefaria.org/Berakhot.10b.101	sefaria.org/Mishneh_Torah,_Reading_the_Shema.1.13		sefaria.org/Shulchan_Arukh,_Orach_Chayim.58.6	sefaria.org/Tur,_Orach_Chaim.58		Berakhot.10b.101	Mishneh_Torah,_Reading_the_Shema.1.13		Shulchan_Arukh,_Orach_Chayim.58.6	Tur,_Orach_Chaim.58
10b.109		קריאת שמע	2.2	עשין	18	א"ח	63.1	א"ח	63	http://www.sefaria.org/Berakhot.10b.109	sefaria.org/Mishneh_Torah,_Reading_the_Shema.2.2	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.18	sefaria.org/Shulchan_Arukh,_Orach_Chayim.63.1	sefaria.org/Tur,_Orach_Chaim.63		Berakhot.10b.109	Mishneh_Torah,_Reading_the_Shema.2.2	Sefer_Mitzvot_Gadol,_Volume_Two.18	Shulchan_Arukh,_Orach_Chayim.63.1	Tur,_Orach_Chaim.63
10b.103		קריאת שמע	1.1						0	http://www.sefaria.org/Berakhot.10b.103	sefaria.org/Mishneh_Torah,_Reading_the_Shema.1.1					Berakhot.10b.103	Mishneh_Torah,_Reading_the_Shema.1.1			
11a.7		קריאת שמע	4.1	עשין	18	א"ח	70.3	א"ח	70	http://www.sefaria.org/Berakhot.11a.7	sefaria.org/Mishneh_Torah,_Reading_the_Shema.4.1	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.18	sefaria.org/Shulchan_Arukh,_Orach_Chayim.70.3	sefaria.org/Tur,_Orach_Chaim.70		Berakhot.11a.7	Mishneh_Torah,_Reading_the_Shema.4.1	Sefer_Mitzvot_Gadol,_Volume_Two.18	Shulchan_Arukh,_Orach_Chayim.70.3	Tur,_Orach_Chaim.70
11a.7		קריאת שמע	4.2						0	http://www.sefaria.org/Berakhot.11a.7	sefaria.org/Mishneh_Torah,_Reading_the_Shema.4.2					Berakhot.11a.7	Mishneh_Torah,_Reading_the_Shema.4.2			
11a.19		תפילין ומזוזה וספר תורה	4.13	עשין דרבנן ב	1	א"ח	38.5	א"ח	38	http://www.sefaria.org/Berakhot.11a.19	sefaria.org/Mishneh_Torah,_Tefillin,_Mezuzah_and_the_Torah_Scroll.4.13	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two,_Laws_of_Mourning.1	sefaria.org/Shulchan_Arukh,_Orach_Chayim.38.5	sefaria.org/Tur,_Orach_Chaim.38		Berakhot.11a.19	Mishneh_Torah,_Tefillin,_Mezuzah_and_the_Torah_Scroll.4.13	Sefer_Mitzvot_Gadol,_Volume_Two,_Laws_of_Mourning.1	Shulchan_Arukh,_Orach_Chayim.38.5	Tur,_Orach_Chaim.38
11a.19		אבל	4.9			י"ד	388.1	י"ד	388	http://www.sefaria.org/Berakhot.11a.19	sefaria.org/Mishneh_Torah,_Mourning.4.9		sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.388.1	sefaria.org/Tur,_Yoreh_Deah.388		Berakhot.11a.19	Mishneh_Torah,_Mourning.4.9		Shulchan_Arukh,_Yoreh_De'ah.388.1	Tur,_Yoreh_Deah.388
11a.27		קריאת שמע	2.2			א"ח	63.1	א"ח	63	http://www.sefaria.org/Berakhot.11a.27	sefaria.org/Mishneh_Torah,_Reading_the_Shema.2.2		sefaria.org/Shulchan_Arukh,_Orach_Chayim.63.1	sefaria.org/Tur,_Orach_Chaim.63		Berakhot.11a.27	Mishneh_Torah,_Reading_the_Shema.2.2		Shulchan_Arukh,_Orach_Chayim.63.1	Tur,_Orach_Chaim.63
11a.43		קריאת שמע	2.2			א"ח	63.1	א"ח	63	http://www.sefaria.org/Berakhot.11a.43	sefaria.org/Mishneh_Torah,_Reading_the_Shema.2.2		sefaria.org/Shulchan_Arukh,_Orach_Chayim.63.1	sefaria.org/Tur,_Orach_Chaim.63		Berakhot.11a.43	Mishneh_Torah,_Reading_the_Shema.2.2		Shulchan_Arukh,_Orach_Chayim.63.1	Tur,_Orach_Chaim.63
11a.44		שופר וסוכה ולולב	6.8			א"ח	634.4	א"ח	634	http://www.sefaria.org/Berakhot.11a.44	sefaria.org/Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.6.8		sefaria.org/Shulchan_Arukh,_Orach_Chayim.634.4	sefaria.org/Tur,_Orach_Chaim.634		Berakhot.11a.44	Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.6.8		Shulchan_Arukh,_Orach_Chayim.634.4	Tur,_Orach_Chaim.634
11a.57		קריאת שמע	1.5	עשין	19	א"ח	59	א"ח	59	http://www.sefaria.org/Berakhot.11a.57	sefaria.org/Mishneh_Torah,_Reading_the_Shema.1.5	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.19	sefaria.org/Shulchan_Arukh,_Orach_Chayim.59	sefaria.org/Tur,_Orach_Chaim.59		Berakhot.11a.57	Mishneh_Torah,_Reading_the_Shema.1.5	Sefer_Mitzvot_Gadol,_Volume_Two.19	Shulchan_Arukh,_Orach_Chayim.59	Tur,_Orach_Chaim.59
11a.57						א"ח	236.1	א"ח	236	http://www.sefaria.org/Berakhot.11a.57			sefaria.org/Shulchan_Arukh,_Orach_Chayim.236.1	sefaria.org/Tur,_Orach_Chaim.236		Berakhot.11a.57			Shulchan_Arukh,_Orach_Chayim.236.1	Tur,_Orach_Chaim.236
11b.8		קריאת שמע	1.6			א"ח	59.1	א"ח	59	http://www.sefaria.org/Berakhot.11b.8	sefaria.org/Mishneh_Torah,_Reading_the_Shema.1.6		sefaria.org/Shulchan_Arukh,_Orach_Chayim.59.1	sefaria.org/Tur,_Orach_Chaim.59		Berakhot.11b.8	Mishneh_Torah,_Reading_the_Shema.1.6		Shulchan_Arukh,_Orach_Chayim.59.1	Tur,_Orach_Chaim.59
11b.19		קריאת שמע	1.6	עשין	19	א"ח	60.1	א"ח	60	http://www.sefaria.org/Berakhot.11b.19	sefaria.org/Mishneh_Torah,_Reading_the_Shema.1.6	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.19	sefaria.org/Shulchan_Arukh,_Orach_Chayim.60.1	sefaria.org/Tur,_Orach_Chaim.60		Berakhot.11b.19	Mishneh_Torah,_Reading_the_Shema.1.6	Sefer_Mitzvot_Gadol,_Volume_Two.19	Shulchan_Arukh,_Orach_Chayim.60.1	Tur,_Orach_Chaim.60
11b.23		תפילה וברכת כהנים	7.10			א"ח	47.7	א"ח	47	http://www.sefaria.org/Berakhot.11b.23	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.7.10		sefaria.org/Shulchan_Arukh,_Orach_Chayim.47.7	sefaria.org/Tur,_Orach_Chaim.47		Berakhot.11b.23	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.7.10		Shulchan_Arukh,_Orach_Chayim.47.7	Tur,_Orach_Chaim.47
11b.31		תפילה וברכת כהנים	7.10			א"ח	47.2	א"ח	47	http://www.sefaria.org/Berakhot.11b.31	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.7.10		sefaria.org/Shulchan_Arukh,_Orach_Chayim.47.2	sefaria.org/Tur,_Orach_Chaim.47		Berakhot.11b.31	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.7.10		Shulchan_Arukh,_Orach_Chayim.47.2	Tur,_Orach_Chaim.47
11b.43		תפילה וברכת כהנים	7.10			א"ח	47.5	א"ח	47	http://www.sefaria.org/Berakhot.11b.43	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.7.10		sefaria.org/Shulchan_Arukh,_Orach_Chayim.47.5	sefaria.org/Tur,_Orach_Chaim.47		Berakhot.11b.43	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.7.10		Shulchan_Arukh,_Orach_Chayim.47.5	Tur,_Orach_Chaim.47
11b.44		תמידים ומוספין	6.4						0	http://www.sefaria.org/Berakhot.11b.44	sefaria.org/Mishneh_Torah,_Daily_Offerings_and_Additional_Offerings.6.4					Berakhot.11b.44	Mishneh_Torah,_Daily_Offerings_and_Additional_Offerings.6.4			
12a.5		קריאת שמע	1.8			א"ח	60.3	א"ח	60	http://www.sefaria.org/Berakhot.12a.5	sefaria.org/Mishneh_Torah,_Reading_the_Shema.1.8		sefaria.org/Shulchan_Arukh,_Orach_Chayim.60.3	sefaria.org/Tur,_Orach_Chaim.60		Berakhot.12a.5	Mishneh_Torah,_Reading_the_Shema.1.8		Shulchan_Arukh,_Orach_Chayim.60.3	Tur,_Orach_Chaim.60
12a.18		תמידים ומוספין	6.4						0	http://www.sefaria.org/Berakhot.12a.18	sefaria.org/Mishneh_Torah,_Daily_Offerings_and_Additional_Offerings.6.4					Berakhot.12a.18	Mishneh_Torah,_Daily_Offerings_and_Additional_Offerings.6.4			
12a.21		ברכות	8.11	עשין	27	א"ח	209.1	א"ח	209	http://www.sefaria.org/Berakhot.12a.21	sefaria.org/Mishneh_Torah,_Blessings.8.11	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.209.1	sefaria.org/Tur,_Orach_Chaim.209		Berakhot.12a.21	Mishneh_Torah,_Blessings.8.11	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.209.1	Tur,_Orach_Chaim.209
12a.21						א"ח	209.2	א"ח	209				sefaria.org/Shulchan_Arukh,_Orach_Chayim.209.2	sefaria.org/Tur,_Orach_Chaim.209						
12a.27		קריאת שמע	1.8	עשין	18	א"ח	59.2	א"ח	59	http://www.sefaria.org/Berakhot.12a.27	sefaria.org/Mishneh_Torah,_Reading_the_Shema.1.8	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.18	sefaria.org/Shulchan_Arukh,_Orach_Chayim.59.2	sefaria.org/Tur,_Orach_Chaim.59		Berakhot.12a.27	Mishneh_Torah,_Reading_the_Shema.1.8	Sefer_Mitzvot_Gadol,_Volume_Two.18	Shulchan_Arukh,_Orach_Chayim.59.2	Tur,_Orach_Chaim.59
12a.48		קריאת שמע	1.7			א"ח	66.10	א"ח	66	http://www.sefaria.org/Berakhot.12a.48	sefaria.org/Mishneh_Torah,_Reading_the_Shema.1.7		sefaria.org/Shulchan_Arukh,_Orach_Chayim.66.10	sefaria.org/Tur,_Orach_Chaim.66		Berakhot.12a.48	Mishneh_Torah,_Reading_the_Shema.1.7		Shulchan_Arukh,_Orach_Chayim.66.10	Tur,_Orach_Chaim.66
12a.51		תפילה וברכת כהנים	5.10	עשין	19	א"ח	113.7	א"ח	113	http://www.sefaria.org/Berakhot.12a.51	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.5.10	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.19	sefaria.org/Shulchan_Arukh,_Orach_Chayim.113.7	sefaria.org/Tur,_Orach_Chaim.113		Berakhot.12a.51	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.5.10	Sefer_Mitzvot_Gadol,_Volume_Two.19	Shulchan_Arukh,_Orach_Chayim.113.7	Tur,_Orach_Chaim.113
12b.1		תפילה וברכת כהנים	5.12			א"ח	113.6	א"ח	113	http://www.sefaria.org/Berakhot.12b.1	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.5.12		sefaria.org/Shulchan_Arukh,_Orach_Chayim.113.6	sefaria.org/Tur,_Orach_Chaim.113		Berakhot.12b.1	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.5.12		Shulchan_Arukh,_Orach_Chayim.113.6	Tur,_Orach_Chaim.113
12b.3		תפילה וברכת כהנים	2.18	עשין	19	א"ח	118	א"ח	118	http://www.sefaria.org/Berakhot.12b.3	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.2.18	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.19	sefaria.org/Shulchan_Arukh,_Orach_Chayim.118	sefaria.org/Tur,_Orach_Chaim.118		Berakhot.12b.3	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.2.18	Sefer_Mitzvot_Gadol,_Volume_Two.19	Shulchan_Arukh,_Orach_Chayim.118	Tur,_Orach_Chaim.118
12b.3						א"ח	582.1	א"ח	582	http://www.sefaria.org/Berakhot.12b.3			sefaria.org/Shulchan_Arukh,_Orach_Chayim.582.1	sefaria.org/Tur,_Orach_Chaim.582		Berakhot.12b.3			Shulchan_Arukh,_Orach_Chayim.582.1	Tur,_Orach_Chaim.582
12b.60		קריאת שמע	1.3						0	http://www.sefaria.org/Berakhot.12b.60	sefaria.org/Mishneh_Torah,_Reading_the_Shema.1.3					Berakhot.12b.60	Mishneh_Torah,_Reading_the_Shema.1.3			
13a.27		קריאת שמע	2.1	עשין	18	א"ח	60.5	א"ח	60	http://www.sefaria.org/Berakhot.13a.27	sefaria.org/Mishneh_Torah,_Reading_the_Shema.2.1	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.18	sefaria.org/Shulchan_Arukh,_Orach_Chayim.60.5	sefaria.org/Tur,_Orach_Chaim.60		Berakhot.13a.27	Mishneh_Torah,_Reading_the_Shema.2.1	Sefer_Mitzvot_Gadol,_Volume_Two.18	Shulchan_Arukh,_Orach_Chayim.60.5	Tur,_Orach_Chaim.60
13a.30		קריאת שמע	2.15	עשין	18	א"ח	66.1	א"ח	66	http://www.sefaria.org/Berakhot.13a.30	sefaria.org/Mishneh_Torah,_Reading_the_Shema.2.15	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.18	sefaria.org/Shulchan_Arukh,_Orach_Chayim.66.1	sefaria.org/Tur,_Orach_Chaim.66		Berakhot.13a.30	Mishneh_Torah,_Reading_the_Shema.2.15	Sefer_Mitzvot_Gadol,_Volume_Two.18	Shulchan_Arukh,_Orach_Chayim.66.1	Tur,_Orach_Chaim.66
13a.30		קריאת שמע	2.16						0	http://www.sefaria.org/Berakhot.13a.30	sefaria.org/Mishneh_Torah,_Reading_the_Shema.2.16					Berakhot.13a.30	Mishneh_Torah,_Reading_the_Shema.2.16			
13a.31		קריאת שמע	2.17	עשין	18	א"ח	66.5	א"ח	66	http://www.sefaria.org/Berakhot.13a.31	sefaria.org/Mishneh_Torah,_Reading_the_Shema.2.17	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.18	sefaria.org/Shulchan_Arukh,_Orach_Chayim.66.5	sefaria.org/Tur,_Orach_Chaim.66		Berakhot.13a.31	Mishneh_Torah,_Reading_the_Shema.2.17	Sefer_Mitzvot_Gadol,_Volume_Two.18	Shulchan_Arukh,_Orach_Chayim.66.5	Tur,_Orach_Chaim.66
13a.34		קריאת שמע	2.17	עשין	18	א"ח	66.5	א"ח	66	http://www.sefaria.org/Berakhot.13a.34	sefaria.org/Mishneh_Torah,_Reading_the_Shema.2.17	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.18	sefaria.org/Shulchan_Arukh,_Orach_Chayim.66.5	sefaria.org/Tur,_Orach_Chaim.66		Berakhot.13a.34	Mishneh_Torah,_Reading_the_Shema.2.17	Sefer_Mitzvot_Gadol,_Volume_Two.18	Shulchan_Arukh,_Orach_Chayim.66.5	Tur,_Orach_Chaim.66
13a.37		ציצית	3.7	עשין	26	א"ח	18.1	א"ח	18	http://www.sefaria.org/Berakhot.13a.37	sefaria.org/Mishneh_Torah,_Fringes.3.7	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.26	sefaria.org/Shulchan_Arukh,_Orach_Chayim.18.1	sefaria.org/Tur,_Orach_Chaim.18		Berakhot.13a.37	Mishneh_Torah,_Fringes.3.7	Sefer_Mitzvot_Gadol,_Volume_Two.26	Shulchan_Arukh,_Orach_Chayim.18.1	Tur,_Orach_Chaim.18
13a.39		קריאת שמע	2.1			א"ח	60.4	א"ח	60	http://www.sefaria.org/Berakhot.13a.39	sefaria.org/Mishneh_Torah,_Reading_the_Shema.2.1		sefaria.org/Shulchan_Arukh,_Orach_Chayim.60.4	sefaria.org/Tur,_Orach_Chaim.60		Berakhot.13a.39	Mishneh_Torah,_Reading_the_Shema.2.1		Shulchan_Arukh,_Orach_Chayim.60.4	Tur,_Orach_Chaim.60
13a.39		שופר וסוכה ולולב	2.4						0	http://www.sefaria.org/Berakhot.13a.39	sefaria.org/Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.2.4					Berakhot.13a.39	Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.2.4			
13a.47		קריאת שמע	2.10	עשין	18	א"ח	62.2	א"ח	62	http://www.sefaria.org/Berakhot.13a.47	sefaria.org/Mishneh_Torah,_Reading_the_Shema.2.10	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.18	sefaria.org/Shulchan_Arukh,_Orach_Chayim.62.2	sefaria.org/Tur,_Orach_Chaim.62		Berakhot.13a.47	Mishneh_Torah,_Reading_the_Shema.2.10	Sefer_Mitzvot_Gadol,_Volume_Two.18	Shulchan_Arukh,_Orach_Chayim.62.2	Tur,_Orach_Chaim.62
13b.21		תפילין ומזוזה וספר תורה	4.2			א"ח	27.1	א"ח	27	http://www.sefaria.org/Berakhot.13b.21	sefaria.org/Mishneh_Torah,_Tefillin,_Mezuzah_and_the_Torah_Scroll.4.2		sefaria.org/Shulchan_Arukh,_Orach_Chayim.27.1	sefaria.org/Tur,_Orach_Chaim.27		Berakhot.13b.21	Mishneh_Torah,_Tefillin,_Mezuzah_and_the_Torah_Scroll.4.2		Shulchan_Arukh,_Orach_Chayim.27.1	Tur,_Orach_Chaim.27
13b.32		קריאת שמע	2.1	עשין	18	א"ח	60.5	א"ח	60	http://www.sefaria.org/Berakhot.13b.32	sefaria.org/Mishneh_Torah,_Reading_the_Shema.2.1	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.18	sefaria.org/Shulchan_Arukh,_Orach_Chayim.60.5	sefaria.org/Tur,_Orach_Chaim.60		Berakhot.13b.32	Mishneh_Torah,_Reading_the_Shema.2.1	Sefer_Mitzvot_Gadol,_Volume_Two.18	Shulchan_Arukh,_Orach_Chayim.60.5	Tur,_Orach_Chaim.60
13b.32						א"ח	63.4	א"ח	63	http://www.sefaria.org/Berakhot.13b.32			sefaria.org/Shulchan_Arukh,_Orach_Chayim.63.4	sefaria.org/Tur,_Orach_Chaim.63		Berakhot.13b.32			Shulchan_Arukh,_Orach_Chayim.63.4	Tur,_Orach_Chaim.63
13b.36		קריאת שמע	2.9	עשין	18	א"ח	61.6	א"ח	61	http://www.sefaria.org/Berakhot.13b.36	sefaria.org/Mishneh_Torah,_Reading_the_Shema.2.9	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.18	sefaria.org/Shulchan_Arukh,_Orach_Chayim.61.6	sefaria.org/Tur,_Orach_Chaim.61		Berakhot.13b.36	Mishneh_Torah,_Reading_the_Shema.2.9	Sefer_Mitzvot_Gadol,_Volume_Two.18	Shulchan_Arukh,_Orach_Chayim.61.6	Tur,_Orach_Chaim.61
13b.36						א"ח	61.8	א"ח	61	http://www.sefaria.org/Berakhot.13b.36			sefaria.org/Shulchan_Arukh,_Orach_Chayim.61.8	sefaria.org/Tur,_Orach_Chaim.61		Berakhot.13b.36			Shulchan_Arukh,_Orach_Chayim.61.8	Tur,_Orach_Chaim.61
