מספר,מקום בירו',תח' ציטוט,מקרא,ספ' תנאים,מקבילות,בבלי,הערות,רשימה
7300,"פס' ז, ט (לה ע""א, 50)",מאן דיליף,,,"הש' פס' כח ע""ג",,ר' יהודה,
7310,"פס' ז, ט (לה ע""א, 50)",מאן דלא,,,"הש' פס' כח ע""ג",,חכמים,
8000,"פס' ח, ב (לה ע""ד, 57)",תיפתר ששכח,,,,"פס' פח ע""ב",,
8030,"פס' ח, ב (לה ע""ד, 63)",כספק כפרה,,,"הש' הו' מז ע""ב (58)",,,
8150,"פס' ח, ג (לו ע""א, 25)",אילו מתו,,"הש' ת' פס' ז, ט (39:179)",,,,
8270,"פס' ח, ז (לו ע""א, 55)",טעמא דרבי,,"הש' ס""ד קלה (189)",,,,
8510,"פס' ח, ח (לו ע""ב, 37)",ראשה דפירקא,,"הש' מ' נזיר ח, א",,,,
8560,"פס' ח, ז (לו ע""ב, 46)",ערל שהיזה,,,,"יב' עב ע""ב",,
9300,"פס' ט, ה (לז ע""א, 21)",שאין הציבור,,"הש' מ' תמ' ב, א",,,,
9360,"פס' ט, ה (לז ע""א, 38)",דרבי,,"הש' מ' תמ' ד, ג",,,,
6450,"פס' ז, ה (לד ע""ב, 46)",והבשר אשר,"ויקרא ז, יט",,,,,
8340,"פס' ח, ח (לו ע""ב, 1)",אשכחת חמר,,,"הש' שבת יג ע""ד (3); נזיר נב ע""א (42); גט' מה ע""א (59); הו' מח ע""א (14); נדה מט ע""ב (26)",,,
10060,"פס' י, ט (לז ע""ד, 32)",אלא מכיון,,,"הש' ר""ה נז ע""ג (38); ביצה ס ע""ב (61); מג' עג ע""ג (35)",,,
830,"פס' א, ח (כח ע""ב, 4)",רבי שמעון דבכורות,,"הש' מ' בכ' ה, ב",,,,
840,"פס' א, ח (כח ע""ב, 4)",ורבי יושוע,,"הש' מ' תר' ח, ח",,,,
1360,"פס' ב, א (כח ע""ג, 54)",אם חדש,,"מ' ע""ז ג, ט; ת' ערלה א, ז","ערלה סג ע""א","פס' כו ע""ב; פס' כז ע""א; ע""ז מט ע""א",,
