מספר,מקום בירו',תח' ציטוט,מקרא,ספ' תנאים,מקבילות,בבלי,הערות,רשימה
1290,"יומא א, ה (לט ע""א, 61)",והביא מבית,"ויקרא טז, יב","ספ' פא ע""ב",,,,
1300,"יומא א, ה (לט ע""א, 62)",שהרי הצדוקין,,"ת' יומא א, ח (37:223)",,,,
1310,"יומא א, ה (לט ע""א, 63)",כי בענן,"ויקרא טז, ב",,,,,
1320,"יומא א, ה (לט ע""א, 64)",ונתן את,"ויקרא טז, יג",,,,,
1330,"יומא א, ה (לט ע""ב, 1)",כי בענן,"ויקרא טז, ב",,,,,
1340,"יומא א, ה (לט ע""ב, 2)",וכסה ענן,"ויקרא טז, יג",,,,,
1350,"יומא א, ה (לט ע""ב, 4)",ולא ימות,"ויקרא טז, יג",,,,,
1360,"יומא א, ה (לט ע""ב, 4)",כי בענן,"ויקרא טז, ב",,,,,
1370,"יומא א, ה (לט ע""ב, 6)",אחרי מות,"ויקרא טז, א",,,,,
1380,"יומא א, ה (לט ע""ב, 7)",כי בענן,"ויקרא טז, ב",,,,,
1390,"יומא א, ה (לט ע""ב, 9)",כי בענן,"ויקרא טז, ב",,,,,
1400,"יומא א, ה (לט ע""ב, 10)",אראה,"ויקרא טז, ב",,,,,
1410,"יומא א, ז (לט ע""ב, 14)",בפה,,"ת' יומא א, ט (45:223)",,,,
1430,"יומא ב, א (לט ע""ב, 54)",יש לה,,"הש' מ' יומא ב, ג",,,,
1440,"יומא ב, א (לט ע""ב, 57)",כל הלילה,"ויקרא ו, ב",,,,,
1450,"יומא ב, א (לט ע""ב, 57)",והרים,"ויקרא ו, ג",,,,,
1460,"יומא ב, א (לט ע""ב, 59)",עבודת מתנה,"במדבר יח, ז",,,,,
1470,"יומא ב, א (לט ע""ב, 60)",לכל דבר,"במדבר יח, ז",,,,,
1480,"יומא ב, א (לט ע""ג, 1)",אחרים,"ויקרא ו, ד",,,,,
1490,"יומא ב, א (לט ע""ג, 3)",ובלבד שני,,"הש' ספ' ז ע""א",,,,
1500,"יומא ב, א (לט ע""ג, 4)",ונתנו בני,"ויקרא א, ז",,,,,
1510,"יומא ב, א (לט ע""ג, 5)",ונתנו בני,"ויקרא א, ז",,,,,
1520,"יומא ב, א (לט ע""ג, 7)",ונתנו בני,"ויקרא א, ז",,,,,
1530,"יומא ב, א (לט ע""ג, 8)",והאש על,"ויקרא ו, ב","ספ' ל ע""ב",,,,
1540,"יומא ב, א (לט ע""ג, 14)",רבי יוחנן,,,"הש' שבת ד ע""ב (42)",,,
1550,"יומא ב, א (לט ע""ג, 18)",הקטיר בקומצו,,"מ' מנ' ג, ד",,,,
1560,"יומא ב, א (לט ע""ג, 19)",אין קמיצה,,,"הש' יומא מב ע""ב (33)",,,
1420,"יומא א, ז (לט ע""ב, 17)",אמר רבי,,,"יומא לט ע""ג (45)",,,
1670,"יומא ב, א (לט ע""ג, 45)",אמר רבי,,,"יוחא לט ע""ב (17)",,,
1570,"יומא ב, א (לט ע""ג, 24)",קיבל בימינו,,"מ' זב' ג, ב",,,,
1580,"יומא ב, א (לט ע""ג, 28)",שלא בכלי,,"מ' מנ' ג, ד",,,,
1590,"יומא ב, א (לט ע""ג, 31)",והרים,"ויקרא ו, ג",,,,,
1600,"יומא ב, א (לט ע""ג, 31)",אשר תאכל,"ויקרא ו, ג",,,,,
1610,"יומא ב, א (לט ע""ג, 33)",והרים אשר,"ויקרא ו, ג","ספ' ל ע""א",,,,
1620,"יומא ב, א (לט ע""ג, 34)",עולה,"ויקרא ו, ג",,,,,
1630,"יומא ב, א (לט ע""ג, 34)",אשר תאכל,"ויקרא ו, ג",,,,,
1640,"יומא ב, א (לט ע""ג, 35)",מצוה להקדים,,"ספ' ז ע""א",,,,
1650,"יומא ב, א (לט ע""ג, 36)",וערכו עצים,"ויקרא א, ז",,,,,
1930,"יומא ב, ג (לט ע""ד, 40)",שהיה מזויג,,,"שק' מח ע""ד",,,
1940,"יומא ב, ג (לט ע""ד, 41)",מקטיר ואחר,,"הש' מ' יומא א, ב",,,,
