Talmud		Rambam		SMG		ShuA		Tur		Talmud	Rambam	SMG	ShuA	Tur	Comments	Talmud	Rambam	SMG	ShuA	Tur
daf.line	EM #	Book	chapter.halacha	Volume	mitzvah	Volume	siman.seif	Volume	siman.seif											
113a:34		גזילה ואבידה	5.9	עשין	73	ח"מ	369.4	ח"מ	369	http://www.sefaria.org/Bava_Kamma.113a:34	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.5.9	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.73	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.369.4	sefaria.org/Tur,_Choshen_Mishpat.369		Bava_Kamma.113a:34	Mishneh_Torah,_Robbery_and_Lost_Property.5.9	Sefer_Mitzvot_Gadol,_Volume_Two.73	Shulchan_Arukh,_Choshen_Mishpat.369.4	Tur,_Choshen_Mishpat.369
113a:36		גזילה ואבידה	5.9	עשין	73	ח"מ	369.4	ח"מ	369	http://www.sefaria.org/Bava_Kamma.113a:36	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.5.9	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.73	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.369.4	sefaria.org/Tur,_Choshen_Mishpat.369		Bava_Kamma.113a:36	Mishneh_Torah,_Robbery_and_Lost_Property.5.9	Sefer_Mitzvot_Gadol,_Volume_Two.73	Shulchan_Arukh,_Choshen_Mishpat.369.4	Tur,_Choshen_Mishpat.369
113a:39		גזילה ואבידה	5.11			ח"מ	369.2	ח"מ	369	http://www.sefaria.org/Bava_Kamma.113a:39	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.5.11		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.369.2	sefaria.org/Tur,_Choshen_Mishpat.369		Bava_Kamma.113a:39	Mishneh_Torah,_Robbery_and_Lost_Property.5.11		Shulchan_Arukh,_Choshen_Mishpat.369.2	Tur,_Choshen_Mishpat.369
113a:39						ח"מ	369.7	ח"מ	369	http://www.sefaria.org/Bava_Kamma.113a:39			sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.369.7	sefaria.org/Tur,_Choshen_Mishpat.369		Bava_Kamma.113a:39			Shulchan_Arukh,_Choshen_Mishpat.369.7	Tur,_Choshen_Mishpat.369
113a:39						ח"מ	369.8	ח"מ	369	http://www.sefaria.org/Bava_Kamma.113a:39			sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.369.8	sefaria.org/Tur,_Choshen_Mishpat.369		Bava_Kamma.113a:39			Shulchan_Arukh,_Choshen_Mishpat.369.8	Tur,_Choshen_Mishpat.369
113a:39						ח"מ	369.9	ח"מ	369	http://www.sefaria.org/Bava_Kamma.113a:39			sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.369.9	sefaria.org/Tur,_Choshen_Mishpat.369		Bava_Kamma.113a:39			Shulchan_Arukh,_Choshen_Mishpat.369.9	Tur,_Choshen_Mishpat.369
113a:41		גזילה ואבידה	5.11			ח"מ	369.10	ח"מ	369	http://www.sefaria.org/Bava_Kamma.113a:41	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.5.11		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.369.10	sefaria.org/Tur,_Choshen_Mishpat.369		Bava_Kamma.113a:41	Mishneh_Torah,_Robbery_and_Lost_Property.5.11		Shulchan_Arukh,_Choshen_Mishpat.369.10	Tur,_Choshen_Mishpat.369
113a:43		גזילה ואבידה	5.11			ח"מ	369.10	ח"מ	369	http://www.sefaria.org/Bava_Kamma.113a:43	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.5.11		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.369.10	sefaria.org/Tur,_Choshen_Mishpat.369		Bava_Kamma.113a:43	Mishneh_Torah,_Robbery_and_Lost_Property.5.11		Shulchan_Arukh,_Choshen_Mishpat.369.10	Tur,_Choshen_Mishpat.369
113a:45		כלאים	10.18	לאוין	115	י"ד	301.5	י"ד	301	http://www.sefaria.org/Bava_Kamma.113a:45	sefaria.org/Mishneh_Torah,_Diverse_Species.10.18	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.115	sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.301.5	sefaria.org/Tur,_Yoreh_Deah.301		Bava_Kamma.113a:45	Mishneh_Torah,_Diverse_Species.10.18	Sefer_Mitzvot_Gadol,_Volume_One.115	Shulchan_Arukh,_Yoreh_De'ah.301.5	Tur,_Yoreh_Deah.301
113a:48		גזילה ואבידה	5.11	עשין	73	ח"מ	369.6	ח"מ	369	http://www.sefaria.org/Bava_Kamma.113a:48	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.5.11	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.73	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.369.6	sefaria.org/Tur,_Choshen_Mishpat.369		Bava_Kamma.113a:48	Mishneh_Torah,_Robbery_and_Lost_Property.5.11	Sefer_Mitzvot_Gadol,_Volume_Two.73	Shulchan_Arukh,_Choshen_Mishpat.369.6	Tur,_Choshen_Mishpat.369
113a:60-67		שבועות	3.1	לאוין	242	י"ד	232.14	י"ד	232	http://www.sefaria.org/Bava_Kamma.113a:60-67	sefaria.org/Mishneh_Torah,_Oaths.3.1	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.242	sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.232.14	sefaria.org/Tur,_Yoreh_Deah.232		Bava_Kamma.113a:60-67	Mishneh_Torah,_Oaths.3.1	Sefer_Mitzvot_Gadol,_Volume_One.242	Shulchan_Arukh,_Yoreh_De'ah.232.14	Tur,_Yoreh_Deah.232
113a:60-67		שבועות	3.2						0	http://www.sefaria.org/Bava_Kamma.113a:60-67	sefaria.org/Mishneh_Torah,_Oaths.3.2					Bava_Kamma.113a:60-67	Mishneh_Torah,_Oaths.3.2			
113a:60-67		נדרים	4.1						0	http://www.sefaria.org/Bava_Kamma.113a:60-67	sefaria.org/Mishneh_Torah,_Vows.4.1					Bava_Kamma.113a:60-67	Mishneh_Torah,_Vows.4.1			
113a:69		גזילה ואבידה	5.11	לאוין	242	י"ד	232.14	י"ד	232	http://www.sefaria.org/Bava_Kamma.113a:69	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.5.11	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.242	sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.232.14	sefaria.org/Tur,_Yoreh_Deah.232		Bava_Kamma.113a:69	Mishneh_Torah,_Robbery_and_Lost_Property.5.11	Sefer_Mitzvot_Gadol,_Volume_One.242	Shulchan_Arukh,_Yoreh_De'ah.232.14	Tur,_Yoreh_Deah.232
113a:69				עשין	73	ח"מ	369.6	ח"מ	369	http://www.sefaria.org/Bava_Kamma.113a:69		sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.73	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.369.6	sefaria.org/Tur,_Choshen_Mishpat.369		Bava_Kamma.113a:69		Sefer_Mitzvot_Gadol,_Volume_Two.73	Shulchan_Arukh,_Choshen_Mishpat.369.6	Tur,_Choshen_Mishpat.369
113a:70		מלכים ומלחמות	10.12						0	http://www.sefaria.org/Bava_Kamma.113a:70	sefaria.org/Mishneh_Torah,_Kings_and_Wars.10.12					Bava_Kamma.113a:70	Mishneh_Torah,_Kings_and_Wars.10.12			
113a:79		גזילה ואבידה	1.2	עשין	74	ח"מ	348.2	ח"מ	348	http://www.sefaria.org/Bava_Kamma.113a:79	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.1.2	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.74	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.348.2	sefaria.org/Tur,_Choshen_Mishpat.348		Bava_Kamma.113a:79	Mishneh_Torah,_Robbery_and_Lost_Property.1.2	Sefer_Mitzvot_Gadol,_Volume_Two.74	Shulchan_Arukh,_Choshen_Mishpat.348.2	Tur,_Choshen_Mishpat.348
113a:79		גניבה	1.1			ח"מ	359.1	ח"מ	359	http://www.sefaria.org/Bava_Kamma.113a:79	sefaria.org/Mishneh_Torah,_Theft.1.1		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.359.1	sefaria.org/Tur,_Choshen_Mishpat.359		Bava_Kamma.113a:79	Mishneh_Torah,_Theft.1.1		Shulchan_Arukh,_Choshen_Mishpat.359.1	Tur,_Choshen_Mishpat.359
113b:4		גניבה	7.8	לאוין	152				0	http://www.sefaria.org/Bava_Kamma.113b:4	sefaria.org/Mishneh_Torah,_Theft.7.8	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.152				Bava_Kamma.113b:4	Mishneh_Torah,_Theft.7.8	Sefer_Mitzvot_Gadol,_Volume_One.152		
113b:12						ח"מ	348.2	ח"מ	348	http://www.sefaria.org/Bava_Kamma.113b:12			sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.348.2	sefaria.org/Tur,_Choshen_Mishpat.348		Bava_Kamma.113b:12			Shulchan_Arukh,_Choshen_Mishpat.348.2	Tur,_Choshen_Mishpat.348
113b:16		נזירות	2.18						0	http://www.sefaria.org/Bava_Kamma.113b:16	sefaria.org/Mishneh_Torah,_Nazariteship.2.18					Bava_Kamma.113b:16	Mishneh_Torah,_Nazariteship.2.18			
113b:18		גזילה ואבידה	11.3	עשין	74	ח"מ	266.1	ח"מ	266	http://www.sefaria.org/Bava_Kamma.113b:18	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.11.3	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.74	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.266.1	sefaria.org/Tur,_Choshen_Mishpat.266		Bava_Kamma.113b:18	Mishneh_Torah,_Robbery_and_Lost_Property.11.3	Sefer_Mitzvot_Gadol,_Volume_Two.74	Shulchan_Arukh,_Choshen_Mishpat.266.1	Tur,_Choshen_Mishpat.266
113b:32		גזילה ואבידה	11.3	עשין	74	ח"מ	266.1	ח"מ	266	http://www.sefaria.org/Bava_Kamma.113b:32	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.11.3	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.74	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.266.1	sefaria.org/Tur,_Choshen_Mishpat.266		Bava_Kamma.113b:32	Mishneh_Torah,_Robbery_and_Lost_Property.11.3	Sefer_Mitzvot_Gadol,_Volume_Two.74	Shulchan_Arukh,_Choshen_Mishpat.266.1	Tur,_Choshen_Mishpat.266
113b:37		גזילה ואבידה	11.4	עשין	74	ח"מ	348.2	ח"מ	348	http://www.sefaria.org/Bava_Kamma.113b:37	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.11.4	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.74	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.348.2	sefaria.org/Tur,_Choshen_Mishpat.348		Bava_Kamma.113b:37	Mishneh_Torah,_Robbery_and_Lost_Property.11.4	Sefer_Mitzvot_Gadol,_Volume_Two.74	Shulchan_Arukh,_Choshen_Mishpat.348.2	Tur,_Choshen_Mishpat.348
113b:37		גזילה ואבידה	11.5						0	http://www.sefaria.org/Bava_Kamma.113b:37	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.11.5					Bava_Kamma.113b:37	Mishneh_Torah,_Robbery_and_Lost_Property.11.5			
113b:47		גזילה ואבידה	5.14	עשין	73	ח"מ	369.2	ח"מ	369	http://www.sefaria.org/Bava_Kamma.113b:47	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.5.14	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.73	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.369.2	sefaria.org/Tur,_Choshen_Mishpat.369		Bava_Kamma.113b:47	Mishneh_Torah,_Robbery_and_Lost_Property.5.14	Sefer_Mitzvot_Gadol,_Volume_Two.73	Shulchan_Arukh,_Choshen_Mishpat.369.2	Tur,_Choshen_Mishpat.369
113b:49		גזילה ואבידה	5.17	עשין	73	ח"מ	369.2	ח"מ	369	http://www.sefaria.org/Bava_Kamma.113b:49	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.5.17	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.73	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.369.2	sefaria.org/Tur,_Choshen_Mishpat.369		Bava_Kamma.113b:49	Mishneh_Torah,_Robbery_and_Lost_Property.5.17	Sefer_Mitzvot_Gadol,_Volume_Two.73	Shulchan_Arukh,_Choshen_Mishpat.369.2	Tur,_Choshen_Mishpat.369
113b:56				עשין	73	ח"מ	369.2	ח"מ	369	http://www.sefaria.org/Bava_Kamma.113b:56		sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.73	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.369.2	sefaria.org/Tur,_Choshen_Mishpat.369		Bava_Kamma.113b:56		Sefer_Mitzvot_Gadol,_Volume_Two.73	Shulchan_Arukh,_Choshen_Mishpat.369.2	Tur,_Choshen_Mishpat.369
113b:58		גזילה ואבידה	5.12			ח"מ	369.7	ח"מ	369	http://www.sefaria.org/Bava_Kamma.113b:58	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.5.12		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.369.7	sefaria.org/Tur,_Choshen_Mishpat.369		Bava_Kamma.113b:58	Mishneh_Torah,_Robbery_and_Lost_Property.5.12		Shulchan_Arukh,_Choshen_Mishpat.369.7	Tur,_Choshen_Mishpat.369
113b:59								ח"מ	369	http://www.sefaria.org/Bava_Kamma.113b:59				sefaria.org/Tur,_Choshen_Mishpat.369		Bava_Kamma.113b:59				Tur,_Choshen_Mishpat.369
113b:61		גזילה ואבידה	5.12	עשין	73	ח"מ	369.7	ח"מ	369	http://www.sefaria.org/Bava_Kamma.113b:61	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.5.12	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.73	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.369.7	sefaria.org/Tur,_Choshen_Mishpat.369		Bava_Kamma.113b:61	Mishneh_Torah,_Robbery_and_Lost_Property.5.12	Sefer_Mitzvot_Gadol,_Volume_Two.73	Shulchan_Arukh,_Choshen_Mishpat.369.7	Tur,_Choshen_Mishpat.369
113b:61		חובל ומזיק	8.6			ח"מ	128.2	ח"מ	128	http://www.sefaria.org/Bava_Kamma.113b:61	sefaria.org/Mishneh_Torah,_One_Who_Injures_a_Person_or_Property.8.6		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.128.2	sefaria.org/Tur,_Choshen_Mishpat.128		Bava_Kamma.113b:61	Mishneh_Torah,_One_Who_Injures_a_Person_or_Property.8.6		Shulchan_Arukh,_Choshen_Mishpat.128.2	Tur,_Choshen_Mishpat.128
113b:61						ח"מ	388.6	ח"מ	388	http://www.sefaria.org/Bava_Kamma.113b:61			sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.388.6	sefaria.org/Tur,_Choshen_Mishpat.388		Bava_Kamma.113b:61			Shulchan_Arukh,_Choshen_Mishpat.388.6	Tur,_Choshen_Mishpat.388
113b:62		חובל ומזיק	8.6	עשין	73	ח"מ	128.2	ח"מ	128	http://www.sefaria.org/Bava_Kamma.113b:62	sefaria.org/Mishneh_Torah,_One_Who_Injures_a_Person_or_Property.8.6	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.73	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.128.2	sefaria.org/Tur,_Choshen_Mishpat.128		Bava_Kamma.113b:62	Mishneh_Torah,_One_Who_Injures_a_Person_or_Property.8.6	Sefer_Mitzvot_Gadol,_Volume_Two.73	Shulchan_Arukh,_Choshen_Mishpat.128.2	Tur,_Choshen_Mishpat.128
113b:70		תלמוד תורה	6.9	עשין	107	ח"מ	28.3	ח"מ	28	http://www.sefaria.org/Bava_Kamma.113b:70	sefaria.org/Mishneh_Torah,_Torah_Study.6.9	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.107	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.28.3	sefaria.org/Tur,_Choshen_Mishpat.28		Bava_Kamma.113b:70	Mishneh_Torah,_Torah_Study.6.9	Sefer_Mitzvot_Gadol,_Volume_Two.107	Shulchan_Arukh,_Choshen_Mishpat.28.3	Tur,_Choshen_Mishpat.28
113b:70						י"ד	334.43	י"ד	334	http://www.sefaria.org/Bava_Kamma.113b:70			sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.334.43	sefaria.org/Tur,_Yoreh_Deah.334		Bava_Kamma.113b:70			Shulchan_Arukh,_Yoreh_De'ah.334.43	Tur,_Yoreh_Deah.334
114a:2						ח"מ	28.4	ח"מ	28	http://www.sefaria.org/Bava_Kamma.114a:2			sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.28.4	sefaria.org/Tur,_Choshen_Mishpat.28		Bava_Kamma.114a:2			Shulchan_Arukh,_Choshen_Mishpat.28.4	Tur,_Choshen_Mishpat.28
114a:3						ח"מ	28.4	ח"מ	28	http://www.sefaria.org/Bava_Kamma.114a:3			sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.28.4	sefaria.org/Tur,_Choshen_Mishpat.28		Bava_Kamma.114a:3			Shulchan_Arukh,_Choshen_Mishpat.28.4	Tur,_Choshen_Mishpat.28
114a:12		שכנים	12.6	עשין	22	ח"מ	175.38	ח"מ	175	http://www.sefaria.org/Bava_Kamma.114a:12	sefaria.org/Mishneh_Torah,_Neighbors.12.6	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.22	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.175.38	sefaria.org/Tur,_Choshen_Mishpat.175		Bava_Kamma.114a:12	Mishneh_Torah,_Neighbors.12.6	Sefer_Mitzvot_Gadol,_Volume_Two.22	Shulchan_Arukh,_Choshen_Mishpat.175.38	Tur,_Choshen_Mishpat.175
114a:12		שכנים	12.6			ח"מ	175.39	ח"מ	175	http://www.sefaria.org/Bava_Kamma.114a:12	sefaria.org/Mishneh_Torah,_Neighbors.12.6		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.175.39	sefaria.org/Tur,_Choshen_Mishpat.175		Bava_Kamma.114a:12	Mishneh_Torah,_Neighbors.12.6		Shulchan_Arukh,_Choshen_Mishpat.175.39	Tur,_Choshen_Mishpat.175
114a:15		שכנים	12.7	עשין	22	ח"מ	175.40	ח"מ	175	http://www.sefaria.org/Bava_Kamma.114a:15	sefaria.org/Mishneh_Torah,_Neighbors.12.7	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.22	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.175.40	sefaria.org/Tur,_Choshen_Mishpat.175		Bava_Kamma.114a:15	Mishneh_Torah,_Neighbors.12.7	Sefer_Mitzvot_Gadol,_Volume_Two.22	Shulchan_Arukh,_Choshen_Mishpat.175.40	Tur,_Choshen_Mishpat.175
114a:15		תלמוד תורה	6.14	עשין	107	י"ד	334.43	י"ד	334	http://www.sefaria.org/Bava_Kamma.114a:15	sefaria.org/Mishneh_Torah,_Torah_Study.6.14	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.107	sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.334.43	sefaria.org/Tur,_Yoreh_Deah.334		Bava_Kamma.114a:15	Mishneh_Torah,_Torah_Study.6.14	Sefer_Mitzvot_Gadol,_Volume_Two.107	Shulchan_Arukh,_Yoreh_De'ah.334.43	Tur,_Yoreh_Deah.334
114a:16		גזילה ואבידה	5.1	עשין	72	ח"מ	369.5	ח"מ	369	http://www.sefaria.org/Bava_Kamma.114a:16	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.5.1	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.72	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.369.5	sefaria.org/Tur,_Choshen_Mishpat.369		Bava_Kamma.114a:16	Mishneh_Torah,_Robbery_and_Lost_Property.5.1	Sefer_Mitzvot_Gadol,_Volume_Two.72	Shulchan_Arukh,_Choshen_Mishpat.369.5	Tur,_Choshen_Mishpat.369
114a:17		גזילה ואבידה	6.2	עשין	72	ח"מ	259.7	ח"מ	259	http://www.sefaria.org/Bava_Kamma.114a:17	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.6.2	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.72	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.259.7	sefaria.org/Tur,_Choshen_Mishpat.259		Bava_Kamma.114a:17	Mishneh_Torah,_Robbery_and_Lost_Property.6.2	Sefer_Mitzvot_Gadol,_Volume_Two.72	Shulchan_Arukh,_Choshen_Mishpat.259.7	Tur,_Choshen_Mishpat.259
114a:17		גזילה ואבידה	11.10			ח"מ	368.1	ח"מ	368	http://www.sefaria.org/Bava_Kamma.114a:17	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.11.10		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.368.1	sefaria.org/Tur,_Choshen_Mishpat.368		Bava_Kamma.114a:17	Mishneh_Torah,_Robbery_and_Lost_Property.11.10		Shulchan_Arukh,_Choshen_Mishpat.368.1	Tur,_Choshen_Mishpat.368
114a:20-21		גזילה ואבידה	6.15	עשין	72			ח"מ	370	http://www.sefaria.org/Bava_Kamma.114a:20-21	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.6.15	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.72		sefaria.org/Tur,_Choshen_Mishpat.370		Bava_Kamma.114a:20-21	Mishneh_Torah,_Robbery_and_Lost_Property.6.15	Sefer_Mitzvot_Gadol,_Volume_Two.72		Tur,_Choshen_Mishpat.370
114a:22		גזילה ואבידה	6.14	עשין	72			ח"מ	370	http://www.sefaria.org/Bava_Kamma.114a:22	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.6.14	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.72		sefaria.org/Tur,_Choshen_Mishpat.370		Bava_Kamma.114a:22	Mishneh_Torah,_Robbery_and_Lost_Property.6.14	Sefer_Mitzvot_Gadol,_Volume_Two.72		Tur,_Choshen_Mishpat.370
114a:22		גזילה ואבידה	6.14	עשין	72				0	http://www.sefaria.org/Bava_Kamma.114a:22	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.6.14	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.72				Bava_Kamma.114a:22	Mishneh_Torah,_Robbery_and_Lost_Property.6.14	Sefer_Mitzvot_Gadol,_Volume_Two.72		
114a:30		גזילה ואבידה	5.10	עשין	72	ח"מ	369.5	ח"מ	369	http://www.sefaria.org/Bava_Kamma.114a:30	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.5.10	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.72	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.369.5	sefaria.org/Tur,_Choshen_Mishpat.369		Bava_Kamma.114a:30	Mishneh_Torah,_Robbery_and_Lost_Property.5.10	Sefer_Mitzvot_Gadol,_Volume_Two.72	Shulchan_Arukh,_Choshen_Mishpat.369.5	Tur,_Choshen_Mishpat.369
114a:41		גזילה ואבידה	6.3	עשין	72	ח"מ	368	ח"מ	368	http://www.sefaria.org/Bava_Kamma.114a:41	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.6.3	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.72	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.368	sefaria.org/Tur,_Choshen_Mishpat.368		Bava_Kamma.114a:41	Mishneh_Torah,_Robbery_and_Lost_Property.6.3	Sefer_Mitzvot_Gadol,_Volume_Two.72	Shulchan_Arukh,_Choshen_Mishpat.368	Tur,_Choshen_Mishpat.368
114a:43		גזילה ואבידה	6.3	עשין	72	ח"מ	368	ח"מ	368	http://www.sefaria.org/Bava_Kamma.114a:43	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.6.3	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.72	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.368	sefaria.org/Tur,_Choshen_Mishpat.368		Bava_Kamma.114a:43	Mishneh_Torah,_Robbery_and_Lost_Property.6.3	Sefer_Mitzvot_Gadol,_Volume_Two.72	Shulchan_Arukh,_Choshen_Mishpat.368	Tur,_Choshen_Mishpat.368
114b:36		גזילה ואבידה	6.14					ח"מ	370	http://www.sefaria.org/Bava_Kamma.114b:36	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.6.14			sefaria.org/Tur,_Choshen_Mishpat.370		Bava_Kamma.114b:36	Mishneh_Torah,_Robbery_and_Lost_Property.6.14			Tur,_Choshen_Mishpat.370
114b:44		גזילה ואבידה	6.15						0	http://www.sefaria.org/Bava_Kamma.114b:44	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.6.15					Bava_Kamma.114b:44	Mishneh_Torah,_Robbery_and_Lost_Property.6.15			
114b:47		גירושין	12.16	עשין	50	אה"ע	17.3	אה"ע	17	http://www.sefaria.org/Bava_Kamma.114b:47	sefaria.org/Mishneh_Torah,_Divorce.12.16	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.50	sefaria.org/Shulchan_Arukh,_Even_HaEzer.17.3	sefaria.org/Tur,_Even_HaEzer.17		Bava_Kamma.114b:47	Mishneh_Torah,_Divorce.12.16	Sefer_Mitzvot_Gadol,_Volume_Two.50	Shulchan_Arukh,_Even_HaEzer.17.3	Tur,_Even_HaEzer.17
114b:47		גירושין	13.29						0	http://www.sefaria.org/Bava_Kamma.114b:47	sefaria.org/Mishneh_Torah,_Divorce.13.29					Bava_Kamma.114b:47	Mishneh_Torah,_Divorce.13.29			
114b:54-56		איסורי ביאה	20.14	לאוין	152	אה"ע	3.1	אה"ע	3	http://www.sefaria.org/Bava_Kamma.114b:54-56	sefaria.org/Mishneh_Torah,_Forbidden_Intercourse.20.14	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.152	sefaria.org/Shulchan_Arukh,_Even_HaEzer.3.1	sefaria.org/Tur,_Even_HaEzer.3		Bava_Kamma.114b:54-56	Mishneh_Torah,_Forbidden_Intercourse.20.14	Sefer_Mitzvot_Gadol,_Volume_One.152	Shulchan_Arukh,_Even_HaEzer.3.1	Tur,_Even_HaEzer.3
114b:57		איסורי ביאה	20.1						0	http://www.sefaria.org/Bava_Kamma.114b:57	sefaria.org/Mishneh_Torah,_Forbidden_Intercourse.20.1					Bava_Kamma.114b:57	Mishneh_Torah,_Forbidden_Intercourse.20.1			
114b:62		איסורי ביאה	18.18	לאוין	152	אה"ע	7.1	אה"ע	7	http://www.sefaria.org/Bava_Kamma.114b:62	sefaria.org/Mishneh_Torah,_Forbidden_Intercourse.18.18	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.152	sefaria.org/Shulchan_Arukh,_Even_HaEzer.7.1	sefaria.org/Tur,_Even_HaEzer.7		Bava_Kamma.114b:62	Mishneh_Torah,_Forbidden_Intercourse.18.18	Sefer_Mitzvot_Gadol,_Volume_One.152	Shulchan_Arukh,_Even_HaEzer.7.1	Tur,_Even_HaEzer.7
