Talmud		Rambam		SMG		ShuA		Tur		Talmud	Rambam	SMG	ShuA	Tur	Comments	Talmud	Rambam	SMG	ShuA	Tur
daf.line	EM #	Book	chapter.halacha	Volume	mitzvah	Volume	siman.seif	Volume	siman.seif											
114b:69		גניבה	5.10	עשין	71	ח"מ	357.1	ח"מ	357	http://www.sefaria.org/Bava_Kamma.114b:69	sefaria.org/Mishneh_Torah,_Theft.5.10	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.71	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.357.1	sefaria.org/Tur,_Choshen_Mishpat.357		Bava_Kamma.114b:69	Mishneh_Torah,_Theft.5.10	Sefer_Mitzvot_Gadol,_Volume_Two.71	Shulchan_Arukh,_Choshen_Mishpat.357.1	Tur,_Choshen_Mishpat.357
114b:74		גניבה	5.11	עשין	71	ח"מ	357.1	ח"מ	357	http://www.sefaria.org/Bava_Kamma.114b:74	sefaria.org/Mishneh_Torah,_Theft.5.11	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.71	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.357.1	sefaria.org/Tur,_Choshen_Mishpat.357		Bava_Kamma.114b:74	Mishneh_Torah,_Theft.5.11	Sefer_Mitzvot_Gadol,_Volume_Two.71	Shulchan_Arukh,_Choshen_Mishpat.357.1	Tur,_Choshen_Mishpat.357
114b:78		גניבה	5.11	עשין	71	ח"מ	357.1	ח"מ	357	http://www.sefaria.org/Bava_Kamma.114b:78	sefaria.org/Mishneh_Torah,_Theft.5.11	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.71	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.357.1	sefaria.org/Tur,_Choshen_Mishpat.357		Bava_Kamma.114b:78	Mishneh_Torah,_Theft.5.11	Sefer_Mitzvot_Gadol,_Volume_Two.71	Shulchan_Arukh,_Choshen_Mishpat.357.1	Tur,_Choshen_Mishpat.357
114b:87-88		גניבה	5.11	עשין	71	ח"מ	357.1	ח"מ	357	http://www.sefaria.org/Bava_Kamma.114b:87-88	sefaria.org/Mishneh_Torah,_Theft.5.11	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.71	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.357.1	sefaria.org/Tur,_Choshen_Mishpat.357		Bava_Kamma.114b:87-88	Mishneh_Torah,_Theft.5.11	Sefer_Mitzvot_Gadol,_Volume_Two.71	Shulchan_Arukh,_Choshen_Mishpat.357.1	Tur,_Choshen_Mishpat.357
114b:96		גניבה	5.10	עשין	71	ח"מ	357.1	ח"מ	357	http://www.sefaria.org/Bava_Kamma.114b:96	sefaria.org/Mishneh_Torah,_Theft.5.10	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.71	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.357.1	sefaria.org/Tur,_Choshen_Mishpat.357		Bava_Kamma.114b:96	Mishneh_Torah,_Theft.5.10	Sefer_Mitzvot_Gadol,_Volume_Two.71	Shulchan_Arukh,_Choshen_Mishpat.357.1	Tur,_Choshen_Mishpat.357
114b:96		גניבה	5.11						0	http://www.sefaria.org/Bava_Kamma.114b:96	sefaria.org/Mishneh_Torah,_Theft.5.11					Bava_Kamma.114b:96	Mishneh_Torah,_Theft.5.11			
115a:15		ביכורים ושאר מתנות כהונה שבגבולין	9.15	עשין	142	י"ד	61.32	י"ד	61	http://www.sefaria.org/Bava_Kamma.115a:15	sefaria.org/Mishneh_Torah,_First_Fruits_and_other_Gifts_to_Priests_Outside_the_Sanctuary.9.15	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.142	sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.61.32	sefaria.org/Tur,_Yoreh_Deah.61		Bava_Kamma.115a:15	Mishneh_Torah,_First_Fruits_and_other_Gifts_to_Priests_Outside_the_Sanctuary.9.15	Sefer_Mitzvot_Gadol,_Volume_Two.142	Shulchan_Arukh,_Yoreh_De'ah.61.32	Tur,_Yoreh_Deah.61
115a:28		גניבה	5.3	עשין	71	ח"מ	356.3	ח"מ	356	http://www.sefaria.org/Bava_Kamma.115a:28	sefaria.org/Mishneh_Torah,_Theft.5.3	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.71	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.356.3	sefaria.org/Tur,_Choshen_Mishpat.356		Bava_Kamma.115a:28	Mishneh_Torah,_Theft.5.3	Sefer_Mitzvot_Gadol,_Volume_Two.71	Shulchan_Arukh,_Choshen_Mishpat.356.3	Tur,_Choshen_Mishpat.356
115a:34		גניבה	5.3	עשין	71	ח"מ	356.3	ח"מ	356	http://www.sefaria.org/Bava_Kamma.115a:34	sefaria.org/Mishneh_Torah,_Theft.5.3	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.71	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.356.3	sefaria.org/Tur,_Choshen_Mishpat.356		Bava_Kamma.115a:34	Mishneh_Torah,_Theft.5.3	Sefer_Mitzvot_Gadol,_Volume_Two.71	Shulchan_Arukh,_Choshen_Mishpat.356.3	Tur,_Choshen_Mishpat.356
115a:41		גניבה	5.2			ח"מ	356.2	ח"מ	356	http://www.sefaria.org/Bava_Kamma.115a:41	sefaria.org/Mishneh_Torah,_Theft.5.2		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.356.2	sefaria.org/Tur,_Choshen_Mishpat.356		Bava_Kamma.115a:41	Mishneh_Torah,_Theft.5.2		Shulchan_Arukh,_Choshen_Mishpat.356.2	Tur,_Choshen_Mishpat.356
115a:45		גניבה	5.6						0	http://www.sefaria.org/Bava_Kamma.115a:45	sefaria.org/Mishneh_Torah,_Theft.5.6					Bava_Kamma.115a:45	Mishneh_Torah,_Theft.5.6			
115a:56		גניבה	5.7			ח"מ	356.8	ח"מ	356	http://www.sefaria.org/Bava_Kamma.115a:56	sefaria.org/Mishneh_Torah,_Theft.5.7		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.356.8	sefaria.org/Tur,_Choshen_Mishpat.356		Bava_Kamma.115a:56	Mishneh_Torah,_Theft.5.7		Shulchan_Arukh,_Choshen_Mishpat.356.8	Tur,_Choshen_Mishpat.356
115a:64		גניבה	5.8			ח"מ	356.9	ח"מ	356	http://www.sefaria.org/Bava_Kamma.115a:64	sefaria.org/Mishneh_Torah,_Theft.5.8		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.356.9	sefaria.org/Tur,_Choshen_Mishpat.356		Bava_Kamma.115a:64	Mishneh_Torah,_Theft.5.8		Shulchan_Arukh,_Choshen_Mishpat.356.9	Tur,_Choshen_Mishpat.356
115a:70		גניבה	5.9			ח"מ	356.10	ח"מ	356	http://www.sefaria.org/Bava_Kamma.115a:70	sefaria.org/Mishneh_Torah,_Theft.5.9		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.356.10	sefaria.org/Tur,_Choshen_Mishpat.356		Bava_Kamma.115a:70	Mishneh_Torah,_Theft.5.9		Shulchan_Arukh,_Choshen_Mishpat.356.10	Tur,_Choshen_Mishpat.356
115a:71		גזילה ואבידה	12.5	עשין	74	ח"מ	264.5	ח"מ	264	http://www.sefaria.org/Bava_Kamma.115a:71	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.12.5	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.74	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.264.5	sefaria.org/Tur,_Choshen_Mishpat.264		Bava_Kamma.115a:71	Mishneh_Torah,_Robbery_and_Lost_Property.12.5	Sefer_Mitzvot_Gadol,_Volume_Two.74	Shulchan_Arukh,_Choshen_Mishpat.264.5	Tur,_Choshen_Mishpat.264
115b:2-3		גזילה ואבידה	12.5	עשין	74	ח"מ	264.5	ח"מ	264	http://www.sefaria.org/Bava_Kamma.115b:2-3	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.12.5	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.74	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.264.5	sefaria.org/Tur,_Choshen_Mishpat.264		Bava_Kamma.115b:2-3	Mishneh_Torah,_Robbery_and_Lost_Property.12.5	Sefer_Mitzvot_Gadol,_Volume_Two.74	Shulchan_Arukh,_Choshen_Mishpat.264.5	Tur,_Choshen_Mishpat.264
115b:4		גזילה ואבידה	12.3			ח"מ	264.3	ח"מ	264	http://www.sefaria.org/Bava_Kamma.115b:4	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.12.3		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.264.3	sefaria.org/Tur,_Choshen_Mishpat.264		Bava_Kamma.115b:4	Mishneh_Torah,_Robbery_and_Lost_Property.12.3		Shulchan_Arukh,_Choshen_Mishpat.264.3	Tur,_Choshen_Mishpat.264
115b:5-6		גזילה ואבידה	12.3			ח"מ	264.3	ח"מ	264	http://www.sefaria.org/Bava_Kamma.115b:5-6	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.12.3		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.264.3	sefaria.org/Tur,_Choshen_Mishpat.264		Bava_Kamma.115b:5-6	Mishneh_Torah,_Robbery_and_Lost_Property.12.3		Shulchan_Arukh,_Choshen_Mishpat.264.3	Tur,_Choshen_Mishpat.264
115b:11		תרומות	3.17						0	http://www.sefaria.org/Bava_Kamma.115b:11	sefaria.org/Mishneh_Torah,_Heave_Offerings.3.17					Bava_Kamma.115b:11	Mishneh_Torah,_Heave_Offerings.3.17			
115b:13		גזילה ואבידה	12.5	עשין	74	ח"מ	264.5	ח"מ	264	http://www.sefaria.org/Bava_Kamma.115b:13	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.12.5	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.74	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.264.5	sefaria.org/Tur,_Choshen_Mishpat.264		Bava_Kamma.115b:13	Mishneh_Torah,_Robbery_and_Lost_Property.12.5	Sefer_Mitzvot_Gadol,_Volume_Two.74	Shulchan_Arukh,_Choshen_Mishpat.264.5	Tur,_Choshen_Mishpat.264
115b:16-17		מעשר שני ונטע רבעי	4.12						0	http://www.sefaria.org/Bava_Kamma.115b:16-17	sefaria.org/Mishneh_Torah,_Second_Tithes_and_Fourth_Year's_Fruit.4.12					Bava_Kamma.115b:16-17	Mishneh_Torah,_Second_Tithes_and_Fourth_Year's_Fruit.4.12			
115b:20		מעשר שני ונטע רבעי	4.12						0	http://www.sefaria.org/Bava_Kamma.115b:20	sefaria.org/Mishneh_Torah,_Second_Tithes_and_Fourth_Year's_Fruit.4.12					Bava_Kamma.115b:20	Mishneh_Torah,_Second_Tithes_and_Fourth_Year's_Fruit.4.12			
115b:29		רוצח ושמירת נפש	11.15	עשין	79				0	http://www.sefaria.org/Bava_Kamma.115b:29	sefaria.org/Mishneh_Torah,_Murderer_and_the_Preservation_of_Life.11.15	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.79				Bava_Kamma.115b:29	Mishneh_Torah,_Murderer_and_the_Preservation_of_Life.11.15	Sefer_Mitzvot_Gadol,_Volume_Two.79		
115b:32		רוצח ושמירת נפש	11.14					י"ד	116	http://www.sefaria.org/Bava_Kamma.115b:32	sefaria.org/Mishneh_Torah,_Murderer_and_the_Preservation_of_Life.11.14			sefaria.org/Tur,_Yoreh_Deah.116		Bava_Kamma.115b:32	Mishneh_Torah,_Murderer_and_the_Preservation_of_Life.11.14			Tur,_Yoreh_Deah.116
115b:41		תרומות	5.8						0	http://www.sefaria.org/Bava_Kamma.115b:41	sefaria.org/Mishneh_Torah,_Heave_Offerings.5.8					Bava_Kamma.115b:41	Mishneh_Torah,_Heave_Offerings.5.8			
116a:1		תרומות	12.12						0	http://www.sefaria.org/Bava_Kamma.116a:1	sefaria.org/Mishneh_Torah,_Heave_Offerings.12.12					Bava_Kamma.116a:1	Mishneh_Torah,_Heave_Offerings.12.12			
116a:14		גזילה ואבידה	12.7	עשין	74	ח"מ	264.7	ח"מ	264	http://www.sefaria.org/Bava_Kamma.116a:14	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.12.7	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.74	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.264.7	sefaria.org/Tur,_Choshen_Mishpat.264		Bava_Kamma.116a:14	Mishneh_Torah,_Robbery_and_Lost_Property.12.7	Sefer_Mitzvot_Gadol,_Volume_Two.74	Shulchan_Arukh,_Choshen_Mishpat.264.7	Tur,_Choshen_Mishpat.264
116a:22-23		גזילה ואבידה	12.7	עשין	74	ח"מ	264.7	ח"מ	264	http://www.sefaria.org/Bava_Kamma.116a:22-23	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.12.7	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.74	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.264.7	sefaria.org/Tur,_Choshen_Mishpat.264		Bava_Kamma.116a:22-23	Mishneh_Torah,_Robbery_and_Lost_Property.12.7	Sefer_Mitzvot_Gadol,_Volume_Two.74	Shulchan_Arukh,_Choshen_Mishpat.264.7	Tur,_Choshen_Mishpat.264
116a:32		גזילה ואבידה	12.3			ח"מ	264.3	ח"מ	264	http://www.sefaria.org/Bava_Kamma.116a:32	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.12.3		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.264.3	sefaria.org/Tur,_Choshen_Mishpat.264		Bava_Kamma.116a:32	Mishneh_Torah,_Robbery_and_Lost_Property.12.3		Shulchan_Arukh,_Choshen_Mishpat.264.3	Tur,_Choshen_Mishpat.264
116a:44		גזילה ואבידה	12.4			ח"מ	264.4	ח"מ	264	http://www.sefaria.org/Bava_Kamma.116a:44	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.12.4		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.264.4	sefaria.org/Tur,_Choshen_Mishpat.264		Bava_Kamma.116a:44	Mishneh_Torah,_Robbery_and_Lost_Property.12.4		Shulchan_Arukh,_Choshen_Mishpat.264.4	Tur,_Choshen_Mishpat.264
116a:46		שכירות	9.8	עשין	82	ח"מ	335.3	ח"מ	335	http://www.sefaria.org/Bava_Kamma.116a:46	sefaria.org/Mishneh_Torah,_Hiring.9.8	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.82	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.335.3	sefaria.org/Tur,_Choshen_Mishpat.335		Bava_Kamma.116a:46	Mishneh_Torah,_Hiring.9.8	Sefer_Mitzvot_Gadol,_Volume_Two.82	Shulchan_Arukh,_Choshen_Mishpat.335.3	Tur,_Choshen_Mishpat.335
116b:6		גזילה ואבידה	12.11	עשין	74	ח"מ	272.15	ח"מ	272	http://www.sefaria.org/Bava_Kamma.116b:6	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.12.11	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.74	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.272.15	sefaria.org/Tur,_Choshen_Mishpat.272		Bava_Kamma.116b:6	Mishneh_Torah,_Robbery_and_Lost_Property.12.11	Sefer_Mitzvot_Gadol,_Volume_Two.74	Shulchan_Arukh,_Choshen_Mishpat.272.15	Tur,_Choshen_Mishpat.272
116b:6		גזילה ואבידה	12.11	עשין	74	ח"מ	272.15	ח"מ	272	http://www.sefaria.org/Bava_Kamma.116b:6	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.12.11	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.74	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.272.15	sefaria.org/Tur,_Choshen_Mishpat.272		Bava_Kamma.116b:6	Mishneh_Torah,_Robbery_and_Lost_Property.12.11	Sefer_Mitzvot_Gadol,_Volume_Two.74	Shulchan_Arukh,_Choshen_Mishpat.272.15	Tur,_Choshen_Mishpat.272
116b:7		גזילה ואבידה	12.12			ח"מ	272.16	ח"מ	272	http://www.sefaria.org/Bava_Kamma.116b:7	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.12.12		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.272.16	sefaria.org/Tur,_Choshen_Mishpat.272		Bava_Kamma.116b:7	Mishneh_Torah,_Robbery_and_Lost_Property.12.12		Shulchan_Arukh,_Choshen_Mishpat.272.16	Tur,_Choshen_Mishpat.272
116b:8		גזילה ואבידה	12.12			ח"מ	272.16	ח"מ	272	http://www.sefaria.org/Bava_Kamma.116b:8	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.12.12		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.272.16	sefaria.org/Tur,_Choshen_Mishpat.272		Bava_Kamma.116b:8	Mishneh_Torah,_Robbery_and_Lost_Property.12.12		Shulchan_Arukh,_Choshen_Mishpat.272.16	Tur,_Choshen_Mishpat.272
116b:11		גזילה ואבידה	12.13			ח"מ	272.16	ח"מ	272	http://www.sefaria.org/Bava_Kamma.116b:11	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.12.13		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.272.16	sefaria.org/Tur,_Choshen_Mishpat.272		Bava_Kamma.116b:11	Mishneh_Torah,_Robbery_and_Lost_Property.12.13		Shulchan_Arukh,_Choshen_Mishpat.272.16	Tur,_Choshen_Mishpat.272
116b:15		גזילה ואבידה	12.14			ח"מ	272.17	ח"מ	272	http://www.sefaria.org/Bava_Kamma.116b:15	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.12.14		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.272.17	sefaria.org/Tur,_Choshen_Mishpat.272		Bava_Kamma.116b:15	Mishneh_Torah,_Robbery_and_Lost_Property.12.14		Shulchan_Arukh,_Choshen_Mishpat.272.17	Tur,_Choshen_Mishpat.272
116b:16		גזילה ואבידה	12.15			ח"מ	272.18	ח"מ	272	http://www.sefaria.org/Bava_Kamma.116b:16	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.12.15		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.272.18	sefaria.org/Tur,_Choshen_Mishpat.272		Bava_Kamma.116b:16	Mishneh_Torah,_Robbery_and_Lost_Property.12.15		Shulchan_Arukh,_Choshen_Mishpat.272.18	Tur,_Choshen_Mishpat.272
116b:17		גזילה ואבידה	12.15			ח"מ	272.18	ח"מ	272	http://www.sefaria.org/Bava_Kamma.116b:17	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.12.15		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.272.18	sefaria.org/Tur,_Choshen_Mishpat.272		Bava_Kamma.116b:17	Mishneh_Torah,_Robbery_and_Lost_Property.12.15		Shulchan_Arukh,_Choshen_Mishpat.272.18	Tur,_Choshen_Mishpat.272
116b:20		גזילה ואבידה	12.15			ח"מ	272.18	ח"מ	272	http://www.sefaria.org/Bava_Kamma.116b:20	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.12.15		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.272.18	sefaria.org/Tur,_Choshen_Mishpat.272		Bava_Kamma.116b:20	Mishneh_Torah,_Robbery_and_Lost_Property.12.15		Shulchan_Arukh,_Choshen_Mishpat.272.18	Tur,_Choshen_Mishpat.272
116b:23		גזילה ואבידה	12.8	עשין	74	ח"מ	181.1	ח"מ	181	http://www.sefaria.org/Bava_Kamma.116b:23	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.12.8	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.74	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.181.1	sefaria.org/Tur,_Choshen_Mishpat.181		Bava_Kamma.116b:23	Mishneh_Torah,_Robbery_and_Lost_Property.12.8	Sefer_Mitzvot_Gadol,_Volume_Two.74	Shulchan_Arukh,_Choshen_Mishpat.181.1	Tur,_Choshen_Mishpat.181
116b:23		שלוחין ושותפין	5.7						0	http://www.sefaria.org/Bava_Kamma.116b:23	sefaria.org/Mishneh_Torah,_Agents_and_Partners.5.7					Bava_Kamma.116b:23	Mishneh_Torah,_Agents_and_Partners.5.7			
116b:27		גזילה ואבידה	12.10			ח"מ	181.2	ח"מ	181	http://www.sefaria.org/Bava_Kamma.116b:27	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.12.10		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.181.2	sefaria.org/Tur,_Choshen_Mishpat.181		Bava_Kamma.116b:27	Mishneh_Torah,_Robbery_and_Lost_Property.12.10		Shulchan_Arukh,_Choshen_Mishpat.181.2	Tur,_Choshen_Mishpat.181
116b:27						ח"מ	176.28	ח"מ	176	http://www.sefaria.org/Bava_Kamma.116b:27			sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.176.28	sefaria.org/Tur,_Choshen_Mishpat.176		Bava_Kamma.116b:27			Shulchan_Arukh,_Choshen_Mishpat.176.28	Tur,_Choshen_Mishpat.176
116b:29		גזילה ואבידה	12.10			ח"מ	181.3	ח"מ	181	http://www.sefaria.org/Bava_Kamma.116b:29	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.12.10		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.181.3	sefaria.org/Tur,_Choshen_Mishpat.181		Bava_Kamma.116b:29	Mishneh_Torah,_Robbery_and_Lost_Property.12.10		Shulchan_Arukh,_Choshen_Mishpat.181.3	Tur,_Choshen_Mishpat.181
116b:30		שכירות	9.4	עשין	89	ח"מ	333.3	ח"מ	333	http://www.sefaria.org/Bava_Kamma.116b:30	sefaria.org/Mishneh_Torah,_Hiring.9.4	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.89	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.333.3	sefaria.org/Tur,_Choshen_Mishpat.333		Bava_Kamma.116b:30	Mishneh_Torah,_Hiring.9.4	Sefer_Mitzvot_Gadol,_Volume_Two.89	Shulchan_Arukh,_Choshen_Mishpat.333.3	Tur,_Choshen_Mishpat.333
116b:31		שכירות	9.4	עשין	89	ח"מ	333.3	ח"מ	333	http://www.sefaria.org/Bava_Kamma.116b:31	sefaria.org/Mishneh_Torah,_Hiring.9.4	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.89	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.333.3	sefaria.org/Tur,_Choshen_Mishpat.333		Bava_Kamma.116b:31	Mishneh_Torah,_Hiring.9.4	Sefer_Mitzvot_Gadol,_Volume_Two.89	Shulchan_Arukh,_Choshen_Mishpat.333.3	Tur,_Choshen_Mishpat.333
116b:34		גזילה ואבידה	12.9	עשין	74	ח"מ	181.1	ח"מ	181	http://www.sefaria.org/Bava_Kamma.116b:34	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.12.9	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.74	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.181.1	sefaria.org/Tur,_Choshen_Mishpat.181		Bava_Kamma.116b:34	Mishneh_Torah,_Robbery_and_Lost_Property.12.9	Sefer_Mitzvot_Gadol,_Volume_Two.74	Shulchan_Arukh,_Choshen_Mishpat.181.1	Tur,_Choshen_Mishpat.181
116b:34		שלוחין ושותפין	5.7						0	http://www.sefaria.org/Bava_Kamma.116b:34	sefaria.org/Mishneh_Torah,_Agents_and_Partners.5.7					Bava_Kamma.116b:34	Mishneh_Torah,_Agents_and_Partners.5.7			
116b:36		גזילה ואבידה	9.2			ח"מ	371.3	ח"מ	371	http://www.sefaria.org/Bava_Kamma.116b:36	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.9.2		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.371.3	sefaria.org/Tur,_Choshen_Mishpat.371		Bava_Kamma.116b:36	Mishneh_Torah,_Robbery_and_Lost_Property.9.2		Shulchan_Arukh,_Choshen_Mishpat.371.3	Tur,_Choshen_Mishpat.371
116b:50		גזילה ואבידה	9.3			ח"מ	371.4	ח"מ	371	http://www.sefaria.org/Bava_Kamma.116b:50	sefaria.org/Mishneh_Torah,_Robbery_and_Lost_Property.9.3		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.371.4	sefaria.org/Tur,_Choshen_Mishpat.371		Bava_Kamma.116b:50	Mishneh_Torah,_Robbery_and_Lost_Property.9.3		Shulchan_Arukh,_Choshen_Mishpat.371.4	Tur,_Choshen_Mishpat.371
117a:6		חובל ומזיק	7.1	עשין	70	ח"מ	385.1	ח"מ	385	http://www.sefaria.org/Bava_Kamma.117a:6	sefaria.org/Mishneh_Torah,_One_Who_Injures_a_Person_or_Property.7.1	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.70	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.385.1	sefaria.org/Tur,_Choshen_Mishpat.385		Bava_Kamma.117a:6	Mishneh_Torah,_One_Who_Injures_a_Person_or_Property.7.1	Sefer_Mitzvot_Gadol,_Volume_Two.70	Shulchan_Arukh,_Choshen_Mishpat.385.1	Tur,_Choshen_Mishpat.385
117a:6		חובל ומזיק	7.2						0	http://www.sefaria.org/Bava_Kamma.117a:6	sefaria.org/Mishneh_Torah,_One_Who_Injures_a_Person_or_Property.7.2					Bava_Kamma.117a:6	Mishneh_Torah,_One_Who_Injures_a_Person_or_Property.7.2			
117a:19		גניבה	3.2						0	http://www.sefaria.org/Bava_Kamma.117a:19	sefaria.org/Mishneh_Torah,_Theft.3.2					Bava_Kamma.117a:19	Mishneh_Torah,_Theft.3.2			
117a:27		חובל ומזיק	8.3	עשין	70	ח"מ	388.2	ח"מ	388	http://www.sefaria.org/Bava_Kamma.117a:27	sefaria.org/Mishneh_Torah,_One_Who_Injures_a_Person_or_Property.8.3	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.70	sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.388.2	sefaria.org/Tur,_Choshen_Mishpat.388		Bava_Kamma.117a:27	Mishneh_Torah,_One_Who_Injures_a_Person_or_Property.8.3	Sefer_Mitzvot_Gadol,_Volume_Two.70	Shulchan_Arukh,_Choshen_Mishpat.388.2	Tur,_Choshen_Mishpat.388
117a:29		חובל ומזיק	8.3						0	http://www.sefaria.org/Bava_Kamma.117a:29	sefaria.org/Mishneh_Torah,_One_Who_Injures_a_Person_or_Property.8.3					Bava_Kamma.117a:29	Mishneh_Torah,_One_Who_Injures_a_Person_or_Property.8.3			
117a:36		חובל ומזיק	8.4						0	http://www.sefaria.org/Bava_Kamma.117a:36	sefaria.org/Mishneh_Torah,_One_Who_Injures_a_Person_or_Property.8.4					Bava_Kamma.117a:36	Mishneh_Torah,_One_Who_Injures_a_Person_or_Property.8.4			
117a:47		חובל ומזיק	8.5			ח"מ	388.5	ח"מ	388	http://www.sefaria.org/Bava_Kamma.117a:47	sefaria.org/Mishneh_Torah,_One_Who_Injures_a_Person_or_Property.8.5		sefaria.org/Shulchan_Arukh,_Choshen_Mishpat.388.5	sefaria.org/Tur,_Choshen_Mishpat.388		Bava_Kamma.117a:47	Mishneh_Torah,_One_Who_Injures_a_Person_or_Property.8.5		Shulchan_Arukh,_Choshen_Mishpat.388.5	Tur,_Choshen_Mishpat.388
