Talmud		Rambam		SMG		ShuA		Tur		Talmud	Rambam	SMG	ShuA	Tur	Comments					
19a.46		שופר וסוכה ולולב	4.3	עשין	43	א"ח	631.7	א"ח	631	http://www.sefaria.org/Sukkah.19a.46	sefaria.org/Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.4.3	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.43	sefaria.org/Shulchan_Arukh,_Orach_Chayim.631.7	sefaria.org/Tur,_Orach_Chaim.631		Sukkah.19a.46	Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.4.3	Sefer_Mitzvot_Gadol,_Volume_Two.43	Shulchan_Arukh,_Orach_Chayim.631.7	Tur,_Orach_Chaim.631
19b.2		שופר וסוכה ולולב	4.7	עשין	43	א"ח	631.10	א"ח	631	http://www.sefaria.org/Sukkah.19b.2	sefaria.org/Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.4.7	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.43	sefaria.org/Shulchan_Arukh,_Orach_Chayim.631.10	sefaria.org/Tur,_Orach_Chaim.631		Sukkah.19b.2	Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.4.7	Sefer_Mitzvot_Gadol,_Volume_Two.43	Shulchan_Arukh,_Orach_Chayim.631.10	Tur,_Orach_Chaim.631
19b.4		שופר וסוכה ולולב	4.7	עשין	43	א"ח	631.10	א"ח	631	http://www.sefaria.org/Sukkah.19b.4	sefaria.org/Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.4.7	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.43	sefaria.org/Shulchan_Arukh,_Orach_Chayim.631.10	sefaria.org/Tur,_Orach_Chaim.631		Sukkah.19b.4	Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.4.7	Sefer_Mitzvot_Gadol,_Volume_Two.43	Shulchan_Arukh,_Orach_Chayim.631.10	Tur,_Orach_Chaim.631
19b.17		כלים	25.13							http://www.sefaria.org/Sukkah.19b.17	sefaria.org/Mishneh_Torah,_Vessels.25.13					Sukkah.19b.17	Mishneh_Torah,_Vessels.25.13			
19b.17		שופר וסוכה ולולב	5.6	עשין	43	א"ח	629.6	א"ח	629	http://www.sefaria.org/Sukkah.19b.17	sefaria.org/Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.5.6	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.43	sefaria.org/Shulchan_Arukh,_Orach_Chayim.629.6	sefaria.org/Tur,_Orach_Chaim.629		Sukkah.19b.17	Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.5.6	Sefer_Mitzvot_Gadol,_Volume_Two.43	Shulchan_Arukh,_Orach_Chayim.629.6	Tur,_Orach_Chaim.629
19b.34		שופר וסוכה ולולב	5.6	עשין	43	א"ח	629.6	א"ח	629	http://www.sefaria.org/Sukkah.19b.34	sefaria.org/Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.5.6	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.43	sefaria.org/Shulchan_Arukh,_Orach_Chayim.629.6	sefaria.org/Tur,_Orach_Chaim.629		Sukkah.19b.34	Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.5.6	Sefer_Mitzvot_Gadol,_Volume_Two.43	Shulchan_Arukh,_Orach_Chayim.629.6	Tur,_Orach_Chaim.629
20a.24		שופר וסוכה ולולב	5.6			א"ח	629.6	א"ח	629	http://www.sefaria.org/Sukkah.20a.24	sefaria.org/Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.5.6		sefaria.org/Shulchan_Arukh,_Orach_Chayim.629.6	sefaria.org/Tur,_Orach_Chaim.629		Sukkah.20a.24	Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.5.6		Shulchan_Arukh,_Orach_Chayim.629.6	Tur,_Orach_Chaim.629
20a.34		כלים	23.6							http://www.sefaria.org/Sukkah.20a.34	sefaria.org/Mishneh_Torah,_Vessels.23.6					Sukkah.20a.34	Mishneh_Torah,_Vessels.23.6			
20a.36		כלים	23.6							http://www.sefaria.org/Sukkah.20a.36	sefaria.org/Mishneh_Torah,_Vessels.23.6					Sukkah.20a.36	Mishneh_Torah,_Vessels.23.6			
20b.31		שופר וסוכה ולולב	5.23	עשין	43	א"ח	627.1	א"ח	627	http://www.sefaria.org/Sukkah.20b.31	sefaria.org/Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.5.23	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.43	sefaria.org/Shulchan_Arukh,_Orach_Chayim.627.1	sefaria.org/Tur,_Orach_Chaim.627		Sukkah.20b.31	Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.5.23	Sefer_Mitzvot_Gadol,_Volume_Two.43	Shulchan_Arukh,_Orach_Chayim.627.1	Tur,_Orach_Chaim.627
20b.40		שופר וסוכה ולולב	5.23	עשין	43	א"ח	627.1	א"ח	627	http://www.sefaria.org/Sukkah.20b.40	sefaria.org/Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.5.23	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.43	sefaria.org/Shulchan_Arukh,_Orach_Chayim.627.1	sefaria.org/Tur,_Orach_Chaim.627		Sukkah.20b.40	Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.5.23	Sefer_Mitzvot_Gadol,_Volume_Two.43	Shulchan_Arukh,_Orach_Chayim.627.1	Tur,_Orach_Chaim.627
20b.42		טומאת מת	13.1	עשין	231					http://www.sefaria.org/Sukkah.20b.42	sefaria.org/Mishneh_Torah,_Defilement_by_a_Corpse.13.1	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.231				Sukkah.20b.42	Mishneh_Torah,_Defilement_by_a_Corpse.13.1	Sefer_Mitzvot_Gadol,_Volume_Two.231		
21a.7		פרה אדומה	2.7	עשין	232					http://www.sefaria.org/Sukkah.21a.7	sefaria.org/Mishneh_Torah,_Red_Heifer.2.7	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.232				Sukkah.21a.7	Mishneh_Torah,_Red_Heifer.2.7	Sefer_Mitzvot_Gadol,_Volume_Two.232		
21b.30						א"ח	630.13	א"ח	630	http://www.sefaria.org/Sukkah.21b.30			sefaria.org/Shulchan_Arukh,_Orach_Chayim.630.13	sefaria.org/Tur,_Orach_Chaim.630		Sukkah.21b.30			Shulchan_Arukh,_Orach_Chayim.630.13	Tur,_Orach_Chaim.630
21b.32						א"ח	630.13	א"ח	630	http://www.sefaria.org/Sukkah.21b.32			sefaria.org/Shulchan_Arukh,_Orach_Chayim.630.13	sefaria.org/Tur,_Orach_Chaim.630		Sukkah.21b.32			Shulchan_Arukh,_Orach_Chayim.630.13	Tur,_Orach_Chaim.630
21b.41						א"ח	630.13	א"ח	630	http://www.sefaria.org/Sukkah.21b.41			sefaria.org/Shulchan_Arukh,_Orach_Chayim.630.13	sefaria.org/Tur,_Orach_Chaim.630		Sukkah.21b.41			Shulchan_Arukh,_Orach_Chayim.630.13	Tur,_Orach_Chaim.630
22a.5		שופר וסוכה ולולב	5.19	עשין	43	א"ח	631.4	א"ח	631	http://www.sefaria.org/Sukkah.22a.5	sefaria.org/Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.5.19	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.43	sefaria.org/Shulchan_Arukh,_Orach_Chayim.631.4	sefaria.org/Tur,_Orach_Chaim.631		Sukkah.22a.5	Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.5.19	Sefer_Mitzvot_Gadol,_Volume_Two.43	Shulchan_Arukh,_Orach_Chayim.631.4	Tur,_Orach_Chaim.631
22a.5		שופר וסוכה ולולב	5.20							http://www.sefaria.org/Sukkah.22a.5	sefaria.org/Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.5.20					Sukkah.22a.5	Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.5.20			
22a.7		שופר וסוכה ולולב	5.21			א"ח	631.5	א"ח	631	http://www.sefaria.org/Sukkah.22a.7	sefaria.org/Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.5.21		sefaria.org/Shulchan_Arukh,_Orach_Chayim.631.5	sefaria.org/Tur,_Orach_Chaim.631		Sukkah.22a.7	Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.5.21		Shulchan_Arukh,_Orach_Chayim.631.5	Tur,_Orach_Chaim.631
22a.15		שופר וסוכה ולולב	5.21			א"ח	631.5	א"ח	631	http://www.sefaria.org/Sukkah.22a.15	sefaria.org/Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.5.21		sefaria.org/Shulchan_Arukh,_Orach_Chayim.631.5	sefaria.org/Tur,_Orach_Chaim.631		Sukkah.22a.15	Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.5.21		Shulchan_Arukh,_Orach_Chayim.631.5	Tur,_Orach_Chaim.631
22a.17		שופר וסוכה ולולב	5.21			א"ח	631.5	א"ח	631	http://www.sefaria.org/Sukkah.22a.17	sefaria.org/Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.5.21		sefaria.org/Shulchan_Arukh,_Orach_Chayim.631.5	sefaria.org/Tur,_Orach_Chaim.631		Sukkah.22a.17	Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.5.21		Shulchan_Arukh,_Orach_Chayim.631.5	Tur,_Orach_Chaim.631
22a.20		טומאת מת	6.6							http://www.sefaria.org/Sukkah.22a.20	sefaria.org/Mishneh_Torah,_Defilement_by_a_Corpse.6.6					Sukkah.22a.20	Mishneh_Torah,_Defilement_by_a_Corpse.6.6			
22a.24		טומאת מת	6.6							http://www.sefaria.org/Sukkah.22a.24	sefaria.org/Mishneh_Torah,_Defilement_by_a_Corpse.6.6					Sukkah.22a.24	Mishneh_Torah,_Defilement_by_a_Corpse.6.6			
22b.2		שבת	17.25			א"ח	363.22	א"ח	363	http://www.sefaria.org/Sukkah.22b.2	sefaria.org/Mishneh_Torah,_Sabbath.17.25		sefaria.org/Shulchan_Arukh,_Orach_Chayim.363.22	sefaria.org/Tur,_Orach_Chaim.363		Sukkah.22b.2	Mishneh_Torah,_Sabbath.17.25		Shulchan_Arukh,_Orach_Chayim.363.22	Tur,_Orach_Chaim.363
22b.5		שבת	17.25			א"ח	363.23	א"ח	363	http://www.sefaria.org/Sukkah.22b.5	sefaria.org/Mishneh_Torah,_Sabbath.17.25		sefaria.org/Shulchan_Arukh,_Orach_Chayim.363.23	sefaria.org/Tur,_Orach_Chaim.363		Sukkah.22b.5	Mishneh_Torah,_Sabbath.17.25		Shulchan_Arukh,_Orach_Chayim.363.23	Tur,_Orach_Chaim.363
22b.17		שופר וסוכה ולולב	5.19	עשין	43	א"ח	631.1	א"ח	631	http://www.sefaria.org/Sukkah.22b.17	sefaria.org/Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.5.19	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.43	sefaria.org/Shulchan_Arukh,_Orach_Chayim.631.1	sefaria.org/Tur,_Orach_Chaim.631		Sukkah.22b.17	Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.5.19	Sefer_Mitzvot_Gadol,_Volume_Two.43	Shulchan_Arukh,_Orach_Chayim.631.1	Tur,_Orach_Chaim.631
22b.23		שופר וסוכה ולולב	5.21			א"ח	631.3	א"ח	631	http://www.sefaria.org/Sukkah.22b.23	sefaria.org/Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.5.21		sefaria.org/Shulchan_Arukh,_Orach_Chayim.631.3	sefaria.org/Tur,_Orach_Chaim.631		Sukkah.22b.23	Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.5.21		Shulchan_Arukh,_Orach_Chayim.631.3	Tur,_Orach_Chaim.631
22b.25		שופר וסוכה ולולב	4.6			א"ח	628.2	א"ח	628	http://www.sefaria.org/Sukkah.22b.25	sefaria.org/Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.4.6		sefaria.org/Shulchan_Arukh,_Orach_Chayim.628.2	sefaria.org/Tur,_Orach_Chaim.628		Sukkah.22b.25	Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.4.6		Shulchan_Arukh,_Orach_Chayim.628.2	Tur,_Orach_Chaim.628
22b.26		שופר וסוכה ולולב	4.6			א"ח	628.3	א"ח	628	http://www.sefaria.org/Sukkah.22b.26	sefaria.org/Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.4.6		sefaria.org/Shulchan_Arukh,_Orach_Chayim.628.3	sefaria.org/Tur,_Orach_Chaim.628		Sukkah.22b.26	Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.4.6		Shulchan_Arukh,_Orach_Chayim.628.3	Tur,_Orach_Chaim.628
23a.11		שופר וסוכה ולולב	4.5			א"ח	628.2	א"ח	628	http://www.sefaria.org/Sukkah.23a.11	sefaria.org/Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.4.5		sefaria.org/Shulchan_Arukh,_Orach_Chayim.628.2	sefaria.org/Tur,_Orach_Chaim.628		Sukkah.23a.11	Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.4.5		Shulchan_Arukh,_Orach_Chayim.628.2	Tur,_Orach_Chaim.628
23a.16		שופר וסוכה ולולב	4.5			א"ח	628.2	א"ח	628	http://www.sefaria.org/Sukkah.23a.16	sefaria.org/Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.4.5		sefaria.org/Shulchan_Arukh,_Orach_Chayim.628.2	sefaria.org/Tur,_Orach_Chaim.628		Sukkah.23a.16	Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.4.5		Shulchan_Arukh,_Orach_Chayim.628.2	Tur,_Orach_Chaim.628
23a.25		שופר וסוכה ולולב	4.16			א"ח	630.11	א"ח	630	http://www.sefaria.org/Sukkah.23a.25	sefaria.org/Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.4.16		sefaria.org/Shulchan_Arukh,_Orach_Chayim.630.11	sefaria.org/Tur,_Orach_Chaim.630		Sukkah.23a.25	Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.4.16		Shulchan_Arukh,_Orach_Chayim.630.11	Tur,_Orach_Chaim.630
23b.4		תרומות	9.2							http://www.sefaria.org/Sukkah.23b.4	sefaria.org/Mishneh_Torah,_Heave_Offerings.9.2					Sukkah.23b.4	Mishneh_Torah,_Heave_Offerings.9.2			
23b.5		תרומות	9.1							http://www.sefaria.org/Sukkah.23b.5	sefaria.org/Mishneh_Torah,_Heave_Offerings.9.1					Sukkah.23b.5	Mishneh_Torah,_Heave_Offerings.9.1			
24a.29		טומאת מת	6.4							http://www.sefaria.org/Sukkah.24a.29	sefaria.org/Mishneh_Torah,_Defilement_by_a_Corpse.6.4					Sukkah.24a.29	Mishneh_Torah,_Defilement_by_a_Corpse.6.4			
24b.9		גירושין	1.6	עשין	50	אה"ע	124.2	אה"ע	124	http://www.sefaria.org/Sukkah.24b.9	sefaria.org/Mishneh_Torah,_Divorce.1.6	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.50	sefaria.org/Shulchan_Arukh,_Even_HaEzer.124.2	sefaria.org/Tur,_Even_HaEzer.124		Sukkah.24b.9	Mishneh_Torah,_Divorce.1.6	Sefer_Mitzvot_Gadol,_Volume_Two.50	Shulchan_Arukh,_Even_HaEzer.124.2	Tur,_Even_HaEzer.124
24b.9		גירושין	4.3							http://www.sefaria.org/Sukkah.24b.9	sefaria.org/Mishneh_Torah,_Divorce.4.3					Sukkah.24b.9	Mishneh_Torah,_Divorce.4.3			
24b.19		גירושין	8.11	עשין	50	אה"ע	143.20	אה"ע	143	http://www.sefaria.org/Sukkah.24b.19	sefaria.org/Mishneh_Torah,_Divorce.8.11	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.50	sefaria.org/Shulchan_Arukh,_Even_HaEzer.143.20	sefaria.org/Tur,_Even_HaEzer.143		Sukkah.24b.19	Mishneh_Torah,_Divorce.8.11	Sefer_Mitzvot_Gadol,_Volume_Two.50	Shulchan_Arukh,_Even_HaEzer.143.20	Tur,_Even_HaEzer.143
24b.19		גירושין	8.11			אה"ע	143.21	אה"ע	143	http://www.sefaria.org/Sukkah.24b.19	sefaria.org/Mishneh_Torah,_Divorce.8.11		sefaria.org/Shulchan_Arukh,_Even_HaEzer.143.21	sefaria.org/Tur,_Even_HaEzer.143		Sukkah.24b.19	Mishneh_Torah,_Divorce.8.11		Shulchan_Arukh,_Even_HaEzer.143.21	Tur,_Even_HaEzer.143
24b.26		שבת	16.15			א"ח	362.1	א"ח	362	http://www.sefaria.org/Sukkah.24b.26	sefaria.org/Mishneh_Torah,_Sabbath.16.15		sefaria.org/Shulchan_Arukh,_Orach_Chayim.362.1	sefaria.org/Tur,_Orach_Chaim.362		Sukkah.24b.26	Mishneh_Torah,_Sabbath.16.15		Shulchan_Arukh,_Orach_Chayim.362.1	Tur,_Orach_Chaim.362
24b.28		שופר וסוכה ולולב	4.5			א"ח	630.10	א"ח	630	http://www.sefaria.org/Sukkah.24b.28	sefaria.org/Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.4.5		sefaria.org/Shulchan_Arukh,_Orach_Chayim.630.10	sefaria.org/Tur,_Orach_Chaim.630		Sukkah.24b.28	Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.4.5		Shulchan_Arukh,_Orach_Chayim.630.10	Tur,_Orach_Chaim.630
24b.40		שבת	16.24							http://www.sefaria.org/Sukkah.24b.40	sefaria.org/Mishneh_Torah,_Sabbath.16.24					Sukkah.24b.40	Mishneh_Torah,_Sabbath.16.24			
25a.3		שבת	16.4	לאוין	65	א"ח	396.2	א"ח	396	http://www.sefaria.org/Sukkah.25a.3	sefaria.org/Mishneh_Torah,_Sabbath.16.4	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_One.65	sefaria.org/Shulchan_Arukh,_Orach_Chayim.396.2	sefaria.org/Tur,_Orach_Chaim.396		Sukkah.25a.3	Mishneh_Torah,_Sabbath.16.4	Sefer_Mitzvot_Gadol,_Volume_One.65	Shulchan_Arukh,_Orach_Chayim.396.2	Tur,_Orach_Chaim.396
25a.3		שבת	27.4							http://www.sefaria.org/Sukkah.25a.3	sefaria.org/Mishneh_Torah,_Sabbath.27.4					Sukkah.25a.3	Mishneh_Torah,_Sabbath.27.4			
25a.3		עירובין	7.4	עשין דרבנן א	1					http://www.sefaria.org/Sukkah.25a.3	sefaria.org/Mishneh_Torah,_Eruvin.7.4	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two,_Laws_of_Eruvin.1				Sukkah.25a.3	Mishneh_Torah,_Eruvin.7.4	Sefer_Mitzvot_Gadol,_Volume_Two,_Laws_of_Eruvin.1		
25a.5		שופר וסוכה ולולב	6.4			א"ח	640.7	א"ח	640	http://www.sefaria.org/Sukkah.25a.5	sefaria.org/Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.6.4		sefaria.org/Shulchan_Arukh,_Orach_Chayim.640.7	sefaria.org/Tur,_Orach_Chaim.640		Sukkah.25a.5	Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.6.4		Shulchan_Arukh,_Orach_Chayim.640.7	Tur,_Orach_Chaim.640
25a.11		קריאת שמע	4.1	עשין	18	א"ח	70.3	א"ח	70	http://www.sefaria.org/Sukkah.25a.11	sefaria.org/Mishneh_Torah,_Reading_the_Shema.4.1	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.18	sefaria.org/Shulchan_Arukh,_Orach_Chayim.70.3	sefaria.org/Tur,_Orach_Chaim.70		Sukkah.25a.11	Mishneh_Torah,_Reading_the_Shema.4.1	Sefer_Mitzvot_Gadol,_Volume_Two.18	Shulchan_Arukh,_Orach_Chayim.70.3	Tur,_Orach_Chaim.70
25a.22		אבל	4.9	עשין דרבנן ב	1	א"ח	38.5	א"ח	38	http://www.sefaria.org/Sukkah.25a.22	sefaria.org/Mishneh_Torah,_Mourning.4.9	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two,_Laws_of_Mourning.1	sefaria.org/Shulchan_Arukh,_Orach_Chayim.38.5	sefaria.org/Tur,_Orach_Chaim.38		Sukkah.25a.22	Mishneh_Torah,_Mourning.4.9	Sefer_Mitzvot_Gadol,_Volume_Two,_Laws_of_Mourning.1	Shulchan_Arukh,_Orach_Chayim.38.5	Tur,_Orach_Chaim.38
25a.22						י"ד	380.1	י"ד	380	http://www.sefaria.org/Sukkah.25a.22			sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.380.1	sefaria.org/Tur,_Yoreh_Deah.380		Sukkah.25a.22			Shulchan_Arukh,_Yoreh_De'ah.380.1	Tur,_Yoreh_Deah.380
25a.22						י"ד	388.1	י"ד	388	http://www.sefaria.org/Sukkah.25a.22			sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.388.1	sefaria.org/Tur,_Yoreh_Deah.388		Sukkah.25a.22			Shulchan_Arukh,_Yoreh_De'ah.388.1	Tur,_Yoreh_Deah.388
25b.5		קרבן פסח	6.2	עשין	224					http://www.sefaria.org/Sukkah.25b.5	sefaria.org/Mishneh_Torah,_Paschal_Offering.6.2	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.224				Sukkah.25b.5	Mishneh_Torah,_Paschal_Offering.6.2	Sefer_Mitzvot_Gadol,_Volume_Two.224		
25b.10		אבל	4.9	עשין דרבנן ב	1	א"ח	38.5	א"ח	38	http://www.sefaria.org/Sukkah.25b.10	sefaria.org/Mishneh_Torah,_Mourning.4.9	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two,_Laws_of_Mourning.1	sefaria.org/Shulchan_Arukh,_Orach_Chayim.38.5	sefaria.org/Tur,_Orach_Chaim.38		Sukkah.25b.10	Mishneh_Torah,_Mourning.4.9	Sefer_Mitzvot_Gadol,_Volume_Two,_Laws_of_Mourning.1	Shulchan_Arukh,_Orach_Chayim.38.5	Tur,_Orach_Chaim.38
25b.10						י"ד	380.1	י"ד	380	http://www.sefaria.org/Sukkah.25b.10			sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.380.1	sefaria.org/Tur,_Yoreh_Deah.380		Sukkah.25b.10			Shulchan_Arukh,_Yoreh_De'ah.380.1	Tur,_Yoreh_Deah.380
25b.10						י"ד	388.1	י"ד	388	http://www.sefaria.org/Sukkah.25b.10			sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.388.1	sefaria.org/Tur,_Yoreh_Deah.388		Sukkah.25b.10			Shulchan_Arukh,_Yoreh_De'ah.388.1	Tur,_Yoreh_Deah.388
25b.12		אבל	4.9	עשין דרבנן ב	1	א"ח	38.5	א"ח	38	http://www.sefaria.org/Sukkah.25b.12	sefaria.org/Mishneh_Torah,_Mourning.4.9	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two,_Laws_of_Mourning.1	sefaria.org/Shulchan_Arukh,_Orach_Chayim.38.5	sefaria.org/Tur,_Orach_Chaim.38		Sukkah.25b.12	Mishneh_Torah,_Mourning.4.9	Sefer_Mitzvot_Gadol,_Volume_Two,_Laws_of_Mourning.1	Shulchan_Arukh,_Orach_Chayim.38.5	Tur,_Orach_Chaim.38
25b.12						י"ד	380.1	י"ד	380	http://www.sefaria.org/Sukkah.25b.12			sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.380.1	sefaria.org/Tur,_Yoreh_Deah.380		Sukkah.25b.12			Shulchan_Arukh,_Yoreh_De'ah.380.1	Tur,_Yoreh_Deah.380
25b.12						י"ד	388.1	י"ד	388	http://www.sefaria.org/Sukkah.25b.12			sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.388.1	sefaria.org/Tur,_Yoreh_Deah.388		Sukkah.25b.12			Shulchan_Arukh,_Yoreh_De'ah.388.1	Tur,_Yoreh_Deah.388
25b.14		שופר וסוכה ולולב	6.3	עשין	43	א"ח	640.5	א"ח	640	http://www.sefaria.org/Sukkah.25b.14	sefaria.org/Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.6.3	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.43	sefaria.org/Shulchan_Arukh,_Orach_Chayim.640.5	sefaria.org/Tur,_Orach_Chaim.640		Sukkah.25b.14	Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.6.3	Sefer_Mitzvot_Gadol,_Volume_Two.43	Shulchan_Arukh,_Orach_Chayim.640.5	Tur,_Orach_Chaim.640
25b.21		שופר וסוכה ולולב	6.3			א"ח	640.6	א"ח	640	http://www.sefaria.org/Sukkah.25b.21	sefaria.org/Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.6.3		sefaria.org/Shulchan_Arukh,_Orach_Chayim.640.6	sefaria.org/Tur,_Orach_Chaim.640		Sukkah.25b.21	Mishneh_Torah,_Shofar,_Sukkah_and_Lulav.6.3		Shulchan_Arukh,_Orach_Chayim.640.6	Tur,_Orach_Chaim.640
25b.36								א"ח	640	http://www.sefaria.org/Sukkah.25b.36				sefaria.org/Tur,_Orach_Chaim.640		Sukkah.25b.36				Tur,_Orach_Chaim.640
25b.38		תפילה וברכת כהנים	6	עשין	19	א"ח	106.1	א"ח	106	http://www.sefaria.org/Sukkah.25b.38	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.6	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.19	sefaria.org/Shulchan_Arukh,_Orach_Chayim.106.1	sefaria.org/Tur,_Orach_Chaim.106		Sukkah.25b.38	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.6	Sefer_Mitzvot_Gadol,_Volume_Two.19	Shulchan_Arukh,_Orach_Chayim.106.1	Tur,_Orach_Chaim.106
25b.38								א"ח	38	http://www.sefaria.org/Sukkah.25b.38				sefaria.org/Tur,_Orach_Chaim.38		Sukkah.25b.38				Tur,_Orach_Chaim.38
25b.38		תפילין ומזוזה וספר תורה	4.13	עשין	22	א"ח	38.7	א"ח	38	http://www.sefaria.org/Sukkah.25b.38	sefaria.org/Mishneh_Torah,_Tefillin,_Mezuzah_and_the_Torah_Scroll.4.13	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.22	sefaria.org/Shulchan_Arukh,_Orach_Chayim.38.7	sefaria.org/Tur,_Orach_Chaim.38		Sukkah.25b.38	Mishneh_Torah,_Tefillin,_Mezuzah_and_the_Torah_Scroll.4.13	Sefer_Mitzvot_Gadol,_Volume_Two.22	Shulchan_Arukh,_Orach_Chayim.38.7	Tur,_Orach_Chaim.38
26a.2		קריאת שמע	4.1	עשין	19	א"ח	70.3	א"ח	70	http://www.sefaria.org/Sukkah.26a.2	sefaria.org/Mishneh_Torah,_Reading_the_Shema.4.1	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.19	sefaria.org/Shulchan_Arukh,_Orach_Chayim.70.3	sefaria.org/Tur,_Orach_Chaim.70		Sukkah.26a.2	Mishneh_Torah,_Reading_the_Shema.4.1	Sefer_Mitzvot_Gadol,_Volume_Two.19	Shulchan_Arukh,_Orach_Chayim.70.3	Tur,_Orach_Chaim.70
26a.4						א"ח	38.8	א"ח	38	http://www.sefaria.org/Sukkah.26a.4			sefaria.org/Shulchan_Arukh,_Orach_Chayim.38.8	sefaria.org/Tur,_Orach_Chaim.38		Sukkah.26a.4			Shulchan_Arukh,_Orach_Chayim.38.8	Tur,_Orach_Chaim.38
