Name,Match Name 1,Match Name 2,Match Name 3,Match Name 4,Match Name 5,Match Name 6,Match Name 7,Match Name 8,Match Name 9,Match Name 10,Match Name 11,Match Name 12,Match Name 13,Match Name 14,Match Name 15,Match URL 1,Match URL 2,Match URL 3,Match URL 4,Match URL 5,Match URL 6,Match URL 7,Match URL 8,Match URL 9,Match URL 10,Match URL 11,Match URL 12,Match URL 13,Match URL 14,Match URL 15
רב אדא בר אחוה,רב אדא בר אהבה,רב אדא בר אהבה,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Adda%20b.%20Ahavah%20(I),https://www.sefaria.org/person/Rav%20Adda%20b.%20Ahavah%20(II),,,,,,,,,,,,,
מר בר רב אשי,מר בר רב אשי,,,,,,,,,,,,,,,https://www.sefaria.org/person/Mar%20b.%20Rav%20Ashi,,,,,,,,,,,,,,
ר אבא דמן חיפה,רבי אבא,רבי אבא בן הייא בן אבא,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Abba,https://www.sefaria.org/person/Rabbi%20Abba%20b.%20Hiyya%20b.%20Abba,,,,,,,,,,,,,
רבי תנחום,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רבי חנינא בר פפי,רבי חנינא בר חמא,רבי חנינה בר פפא‎,רבי חנינא דציפורי,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Hanina%20b.%20Hama,https://www.sefaria.org/person/Rabbi%20Hanina%20b.%20Pappa,https://www.sefaria.org/person/Rabbi%20Hanina%20of%20Tzipori,,,,,,,,,,,,
רב אויא סבא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שבור מלכא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
נתן צוציתא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רבי פרידא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רבי מיאשא בר בריה דר יהושע,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רב אידית,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רב חסדא,רב חסדא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Hisda,,,,,,,,,,,,,,
רב מתנה,רב מתנא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Matenah,,,,,,,,,,,,,,
רבי חייא בר בא,רבי חייא בן אבא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Hiyya%20b.%20Abba,,,,,,,,,,,,,,
רב שמואל בר יהודה,שמואל,רבי שמואל בן יצחק,רבי שמואל בן נחמן,רבי שמואל בר יוסי בר בון,,,,,,,,,,,,https://www.sefaria.org/person/Shmuel,https://www.sefaria.org/person/Rabbi%20Shmuel%20b.%20Yitzhak,https://www.sefaria.org/person/Rabbi%20Shmuel%20b.%20Nahmani,https://www.sefaria.org/person/Rabbi%20Shmuel%20b.%20Yose%20b.%20Boon,,,,,,,,,,,
רב חנן,רב חנן בר רבא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Hanan%20b.%20Rabbah,,,,,,,,,,,,,,
מר עוקבא,מר עוקבא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Mar%20Ukva,,,,,,,,,,,,,,
רב עולא בריה דרב עילאי,עולא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Ulla,,,,,,,,,,,,,,
אמימר,אמימר,,,,,,,,,,,,,,,https://www.sefaria.org/person/Amemar,,,,,,,,,,,,,,
רבי שמעון בר רבי,רבי שמעון בן לקיש,רבי שמעון בן פזי,רבי שמעון בן אבא,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Shimon%20b.%20Lakish,https://www.sefaria.org/person/Rabbi%20Shimon%20b.%20Pazzi,https://www.sefaria.org/person/Rabbi%20Shimon%20b.%20Abba,,,,,,,,,,,,
רבי פנחס,רבי פנחס בר חמא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Pinehas%20b.%20Hama,,,,,,,,,,,,,,
רב חנינא בר שילא,רבי חנינא בר חמא,רבי חנינה בר פפא‎,רבי חנינא דציפורי,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Hanina%20b.%20Hama,https://www.sefaria.org/person/Rabbi%20Hanina%20b.%20Pappa,https://www.sefaria.org/person/Rabbi%20Hanina%20of%20Tzipori,,,,,,,,,,,,
רבי יונתן בן עכמאי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רמי בר יחזקאל,רמי בר אבא,רמי בר חמא,,,,,,,,,,,,,,https://www.sefaria.org/person/Rami%20b.%20Abba,https://www.sefaria.org/person/Rami%20b.%20Hama,,,,,,,,,,,,,
רב משרשיא,רב משרשיא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Mesharshiya,,,,,,,,,,,,,,
רב חמא בר טוביה,רבי חמא בר ביסא,רב חמא בר גוריא,רבי חמא בר חנינא,רב חמא,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Hama%20b.%20Bisa,https://www.sefaria.org/person/Rav%20Hama%20b.%20Gurya,https://www.sefaria.org/person/Rabbi%20Hama%20b.%20Hanina,https://www.sefaria.org/person/Rav%20Hama,,,,,,,,,,,
רבי אחא שר הבירה,רב אחא בר יעקב,רבי אחא,רב אחא בריה דרב איפא,רב אחא בר רבא,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Aha%20b.%20Ya'akov,https://www.sefaria.org/person/Rabbi%20Aha,https://www.sefaria.org/person/Rav%20Aha%20brei%20d'%20R'%20Iqa,https://www.sefaria.org/person/Rav%20Aha%20b.%20Rava,,,,,,,,,,,
רבי אלעזר בן פדת,רבי אלעזר בן פדת,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Elazar%20b.%20Pedat,,,,,,,,,,,,,,
רבי אבא דמן עכו,רבי אבא,רבי אבא בן הייא בן אבא,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Abba,https://www.sefaria.org/person/Rabbi%20Abba%20b.%20Hiyya%20b.%20Abba,,,,,,,,,,,,,
רב יצחק בר יוסף,רב יצחק בר יוסף,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Yitzhak%20b.%20Yosef,,,,,,,,,,,,,,
רב ברונא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רב נחמן,רב נחמן בר יעקב,רב נחמן בר חסדא,רב נחמן בר יצחק,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Nahman%20b.%20Ya'akov,https://www.sefaria.org/person/Rav%20Nahman%20b.%20Hisda,https://www.sefaria.org/person/Rav%20Nahman%20b.%20Yitzhak,,,,,,,,,,,,
רב מרי בר רחל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רב חמא,רב חמא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Hama,,,,,,,,,,,,,,
רבי הושעיא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רב יצחק בר ביסנא,רבי יצחק נפחא,רבי יצחק בן נחמן,רב יצחק בר יוסף,רבי יצחק בן אליעזר,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Yitzhak%20Nappaha,https://www.sefaria.org/person/Rabbi%20Yitzhak%20b.%20Nahman,https://www.sefaria.org/person/Rav%20Yitzhak%20b.%20Yosef,https://www.sefaria.org/person/Rabbi%20Yitzhak%20b.%20Elazar,,,,,,,,,,,
רב עולא בר אבא,עולא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Ulla,,,,,,,,,,,,,,
רבי שמואל בר רבי יוסי,שמואל,רבי שמואל בן יצחק,רבי שמואל בן נחמן,רבי שמואל בר יוסי בר בון,,,,,,,,,,,,https://www.sefaria.org/person/Shmuel,https://www.sefaria.org/person/Rabbi%20Shmuel%20b.%20Yitzhak,https://www.sefaria.org/person/Rabbi%20Shmuel%20b.%20Nahmani,https://www.sefaria.org/person/Rabbi%20Shmuel%20b.%20Yose%20b.%20Boon,,,,,,,,,,,
בטנית,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רב אויא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רב חנניא בר שלמיא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ר אושעיא בריבי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מנימין בר איהי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מרי בר איסק,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אליעזר זעירא,רבי אליעזר בן יוסי,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Eliezer%20b.%20Yose,,,,,,,,,,,,,,
רב אדא בר אבא,רב אדא בר אהבה,רב אדא בר אהבה,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Adda%20b.%20Ahavah%20(I),https://www.sefaria.org/person/Rav%20Adda%20b.%20Ahavah%20(II),,,,,,,,,,,,,
רבי יוסי בר אסיין,רבי יוסי בר זבידא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Yose%20b.%20Zevida,,,,,,,,,,,,,,
רבי אושעיא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ר יאשיה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רב יהודה,יהודה בן חייא,רבי יהודה נשיאה,רב יהודה בן יחזקאל,רבי יהודה נשיאה,רבי יהודה בן פזי,,,,,,,,,,,https://www.sefaria.org/person/Yehudah%20b.%20Hiyya,https://www.sefaria.org/person/Rabbi%20Yehudah%20Nesi'a%20(I),https://www.sefaria.org/person/Rav%20Yehudah%20b.%20Yehezkel,https://www.sefaria.org/person/Rabbi%20Yehudah%20Nesi'a%20(II),https://www.sefaria.org/person/Rabbi%20Yehudah%20b.%20Pazi,,,,,,,,,,
רבי בנאה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רב שמואל בר יצחק,רבי שמואל בן יצחק,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Shmuel%20b.%20Yitzhak,,,,,,,,,,,,,,
ר שמעון בר ווא,רבי שמעון בן לקיש,רבי שמעון בן פזי,רבי שמעון בן אבא,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Shimon%20b.%20Lakish,https://www.sefaria.org/person/Rabbi%20Shimon%20b.%20Pazzi,https://www.sefaria.org/person/Rabbi%20Shimon%20b.%20Abba,,,,,,,,,,,,
מר זוטרא,מר זוטרא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Mar%20Zutra,,,,,,,,,,,,,,
רב נחמן בר יצחק,רב נחמן בר יצחק,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Nahman%20b.%20Yitzhak,,,,,,,,,,,,,,
אלישע בעל כנפים,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רב אחא,רבי אחא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Aha,,,,,,,,,,,,,,
רב זביד,רב זביד,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Zevid,,,,,,,,,,,,,,
רבי אבוה,אבוה דשמואל,,,,,,,,,,,,,,,https://www.sefaria.org/person/Avuha%20Di%20Shmuel,,,,,,,,,,,,,,
רבי חנא בר חנילאי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מר עוקבא בר חמא,מר עוקבא,מר זוטרא,מר בר רב אשי,,,,,,,,,,,,,https://www.sefaria.org/person/Mar%20Ukva,https://www.sefaria.org/person/Mar%20Zutra,https://www.sefaria.org/person/Mar%20b.%20Rav%20Ashi,,,,,,,,,,,,
רבי שמעון בן אליקים,רבי שמעון בן לקיש,רבי שמעון בן פזי,רבי שמעון בן אבא,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Shimon%20b.%20Lakish,https://www.sefaria.org/person/Rabbi%20Shimon%20b.%20Pazzi,https://www.sefaria.org/person/Rabbi%20Shimon%20b.%20Abba,,,,,,,,,,,,
רב דימי אחוה דרב ספרא,רב דימי,רב דימי מנהרדעא,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Dimi,https://www.sefaria.org/person/Rav%20Dimi%20of%20Neharde'a,,,,,,,,,,,,,
מר זוטרא בריה דרב נחמן,מר עוקבא,מר זוטרא,מר בר רב אשי,,,,,,,,,,,,,https://www.sefaria.org/person/Mar%20Ukva,https://www.sefaria.org/person/Mar%20Zutra,https://www.sefaria.org/person/Mar%20b.%20Rav%20Ashi,,,,,,,,,,,,
אבא סוראה,רבי אבא,רבי אבא בן הייא בן אבא,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Abba,https://www.sefaria.org/person/Rabbi%20Abba%20b.%20Hiyya%20b.%20Abba,,,,,,,,,,,,,
רב חנא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רב יוסף בר חמא,רב יוסף בר הייא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Yosef%20b.%20Hiyya,,,,,,,,,,,,,,
רב עוקבא בר חמא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רפרם,רפרם,רפרם,,,,,,,,,,,,,,https://www.sefaria.org/person/Rafram%20(I),https://www.sefaria.org/person/Rafram%20(II),,,,,,,,,,,,,
רב שמואל בר אבא,שמואל,רבי שמואל בן יצחק,רבי שמואל בן נחמן,רבי שמואל בר יוסי בר בון,,,,,,,,,,,,https://www.sefaria.org/person/Shmuel,https://www.sefaria.org/person/Rabbi%20Shmuel%20b.%20Yitzhak,https://www.sefaria.org/person/Rabbi%20Shmuel%20b.%20Nahmani,https://www.sefaria.org/person/Rabbi%20Shmuel%20b.%20Yose%20b.%20Boon,,,,,,,,,,,
רמי בר תמרי,רמי בר אבא,רמי בר חמא,,,,,,,,,,,,,,https://www.sefaria.org/person/Rami%20b.%20Abba,https://www.sefaria.org/person/Rami%20b.%20Hama,,,,,,,,,,,,,
רבי שמעון בן לקיש,רבי שמעון בן לקיש,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Shimon%20b.%20Lakish,,,,,,,,,,,,,,
רבי חנינא בר יוסף,רבי חנינא בר חמא,רבי חנינה בר פפא‎,רבי חנינא דציפורי,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Hanina%20b.%20Hama,https://www.sefaria.org/person/Rabbi%20Hanina%20b.%20Pappa,https://www.sefaria.org/person/Rabbi%20Hanina%20of%20Tzipori,,,,,,,,,,,,
רב מרי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רב פפא בר שמואל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רבי אבא,רבי אבא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Abba,,,,,,,,,,,,,,
עוקבא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מר בריה דרבינא,מר עוקבא,מר זוטרא,מר בר רב אשי,,,,,,,,,,,,,https://www.sefaria.org/person/Mar%20Ukva,https://www.sefaria.org/person/Mar%20Zutra,https://www.sefaria.org/person/Mar%20b.%20Rav%20Ashi,,,,,,,,,,,,
רבי תנחום בן חנילאי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רבי רומנוס,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עיפא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רב אשי,רב אשי‎,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Ashi,,,,,,,,,,,,,,
רבי מנחם בר סימאי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רב סחורה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רב פפא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רב נתן בר אסיא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רבי זעירא,זעירא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Ze'iri,,,,,,,,,,,,,,
רבי יהושע בן לוי,רבי יהושע‎ בן לוי,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Yehoshua%20b.%20Levi,,,,,,,,,,,,,,
רב דימי מנהרדעא,רב דימי מנהרדעא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Dimi%20of%20Neharde'a,,,,,,,,,,,,,,
רב עמרם,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רב פפי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רבי זירא,רבי זירא,רב זירא,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Zera,https://www.sefaria.org/person/Rav%20Zera,,,,,,,,,,,,,
רב אחא בר אבא,רב אחא בר יעקב,רבי אחא,רב אחא בריה דרב איפא,רב אחא בר רבא,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Aha%20b.%20Ya'akov,https://www.sefaria.org/person/Rabbi%20Aha,https://www.sefaria.org/person/Rav%20Aha%20brei%20d'%20R'%20Iqa,https://www.sefaria.org/person/Rav%20Aha%20b.%20Rava,,,,,,,,,,,
רב גידל,רב גידל,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Giddel,,,,,,,,,,,,,,
אביי,אביי‎,,,,,,,,,,,,,,,https://www.sefaria.org/person/Abaye,,,,,,,,,,,,,,
רב יוסף,רב יוסף בר הייא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Yosef%20b.%20Hiyya,,,,,,,,,,,,,,
רבי חגי,רבי חגי,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Haggai,,,,,,,,,,,,,,
רב חייא בר אדא,רבי חייא בן אבא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Hiyya%20b.%20Abba,,,,,,,,,,,,,,
רב הונא בר חיננא,רב הונא,רב הונא בר אבין,רב הונא בר יהושע,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Huna,https://www.sefaria.org/person/Rav%20Huna%20b.%20Avin,https://www.sefaria.org/person/Rav%20Huna%20b.%20Yehoshua,,,,,,,,,,,,
רבי ירמיה,רב ירמיה בר אבא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Yirmeyah%20b.%20Abba,,,,,,,,,,,,,,
רב הונא בר חיון,רב הונא,רב הונא בר אבין,רב הונא בר יהושע,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Huna,https://www.sefaria.org/person/Rav%20Huna%20b.%20Avin,https://www.sefaria.org/person/Rav%20Huna%20b.%20Yehoshua,,,,,,,,,,,,
רבין,רבין,,,,,,,,,,,,,,,https://www.sefaria.org/person/Ravin,,,,,,,,,,,,,,
רבי טבלא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רבי שמעון בן יהוצדק,רבי שמעון בן לקיש,רבי שמעון בן פזי,רבי שמעון בן אבא,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Shimon%20b.%20Lakish,https://www.sefaria.org/person/Rabbi%20Shimon%20b.%20Pazzi,https://www.sefaria.org/person/Rabbi%20Shimon%20b.%20Abba,,,,,,,,,,,,
רבי עזרא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רב שמואל בר זוטרא,שמואל,רבי שמואל בן יצחק,רבי שמואל בן נחמן,רבי שמואל בר יוסי בר בון,,,,,,,,,,,,https://www.sefaria.org/person/Shmuel,https://www.sefaria.org/person/Rabbi%20Shmuel%20b.%20Yitzhak,https://www.sefaria.org/person/Rabbi%20Shmuel%20b.%20Nahmani,https://www.sefaria.org/person/Rabbi%20Shmuel%20b.%20Yose%20b.%20Boon,,,,,,,,,,,
רבי חייא בר רב,רבי חייא בן אבא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Hiyya%20b.%20Abba,,,,,,,,,,,,,,
רב ספרא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רב אדא סבא,רב אדא בר אהבה,רב אדא בר אהבה,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Adda%20b.%20Ahavah%20(I),https://www.sefaria.org/person/Rav%20Adda%20b.%20Ahavah%20(II),,,,,,,,,,,,,
רבי חייא בר יוסף,רבי חייא בן אבא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Hiyya%20b.%20Abba,,,,,,,,,,,,,,
רבי חנינא בר פפא,רבי חנינא בר חמא,רבי חנינה בר פפא‎,רבי חנינא דציפורי,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Hanina%20b.%20Hama,https://www.sefaria.org/person/Rabbi%20Hanina%20b.%20Pappa,https://www.sefaria.org/person/Rabbi%20Hanina%20of%20Tzipori,,,,,,,,,,,,
רב עוירא סבא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רב ביבי בר אביי,רב ביבי בר אביי,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Bivi%20b.%20Abaye,,,,,,,,,,,,,,
שילא בר אבינא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רבי שמלאי,רבי שמלאי,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Simlai,,,,,,,,,,,,,,
עולא,עולא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Ulla,,,,,,,,,,,,,,
רבי חייא בר אבא,רבי חייא בן אבא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Hiyya%20b.%20Abba,,,,,,,,,,,,,,
רבי אחא בר עולא,רב אחא בר יעקב,רבי אחא,רב אחא בריה דרב איפא,רב אחא בר רבא,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Aha%20b.%20Ya'akov,https://www.sefaria.org/person/Rabbi%20Aha,https://www.sefaria.org/person/Rav%20Aha%20brei%20d'%20R'%20Iqa,https://www.sefaria.org/person/Rav%20Aha%20b.%20Rava,,,,,,,,,,,
ר יאשיה דמן אושא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ר יסא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רב הונא בריה דרב נתן,רב הונא,רב הונא בר אבין,רב הונא בר יהושע,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Huna,https://www.sefaria.org/person/Rav%20Huna%20b.%20Avin,https://www.sefaria.org/person/Rav%20Huna%20b.%20Yehoshua,,,,,,,,,,,,
אבימי בריה דרבי אבהו,אבימי,אבימי בן אבהו,,,,,,,,,,,,,,https://www.sefaria.org/person/Avimi,https://www.sefaria.org/person/Avimi%20b.%20Abbahu,,,,,,,,,,,,,
רבי יודן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רבי כרוספדאי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רבי חייא פרוואה,רבי חייא בן אבא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Hiyya%20b.%20Abba,,,,,,,,,,,,,,
רבי ינאי,רבי ינאי,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Yannai,,,,,,,,,,,,,,
רב יוסף בריה דר יהושע,רב יוסף בר הייא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Yosef%20b.%20Hiyya,,,,,,,,,,,,,,
רב יצחק בריה דרב יהודה,רבי יצחק נפחא,רבי יצחק בן נחמן,רב יצחק בר יוסף,רבי יצחק בן אליעזר,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Yitzhak%20Nappaha,https://www.sefaria.org/person/Rabbi%20Yitzhak%20b.%20Nahman,https://www.sefaria.org/person/Rav%20Yitzhak%20b.%20Yosef,https://www.sefaria.org/person/Rabbi%20Yitzhak%20b.%20Elazar,,,,,,,,,,,
רבי תנחום ב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רב המנונא,רב המנונא,רב המנונא,,,,,,,,,,,,,,https://www.sefaria.org/person/Rav%20Hamnuna%20(I),https://www.sefaria.org/person/Rav%20Hamnuna%20(II),,,,,,,,,,,,,
אבוה בר איהי,אבוה דשמואל,,,,,,,,,,,,,,,https://www.sefaria.org/person/Avuha%20Di%20Shmuel,,,,,,,,,,,,,,
רבי חנא פתוראה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רב מנשה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יהודה בר חייה,יהודה בן חייא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Yehudah%20b.%20Hiyya,,,,,,,,,,,,,,
רבי דוסתאי בר ינאי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רבי יוחנן,רבי יוחנן בר נפחא,,,,,,,,,,,,,,,https://www.sefaria.org/person/Rabbi%20Yohanan%20b.%20Nappaha,,,,,,,,,,,,,,
